,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,57.03463,68.01221,-78.27657,-22.766048,6.049981,-29.065182,-12.696556,-7.1581335,7.2609415,13.475634,19.099293,-5.484168,1.4908531,3.5160265,-2.4966447,-8.297062,3.295806,-3.2562833,3.9562693,0.29360104,5.6432076,-7.160864,-6.479039,2.4258893,1.9592257,1.0166984,-0.6080082,-1.3477019,-5.4391704,3.6085687,3.338712,0.23284666,0.9294457,2.5506334
1,68.01221,82.86724,-94.694595,-29.14076,12.771074,-35.89908,-16.103632,-11.158764,7.7199154,17.56401,24.116514,-8.261013,3.8075504,3.2602859,-2.56952,-9.491249,2.2843537,-3.9827495,4.161863,0.28761846,6.733528,-7.843459,-6.8713264,2.672505,1.1319127,1.2649666,-1.4760079,-0.5460168,-6.790985,4.3837595,3.2023637,0.45385882,0.48139375,3.4854555
2,-78.27657,-94.694595,136.33945,16.779476,-1.5394971,39.400005,18.429323,-9.206143,-9.406111,-31.865814,-21.21555,0.8274259,-4.9877615,0.56092846,-1.1312284,12.245836,-5.1455126,-0.21167189,-4.7540474,4.9880915,-10.772491,16.201073,8.1081705,-2.646463,0.7586198,-2.6999373,0.5788864,4.464554,3.8682766,-6.469964,-3.33154,2.260232,1.9311204,-4.771307
3,-22.766048,-29.14076,16.779476,29.873404,-28.178009,24.175287,16.426004,13.445454,2.0731022,-4.1061797,-15.436908,0.8967962,-6.646493,-4.9498734,8.820797,-1.1995277,0.012956058,6.733139,2.591426,0.021944381,-3.3591893,-3.6162667,2.0675867,-0.7128211,-0.840021,0.53305304,0.61889935,-3.1227365,1.6465335,0.5262872,-0.040595554,-1.749711,-1.2671868,0.21270782
4,6.049981,12.771074,-1.5394971,-28.178009,50.078743,-23.207891,-25.431553,-10.025066,-6.8543625,3.330151,17.923653,3.5790758,3.0077627,-2.5540361,-11.4203,3.3278735,-4.8127556,-7.9640675,-6.3810296,-2.6403184,-1.0891364,5.8142653,0.2653557,2.2976742,-1.0613512,-5.103326,0.45789498,6.56203,1.446122,-2.3091114,-3.0847979,1.042661,-1.7189078,-0.6912116
5,-29.065182,-35.89908,39.400005,24.175287,-23.207891,32.663837,21.33693,0.9643223,4.9358473,-17.50219,-14.504686,-3.826664,-5.1189065,-2.1402822,10.773266,-0.79521424,2.6166635,3.4226344,-0.5416328,5.21389,-4.1768513,-0.8653722,2.3335438,-1.7882485,0.24710251,0.64800036,0.3489015,0.6040764,1.0463493,1.0096197,-1.8594346,-1.6570652,-1.424945,-0.062029824
6,-12.696556,-16.103632,18.429323,16.426004,-25.431553,21.33693,34.74924,-3.1376076,9.4065,-4.4944534,-19.93614,-4.711023,0.12598059,-3.940068,8.702873,-2.6283548,-1.976834,2.7987208,3.4045763,3.5895238,-2.9235516,-0.77030045,2.1102633,1.7442951,-0.5471143,5.584302,-3.2535114,-0.84230053,-1.9322186,1.9155862,0.54342234,0.38687488,0.15268752,2.6650453
7,-7.1581335,-11.158764,-9.206143,13.445454,-10.025066,0.9643223,-3.1376076,24.245134,-1.8933982,8.358868,-8.498356,12.945881,-4.075506,-4.3355975,-1.4659835,0.26043272,3.2721496,3.7004037,-1.4923158,-7.41058,1.8781447,-4.554637,-0.7400823,0.65574,0.90983415,-0.28345945,3.0573654,-3.6954145,4.8013706,-0.77587163,0.66257817,-2.4549866,-1.0029685,-0.7036021
8,7.2609415,7.7199154,-9.406111,2.0731022,-6.8543625,4.9358473,9.4065,-1.8933982,34.43952,-4.6531286,-5.0934086,-6.2094445,-5.9793253,10.190567,-3.968796,5.663248,3.228126,7.6249247,5.1148977,0.19445397,-0.6214205,-1.129401,-8.921022,5.150491,-1.7488624,2.5813003,0.8552768,5.445051,0.09415842,4.120165,-0.7363889,-0.3115766,-1.5918461,-0.65153265
9,13.475634,17.56401,-31.865814,-4.1061797,3.330151,-17.50219,-4.4944534,8.358868,-4.6531286,22.782688,-1.854743,2.49514,5.2731524,-2.8849106,-5.112788,0.5998548,-5.502556,3.578113,2.531823,-7.353037,4.0897303,-0.540311,1.3886397,1.6584747,-1.648505,3.113173,-1.2646449,-3.3072572,-1.0711806,0.6195161,1.9645891,0.71644574,0.32230586,0.8799552
10,19.099293,24.116514,-21.21555,-15.436908,17.923653,-14.504686,-19.93614,-8.498356,-5.0934086,-1.854743,19.807026,-0.8173476,0.60059905,2.0994086,-2.0069659,-2.9353507,1.5006307,-5.9601164,-1.5734942,3.0978508,0.34711063,-0.69931537,-1.7267611,-0.68995845,0.51037407,-4.153675,0.67699534,1.2797168,-0.93273705,-0.016157873,-0.6616111,0.008269857,-0.34608388,-0.41863978
11,-5.484168,-8.261013,0.8274259,0.8967962,3.5790758,-3.826664,-4.711023,12.945881,-6.2094445,2.49514,-0.8173476,14.574498,2.2008977,-2.9565563,-1.9453998,-0.65822613,3.017517,-4.3756886,-4.62428,-2.2229118,0.99684215,-1.2805945,0.38419923,0.38468722,0.7065687,-0.7889147,1.3673668,-1.9348378,5.190483,-0.94053257,-1.0694716,-1.5311539,-1.06254,-0.791072
12,1.4908531,3.8075504,-4.9877615,-6.646493,3.0077627,-5.1189065,0.12598059,-4.075506,-5.9793253,5.2731524,0.60059905,2.2008977,18.385952,5.810261,3.048305,3.8081212,2.1317437,-2.079746,-2.9848175,1.6468401,6.664053,1.2678536,2.6480432,-4.837291,-4.246874,4.4841805,-3.0632794,-0.46629864,1.9477065,0.5050766,-2.049766,0.44359925,0.08523622,0.4863812
13,3.5160265,3.2602859,0.56092846,-4.9498734,-2.5540361,-2.1402822,-3.940068,-4.3355975,10.190567,-2.8849106,2.0994086,-2.9565563,5.810261,13.193072,-2.6127105,7.1947336,4.271203,3.0122423,1.5583344,1.437336,4.024329,1.7637849,-3.5429006,-2.1526098,-2.1025846,2.1249056,0.0044748588,1.6847306,0.8129094,0.98711276,-0.5299459,0.72933793,1.0241796,-1.8671473
14,-2.4966447,-2.56952,-1.1312284,8.820797,-11.4203,10.773266,8.702873,-1.4659835,-3.968796,-5.112788,-2.0069659,-1.9453998,3.048305,-2.6127105,10.749213,-3.5810585,2.8297348,-1.2387214,-0.861406,3.4051824,0.124567546,-3.8303854,1.6455878,-3.7843597,-1.3415697,0.35617247,-1.5951843,-1.0126977,-0.0013311501,-0.65335846,-0.5711037,-0.6881386,-0.15960273,2.317697
15,-8.297062,-9.491249,12.245836,-1.1995277,3.3278735,-0.79521424,-2.6283548,0.26043272,5.663248,0.5998548,-2.9353507,-0.65822613,3.8081212,7.1947336,-3.5810585,8.706747,0.0046148915,3.8898292,0.76427794,-2.453953,1.716621,3.1954618,-1.4466944,-1.5273839,-3.0474873,0.9655914,-0.24505799,2.1508327,1.8120924,-1.4753497,-0.6775899,1.1511924,0.78957605,-1.2222122
16,3.295806,2.2843537,-5.1455126,0.012956058,-4.8127556,2.6166635,-1.976834,3.2721496,3.228126,-5.502556,1.5006307,3.017517,2.1317437,4.271203,2.8297348,0.0046148915,7.685692,-1.3663104,-2.650968,1.2275405,3.0989287,-3.0993576,-2.5367672,-2.464992,0.5642879,0.2070509,1.1830502,0.20949966,2.326778,0.26503763,-0.72788274,-1.3896413,-0.18153903,-0.19061682
17,-3.2562833,-3.9827495,-0.21167189,6.733139,-7.9640675,3.4226344,2.7987208,3.7004037,7.6249247,3.578113,-5.9601164,-4.3756886,-2.079746,3.0122423,-1.2387214,3.8898292,-1.3663104,7.0264206,3.4136038,-2.789783,0.6517058,0.31847236,-1.1786592,0.35374433,-1.2782365,1.5801716,0.2879883,0.12777759,-0.68358374,0.7846944,0.7021026,0.24989541,0.11226364,-0.59800696
18,3.9562693,4.161863,-4.7540474,2.591426,-6.3810296,-0.5416328,3.4045763,-1.4923158,5.1148977,2.531823,-1.5734942,-4.62428,-2.9848175,1.5583344,-0.861406,0.76427794,-2.650968,3.4136038,4.6671762,-0.38736743,-1.157918,0.10685131,-1.1385295,1.2417386,-0.54066646,0.56279355,-0.6181733,-0.5928973,-2.1849642,0.3027977,1.6134293,1.1029643,1.0102357,0.18872356
19,0.29360104,0.28761846,4.9880915,0.021944381,-2.6403184,5.21389,3.5895238,-7.41058,0.19445397,-7.353037,3.0978508,-2.2229118,1.6468401,1.437336,3.4051824,-2.453953,1.2275405,-2.789783,-0.38736743,5.7517185,-0.9440182,0.16193461,0.80281603,-0.44231796,0.31148547,0.16763428,-0.64320284,0.26212838,-0.73146236,1.8185122,-1.0887854,-0.27536967,-0.57796675,-0.2050971
20,5.6432076,6.733528,-10.772491,-3.3591893,-1.0891364,-4.1768513,-2.9235516,1.8781447,-0.6214205,4.0897303,0.34711063,0.99684215,6.664053,4.024329,0.124567546,1.716621,3.0989287,0.6517058,-1.157918,-0.9440182,4.821257,-0.8878281,-0.22569053,-2.2034936,-0.7425989,2.262289,-0.15008074,-0.74929523,0.79894835,0.78181386,-0.1684722,-0.34259227,0.24396141,-0.16814853
21,-7.160864,-7.843459,16.201073,-3.6162667,5.8142653,-0.8653722,-0.77030045,-4.554637,-1.129401,-0.540311,-0.69931537,-1.2805945,1.2678536,1.7637849,-3.8303854,3.1954618,-3.0993576,0.31847236,0.10685131,0.16193461,-0.8878281,4.492845,1.3057437,0.5923065,-0.32818854,0.30228162,-0.37448594,1.0698948,-0.40228993,-0.29503566,-0.3827791,1.0709748,0.4290321,-1.24224
22,-6.479039,-6.8713264,8.1081705,2.0675867,0.2653557,2.3335438,2.1102633,-0.7400823,-8.921022,1.3886397,-1.7267611,0.38419923,2.6480432,-3.5429006,1.6455878,-1.4466944,-2.5367672,-1.1786592,-1.1385295,0.80281603,-0.22569053,1.3057437,3.9772735,-0.8335564,0.14274058,0.5101788,-0.7366063,-1.4597199,-0.41999328,0.12148922,-0.3426513,0.025400309,-0.17452733,0.029495914
