,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,392.95496,46.55407,20.176655,-28.469597,8.71322,6.1649246,-2.5191317,-13.835466,2.1448615,-4.363722,-1.7266074,-5.2234793,-6.666254,-4.1363506,-1.6107138,-1.0513673,7.105444,-1.5949776,-2.3212647,-5.1552887,3.2061768,0.9834695,1.7712059,2.48959,3.9421191,-1.6933773,1.7131698,-2.3482401,1.3157485,1.0040069,-0.3187673,-1.1906782,-0.42661414,0.55989206,4.3779144,-1.1432381,2.1920097,0.90934396,0.121903434,0.0755994,0.72835976,-0.20675984,-0.9457645,1.1645551,-0.64648753,-0.54970396,-1.2491862,0.30909306,-0.76209044,0.0942502,-0.07070111,0.54786766,-0.3750362,0.008014673,-0.6718615,-1.4013155,1.6255443,-0.41851515,-0.2381135,0.20349148,-0.84301305,0.6764573,-1.4603921,0.3654189,0.7365821,-0.18837796,-0.030010065,-0.2766388,0.32303858,0.40050828,0.0734711,0.32513595,-0.23115034,-0.20508122
1,46.55407,59.920452,6.301675,5.0859404,-0.30751994,1.1835606,0.7354148,2.58708,3.0167637,4.126638,-1.3446592,2.0999627,2.4096966,0.9008715,-1.4129248,-0.74792075,-0.4218946,0.6013859,-0.23205209,0.4371419,-1.1735048,-0.6421117,0.8084521,0.2133964,1.1456244,0.013551419,0.09755398,-0.7787236,0.45634085,-0.01883522,0.25329024,-0.24279374,-1.049693,-1.0477791,-0.52511346,-0.06810106,-0.7113851,-0.5539954,0.07724337,0.05857418,-0.1173766,0.13744536,-0.2585168,-0.5742208,0.4811322,-0.17440856,0.095918834,0.08156213,0.15888578,0.37645024,0.37167817,0.08253217,0.09535159,0.04966268,0.094980255,-0.0050890725,-0.02689413,-0.28995103,-0.035318732,-0.072700344,-0.009185702,0.03964846,-0.24226242,0.03374809,0.060896225,-0.17211917,0.08414082,-0.32126933,0.069377124,0.08544591,-0.22178912,-0.27375567,0.34701806,0.06760548
2,20.176655,6.301675,36.946648,-2.8592854,1.1941293,-1.7735814,-0.20769742,-2.0462453,-2.4479175,-1.1520822,-0.6641328,1.0169595,0.4482631,0.37202835,0.75583446,0.71080095,-1.562108,-0.20562929,0.29721197,0.97666097,-0.30606633,0.2133542,-0.1775164,-1.6321391,-0.593523,0.29842377,0.5874065,0.55761635,-0.6582962,0.49787864,0.51601726,1.2028208,0.49361843,0.7616275,-0.25844854,-0.2940346,0.5169773,0.08182419,0.34273964,0.44917092,-0.16655885,-0.2134535,0.6947162,0.17205973,0.2640918,0.13672285,0.0063218097,-0.36120147,0.10772011,-0.13616496,-0.26650268,-0.19125661,0.1637254,0.2369723,-0.28014153,0.24525577,-0.3395301,0.2389499,-0.11291289,-0.21174578,0.43454987,0.14682184,0.29434913,-0.40281785,-0.17296344,0.08678145,-0.05008564,0.21992679,-0.12750053,-0.021054517,-0.103605345,-0.32300663,-0.11052287,0.06058036
3,-28.469597,5.0859404,-2.8592854,31.080894,2.3263059,-1.3068521,-0.530481,-1.6836176,-1.0281218,0.75589454,1.3827174,-0.4020403,0.3051681,-1.2292284,-0.6318978,0.22178814,0.8820029,-1.0335586,0.21596235,-1.2513744,0.81585014,0.6189005,0.29693097,-0.6724738,-0.60443795,0.6202605,0.094003916,-0.12320223,-0.12482637,0.5929246,0.15894416,-0.02761738,-0.046280686,0.6171166,0.40848857,-0.19404018,0.17821035,-0.17449188,-0.12715054,-0.034970246,-0.09732328,-0.024847977,0.60794103,0.028213067,0.028282277,0.09047739,0.021877687,-0.27551413,0.19837794,-0.0006665211,0.06445103,0.07136066,0.019280937,-0.28365022,0.027644245,-0.2444805,0.18325701,0.19805408,-0.18871121,-0.2678175,0.2951181,0.139155,-0.16250798,-0.05233524,0.057639547,-0.3530571,0.04753796,-0.035645828,-0.14255208,0.124680415,-0.17651296,-0.2806013,0.11302346,-0.023946874
4,8.71322,-0.30751994,1.1941293,2.3263059,31.059692,0.48922795,-0.10963359,0.29776973,-0.23920476,-0.03485747,0.21843636,-0.7134526,-0.0015608091,0.6885848,-0.1828076,0.45317328,-0.25284624,0.021247763,0.7873262,-0.44980478,-0.5725619,-0.10698201,0.005390256,0.20599847,-0.53409135,0.35976022,0.07601163,0.10270479,-0.12353687,-0.40161538,-0.15424946,0.2510911,0.08972624,-0.46839118,-0.19010681,-0.09494148,-0.017417466,0.3620666,-0.20931917,0.017870031,0.07480351,-0.19588393,-0.14127114,-0.07873953,-0.092850596,-0.09674311,0.07823405,0.07017267,-0.15707943,-0.052515216,-0.079803705,-0.10853754,-0.015792105,0.08056847,0.006263189,0.026905643,-0.11025272,0.10350028,0.14242212,-0.0011604198,-0.08747934,0.0716843,0.14558849,0.042542893,-0.044659868,0.15839691,0.045309134,0.087989226,-0.037831962,-0.1549482,-0.009944961,0.16122374,0.14996025,-0.06729673
5,6.1649246,1.1835606,-1.7735814,-1.3068521,0.48922795,18.789595,-1.1284982,0.07587591,-0.37330276,0.15974116,-0.123903245,0.21263666,-0.13816859,-0.6744027,-0.14832924,0.019370772,-0.5118762,-0.32893807,0.04583125,0.25636947,0.28475767,-0.14249156,-0.6279944,-0.36788273,-0.13816594,-0.18366395,-0.1372306,-0.024781402,0.0278843,0.03685285,-0.098223805,0.25148362,0.05397273,-0.026073039,-0.048496462,-0.295352,0.20766321,-0.14002135,0.13885044,-0.145443,0.06379256,0.033335548,0.30246824,0.036372587,0.044512615,0.4257616,0.11702913,0.058698714,0.042476613,-0.15414013,-0.024454257,0.026159072,-0.009162866,-0.1908857,0.19558962,0.062068038,-0.09917277,0.10159973,-0.011869235,-0.043327793,0.10749421,-0.083736286,0.0970437,0.013474054,-0.044497944,0.0501486,-0.017312732,0.07984993,-0.04587359,-0.1540828,-0.004164408,-0.077502556,-0.07017052,0.124609545
6,-2.5191317,0.7354148,-0.20769742,-0.530481,-0.10963359,-1.1284982,17.434052,0.42994183,-0.14226678,0.671528,0.10960969,0.9976691,-0.14848742,-0.8174905,0.30247232,0.260783,-0.20105235,-0.13374557,0.071840815,0.024568478,-0.1668553,-0.2042082,0.053222485,0.21615057,0.1008279,0.2906779,0.21883959,0.1101059,0.08841307,0.031594217,-0.241153,0.20890802,0.17880641,0.010856457,0.072407275,-0.22149983,0.13379532,0.15542111,0.1678345,-0.032352872,0.1373658,0.102284804,-0.2226553,0.18188082,-0.08361876,0.14376172,0.05231721,0.005719332,0.020688694,0.121243216,-0.16377246,0.1842409,0.045533095,-0.07728188,0.15825161,0.108349204,0.030266874,0.09817664,0.073679194,-0.14533755,0.032807358,0.039745957,0.018602204,0.029836109,0.00961704,0.020672936,-0.16519332,-0.036208645,0.079119295,-0.06802133,-0.16011494,-0.112321146,-0.06283048,0.053131193
7,-13.835466,2.58708,-2.0462453,-1.6836176,0.29776973,0.07587591,0.42994183,15.132201,0.10819834,0.21476741,-0.48896545,0.2641742,0.005334831,0.1876528,-0.2567653,0.10094458,-0.17956796,0.22937162,-0.13680115,-0.037790537,-0.18737009,0.2528786,0.23097423,-0.0319244,0.47183317,0.025333699,0.014018543,-0.13510422,-0.039762646,-0.01219391,0.2096044,0.38182467,-0.14500609,-0.105023,0.12179865,-0.32307416,0.38148278,-0.0075086663,-0.22478908,0.011299923,-0.047881756,0.06012068,-0.027513463,0.3104056,-0.06231243,-0.038962916,-0.18811905,0.061403397,-0.096920624,-0.12030543,-0.038034447,-0.15143466,-0.08368002,0.05257009,-0.19270109,-0.015351245,0.04406409,0.07083754,-0.010023765,-0.08017051,-0.0028534536,0.054248225,0.024427064,-0.11999321,0.038073927,-0.05595786,-0.0076240506,0.13803023,0.021576341,0.044370323,-0.036098383,0.07380137,0.04931578,-0.010584805
8,2.1448615,3.0167637,-2.4479175,-1.0281218,-0.23920476,-0.37330276,-0.14226678,0.10819834,12.55503,-1.1691796,0.82780075,-0.7109685,-0.26349843,0.6759007,0.67478085,0.14812882,0.25099343,-0.40488747,0.04519695,-0.08960899,0.14584449,-0.21866968,0.17767942,-0.68660134,-0.6429459,0.19480991,0.40069658,0.5056895,-0.19302845,0.29404858,0.2437693,-0.046119973,-0.20331118,-0.3332255,0.29009748,0.09594212,-0.07537726,0.20173903,-0.07131085,-0.052859616,-0.025588196,-0.1526889,0.1808874,-0.10330415,-0.06801875,0.17480738,0.11619134,-0.15613854,-0.09833637,0.057759333,0.13519461,0.01940844,-0.061207347,-0.077159286,0.027658524,0.06606317,-0.07118475,0.1679772,0.0710004,-0.072414815,-0.028223198,0.09668054,0.030607883,-0.06698789,0.04754971,0.0765947,-0.07145667,0.0659575,-0.051839475,0.025341818,0.04477249,-0.005172063,-0.020365864,-0.1562427
9,-4.363722,4.126638,-1.1520822,0.75589454,-0.03485747,0.15974116,0.671528,0.21476741,-1.1691796,9.561622,0.14118177,-0.22226018,-0.8287107,0.007890709,0.30601123,0.24333,0.22486202,0.17113274,0.116530575,0.4644096,0.22299021,-0.10298771,-0.16947201,-0.47845832,-0.3345154,-0.45811218,0.022463266,-0.17603736,0.26891628,-0.02116293,0.1675382,-0.051405318,0.10361378,0.13811933,0.032531105,0.17470919,0.09869623,-0.11733222,-0.04368777,0.10017946,0.2562942,0.07952981,0.07870753,0.08508714,0.039921075,0.028432425,0.1988468,-0.08279778,-0.12773934,0.04331784,0.0626988,-0.22882077,0.029602444,-0.07836753,-0.062335134,0.06990089,0.118872985,-0.20597354,-0.03888648,0.07957349,-0.16111442,0.106087,0.02392966,-0.0025227019,-0.07388614,0.0006315601,0.043034263,0.06004688,-0.10291596,0.002747141,0.1342812,-0.046149105,-0.040207405,-0.10446253
