,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.013227889,-0.00014984605,-0.0027755084,0.16804977,0.021147512,0.039839968,0.0028112275,-0.0041960375,-0.0018251329,0.000977939,0.00054917624,0.0021558797,-0.0008720039,0.00012617488,0.00028480962,0.0011927669,0.0012768856,-0.00072448654,0.0013317035,0.0012912811,0.00029532477,0.0005939717,0.00052414596,-0.00037358684,4.7171907e-05,0.00021306021,0.00044267133,-0.000638437,8.288345e-05,0.00020783258,0.00017675626,0.0002624481,6.6929744e-05,3.5067835e-05,0.00014815753,-6.6344764e-05,3.23162e-07,5.477403e-05,-2.7104735e-10,4.3377787e-10,1.5506671e-10,5.403282e-11
1,-0.00014984605,0.0012516719,0.0005055452,0.00510959,0.007790674,-0.0029345062,-0.0029808406,0.0057685385,0.003934776,-0.0012401761,0.0040696124,0.0010385131,-0.0013268597,-0.00042219379,0.0008667135,-9.968811e-05,-0.00028092606,0.00029576104,-0.0007548731,-0.00047406167,0.00023425672,5.8312296e-05,0.0003711092,0.00019454688,-0.00013700456,0.00024195983,0.00022275576,0.00016705791,-9.1136986e-05,0.00037712784,3.0327308e-05,0.0004093888,-1.9974803e-05,-1.643282e-05,-4.965454e-05,-0.00013168293,3.1613822e-06,1.5665867e-06,6.7816672e-12,-1.04566314e-10,2.7125557e-11,-4.4574535e-12
2,-0.0027755084,0.0005055452,0.049568824,-0.11184693,0.11223529,-0.0008037236,0.018473174,0.040092282,-0.009600809,-0.0051880605,-0.0094808545,-0.012202735,-0.0036892756,0.0009928944,-0.0031819858,0.0040924572,0.0024003596,0.00074562465,-0.0014759891,0.0068533043,-0.0012161543,0.002532525,0.0038605365,-4.513123e-05,-0.00043941487,0.0015540803,-0.0009041702,-7.720821e-05,-0.00026491005,-0.0012845644,7.321694e-05,-0.0017005459,-9.764006e-06,0.00042551724,-0.00018372685,0.0009067291,0.00012133097,1.1825663e-05,1.0063279e-09,-4.011151e-11,7.29027e-11,-7.091123e-11
3,0.16804977,0.00510959,-0.11184693,2.451327,0.15236285,0.48512602,-0.03666929,-0.07583481,0.002609189,0.027560279,0.071010515,0.029815186,-0.009506764,-0.014834863,0.016219748,0.0015168516,-0.0057529174,0.000410543,0.007302615,0.0031344874,0.006454562,-0.0016477024,-0.0068718605,0.00095755456,-0.00086415384,-6.723005e-05,0.0010493672,0.0005913632,-0.00022253793,-0.00026291487,-0.00061944674,0.002061402,-0.0010417632,-0.0008281989,-0.00043389952,-0.00046326104,0.0014842262,0.0003762314,-2.528953e-09,3.320645e-09,2.42043e-09,2.6239547e-10
4,0.021147512,0.007790674,0.11223529,0.15236285,0.44110686,0.05483181,0.058455497,0.12469491,-0.00510926,0.02973076,0.0046344595,-0.0023896145,-0.0012036148,0.004740876,-0.00458357,0.005377084,0.0012903516,-0.005642874,-0.015043642,0.009804862,-0.006589789,0.0070690317,0.007397077,0.0016371583,-0.0011916035,0.0044974163,-0.0013418095,0.0007147478,-0.0025355443,-0.0019471908,-6.119536e-05,-0.0007883771,0.0008206227,0.00028935535,-0.00084815675,0.0006132926,-0.0005839874,-0.000428599,1.8150463e-09,-2.9100629e-09,5.1629145e-10,-6.7793116e-10
5,0.039839968,-0.0029345062,-0.0008037236,0.48512602,0.05483181,0.1546691,0.008653348,-0.007513134,-0.029320763,-0.019190436,-0.019895885,-0.001391636,-0.0011072941,-0.00043234768,-0.002970985,0.0010627856,0.0009023121,0.0007969653,0.0006065312,-0.00034767773,0.00050310744,0.000111727175,-0.0016521432,-0.00014784677,-0.00048969715,0.0016674441,0.0010716713,-0.0010186757,-4.900003e-05,0.00092403847,0.0015041942,0.00023568509,0.0008209824,-3.0287873e-05,0.00091295777,0.00019901767,-0.00036905118,0.000115786075,-2.6045885e-09,7.1450124e-10,-1.1915171e-09,-6.173506e-10
6,0.0028112275,-0.0029808406,0.018473174,-0.03666929,0.058455497,0.008653348,0.03670124,0.0039468687,-0.0065802927,0.014452975,-0.019884828,0.007372208,0.007901862,0.0013816619,-0.0007705674,0.0020208745,0.0037898447,-0.0050207106,0.00034060166,0.0033037632,-0.0010627098,0.0020327368,0.0019886852,-0.0023732125,0.00089710415,-0.00062078546,-0.0024319421,-0.0013463311,-4.2721163e-05,-0.0012859391,0.0011965798,-0.0005340368,-8.9035464e-05,-0.00053493574,0.0017038469,-0.00092529284,0.00021835025,-0.00012574674,-8.1229307e-10,-1.6176446e-09,-5.194344e-10,-2.2673655e-10
7,-0.0041960375,0.0057685385,0.040092282,-0.07583481,0.12469491,-0.007513134,0.0039468687,0.08704909,0.0031614671,-0.015914615,0.008418178,0.0029405262,-0.0004897962,2.4792993e-05,0.00031749252,-0.001564792,2.4513585e-05,0.003359158,0.0026711551,-0.0017678912,-0.00041002798,-0.00028188102,-0.004070014,-0.0006527112,0.0016095771,0.0018043974,-0.0007052745,-2.5931036e-05,-0.0008240426,0.00097358815,0.00071506866,3.233908e-05,-0.00039478455,-0.0005138018,0.00016647612,0.00020532255,0.0007000143,0.0002388255,-1.5279633e-09,-1.1449826e-09,-1.558721e-10,1.03286775e-10
8,-0.0018251329,0.003934776,-0.009600809,0.002609189,-0.00510926,-0.029320763,-0.0065802927,0.0031614671,0.028211866,0.002539041,0.014867919,0.012593161,-0.0036893156,-0.0031170934,0.0076425225,0.0020942888,0.0011085449,-0.0016945477,-0.0012101969,0.0005151061,0.0029693404,0.0010430086,0.0028462685,-0.0010476657,0.0003604945,-0.000446042,0.00079694815,-0.0012335118,-0.0006855591,-8.741298e-05,-0.00072392245,0.0019186835,2.9461175e-05,0.00030696197,0.00034915574,-0.00015166684,0.0009777511,-1.1690077e-05,-4.3014375e-10,-5.7276395e-10,2.1325823e-10,4.957686e-10
9,0.000977939,-0.0012401761,-0.0051880605,0.027560279,0.02973076,-0.019190436,0.014452975,-0.015914615,0.002539041,0.049978353,0.008740313,-0.0035302427,0.0061170086,0.0050339955,0.0011360921,-0.0031989985,0.0018121656,-0.0011393325,-0.0017828627,0.0001431286,-0.0014719696,0.00068452617,-0.0007716788,-0.0012057087,0.00095062586,0.00013969914,0.00058983563,0.00013766957,-0.00043755598,8.194381e-05,0.00031083042,-0.0014753889,0.00019895053,-0.00067137554,0.00064251025,-8.5366686e-05,0.0004085302,-0.00048614154,1.5269728e-09,-9.209622e-10,3.0687844e-10,-1.8480526e-11
