,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,89.25147,35.340633,29.591438,10.615556,21.319717,-2.6893814,5.925083,16.374489,6.340965,-7.802701,-2.7088346,-1.2011876,-5.2627716,-4.6370287,-5.54652,-3.1274464,3.8548489,3.211855,2.6239839,1.4575468,-0.5900904,1.2432194,0.33227086,-6.725779,2.9530573,-1.6247557,-0.567237,-2.208959,0.33983517,-2.0699391,-1.892338,-0.2687978,-0.4055505,2.3731844,3.5139544,0.4494508,-0.37150764,-1.0691097,-1.2446826,2.4865777,0.12170407,0.1805714,0.13650703,0.8720002,0.4778146,-1.1809891,0.5418891,-0.97602403,0.31905037,-0.8118843,-0.66311014,-0.73116165,0.056547187,0.12680247,0.55575156,-1.4835098,-1.0096408,0.39650536,0.45886266,-0.4841333,-0.6181644,0.5161022,0.31578797,-0.5252987,-0.13801476,-0.19220878,-0.5863456,-0.015293356,-0.7671156,0.29450977,0.10762595,0.3537842,0.12055719,-0.011382319,0.018617533,0.017589025,-0.35752952,-0.5011752,0.3324214,0.08640538,0.13089116,-0.7089007,-0.024910226,-0.36099768,0.06701109,-0.07062954,-0.024582889
1,35.340633,31.969349,12.73364,-12.422031,15.281655,0.44596934,0.39971858,-1.4072762,-10.54604,-2.921681,-2.4376097,-1.2587955,-2.8150735,-5.5097103,-4.4765234,-0.4559378,2.682983,2.3418603,-0.2939139,-0.088477805,1.1357057,3.641613,-0.09402728,-4.4842176,2.6619735,0.18512926,-0.00081901636,0.35040855,-2.3471036,1.0947188,-1.9767859,-0.760772,-0.35278124,1.0141068,-0.083084315,0.52649105,-0.39198828,0.8162739,0.5522138,1.1740646,-0.10003001,-0.28499734,-0.09239318,0.58942735,0.15394399,0.20673388,-0.91061866,0.50564337,1.355777,-0.38283437,0.10957648,-0.5428463,0.12537761,0.30016094,-0.057573736,-0.13681804,-0.10487603,0.17892957,-0.5067532,-0.19352636,-0.19051218,0.52433646,-0.26413524,-0.27865964,-0.06696907,0.21943167,-0.39334816,0.35381258,-1.2054708,-0.091144055,-0.80097103,0.29973704,-0.015242584,-0.27328813,0.12410721,0.038635954,-0.48981962,-0.4500453,-0.05201398,0.21716091,-0.056957774,-0.52148426,-0.30923438,-0.18533151,-0.26694566,0.19560751,-0.03608934
2,29.591438,12.73364,114.554344,-2.9848351,-6.55799,-1.9223535,-2.8739562,-7.810814,-0.58039606,5.547497,-4.1822042,-3.5055475,3.4601455,0.91658187,6.6484327,-0.9656863,-2.4228206,0.121705934,0.79666436,-0.65338326,-3.4053648,-0.5931673,-2.2049181,4.3684263,1.3971276,1.9868277,0.08502568,-0.5706963,0.40638828,-1.7617842,-0.41446954,-0.30884075,0.89867806,0.7300626,-0.32139516,0.3195715,-0.5185328,0.95007175,-0.15140216,-1.5219567,1.4055276,-0.468315,-1.3298297,-0.048066594,-1.0970025,-1.045938,-0.9877875,0.23193595,-1.3847177,-0.6217295,1.2533143,0.4400674,-0.68131375,-0.2828722,-0.13988654,-0.5603496,-0.055643417,-0.4164462,0.66251624,-0.048423607,0.12282683,-1.0269986,0.11071176,-0.15534773,0.16976628,-1.1265101,0.37550104,0.035640452,-0.32436895,-0.76166093,0.4342489,-0.0018391162,-0.19939885,0.27648216,-0.5795449,-0.035443574,0.31346473,-0.15853512,0.18895215,-0.26722318,-0.26553005,-0.13791186,0.015063431,0.108403146,0.22034457,-0.20960532,-0.0291913
3,10.615556,-12.422031,-2.9848351,82.38543,4.0701785,5.831586,-3.987657,-7.383576,0.12697469,1.125457,-2.1027207,-0.5992675,-0.038786992,1.0287335,-1.1542501,0.95059204,-3.2656126,1.2327626,-1.6734035,-2.9136677,0.007898981,-3.6523588,-1.7515929,-2.9489021,-3.1549664,1.9064109,-2.0234401,-3.7259564,3.9284325,0.17611408,-0.17563343,-0.158138,-2.1482272,-0.021305377,2.429772,-1.2221104,1.5302792,-0.45918262,-0.3356014,-0.1042692,-1.622009,-0.589615,1.1157293,-0.041488267,0.26472253,0.21192016,0.76038724,-1.8081186,-1.2603794,0.0032081343,-0.466883,-0.10061447,-0.5225004,1.6303399,0.8917394,-1.1241231,-1.4274647,-0.8145635,0.5619831,-0.2986787,-0.81043494,-0.26303506,0.45090103,-0.6915659,0.43142807,-0.12482554,0.887281,-0.51041794,0.52465785,-0.06212175,0.52633643,-0.42754796,0.104669705,0.2668499,-0.64510584,-0.18255386,0.15696284,-0.17071366,-0.22965518,0.23136164,0.22004117,0.30372757,-0.07088588,-0.33138385,0.18011662,-0.37203696,-0.25726154
4,21.319717,15.281655,-6.55799,4.0701785,34.00543,1.5067799,-0.8756304,1.8433712,-0.7010677,5.7455106,-1.7681477,-5.094096,-0.095921025,-0.44995636,0.9904061,3.2813056,0.5456573,2.4552212,1.4475565,0.35744083,0.6434244,2.236723,4.5600543,-1.8484019,-1.8160665,-3.0670767,-2.7331052,0.9449985,2.2036147,0.89700377,-0.6608615,-1.0121944,-1.2770808,0.19367513,-1.8062044,-1.2240129,-1.1883831,-1.3913407,0.45029438,1.6167611,-0.8371758,-0.13548008,0.27819884,0.6955548,1.2463517,0.5686332,-1.2474581,0.7530466,0.84393466,0.7306051,0.27103087,0.7251761,-1.1970576,0.010647196,-0.57535356,1.061058,0.32855314,0.1319768,0.22606215,0.42740384,-0.44366705,0.807623,-1.4569553,-0.63886166,-0.14839649,0.13635938,0.11022864,-0.44860095,-0.042764444,0.0732318,-0.9948236,0.4095928,-0.46036065,-0.62146425,-0.347682,0.07730022,-0.12208354,0.08807206,-0.5403662,0.26463413,0.23759717,-0.3972494,0.15173781,-0.005812678,-0.61909026,-0.12657169,0.053448424
5,-2.6893814,0.44596934,-1.9223535,5.831586,1.5067799,49.055664,-3.107912,-6.4546037,-1.779516,-1.5213711,-3.4783223,-5.1880608,1.4144386,4.4427714,-0.66218925,-3.528874,-0.6090522,1.3285996,-0.08956664,1.9060347,0.102106035,0.5901573,-0.21205746,-0.49443325,2.5404706,0.051879786,1.2049272,-0.23925114,0.22840375,-1.6960588,0.22937602,-1.8980558,2.099026,-0.60799927,0.12798387,-1.7082826,-1.0715592,-0.42849356,-0.32055762,1.5035918,1.4328591,0.1319708,0.0009027432,0.12176779,-0.76600677,-1.226283,0.65418065,0.54678357,-0.047299657,0.45535088,-1.13233,0.6548445,0.15334053,-0.735769,-0.635808,0.2826341,0.58272046,0.97601354,0.44936067,-0.16141078,1.484098,0.6377672,-0.34683174,0.14893669,0.17420591,0.3575114,-0.2710219,0.8900804,0.059263244,0.63085544,-0.19401172,0.8296731,0.47443938,0.22526366,0.74026936,-0.21196058,-0.7087233,0.08298811,0.662176,-0.4776269,0.3166419,-0.08244461,0.2601068,-0.049448498,0.22073871,0.3017437,-0.02043692
6,5.925083,0.39971858,-2.8739562,-3.987657,-0.8756304,-3.107912,38.473927,-2.7631385,-1.8509171,-1.8231661,3.2143116,-1.5542727,-1.748802,0.47512442,0.9471441,-0.8750614,1.4701836,3.424997,0.2633227,-0.07591952,3.4801567,-0.064638674,2.0862045,-1.2132893,-0.72334945,1.1871741,-1.0901994,-0.8227283,1.3775029,-0.27920115,0.73836076,0.6022049,1.8689742,-0.40687573,-0.4819736,0.5650439,-1.0366049,0.31227034,-0.1821003,0.4873358,0.5166044,0.07617308,0.65564084,-1.1385992,-1.4706528,-0.73119605,1.5794995,0.12750989,-1.4141111,0.835168,-0.620643,0.93247426,-1.1994863,-0.31688392,0.09130802,-0.62774813,-0.69084543,0.35126877,0.38483626,0.35737577,0.3095218,-1.3422892,-0.31039652,0.3881182,1.1732426,-0.40679336,-0.75595766,-0.37008762,0.48980105,-0.13607071,0.25285536,0.062759094,-0.6089635,0.045743775,0.0023364227,-0.10743132,0.011591144,-0.07390757,-0.04479944,0.1540655,-0.0035792962,0.119695514,-0.26302874,-0.38915256,0.34689358,-0.47274733,0.4336018
7,16.374489,-1.4072762,-7.810814,-7.383576,1.8433712,-6.4546037,-2.7631385,30.36085,6.2703304,0.22297099,-2.1277978,-4.6696453,1.3494601,3.2414784,3.6968694,-1.1891761,2.3570027,0.1612345,-0.7717911,1.8599513,-2.1928635,-1.5856693,0.2828466,0.19344744,-0.4339587,0.5636642,1.3036133,-1.9317389,1.5344661,0.6644053,-0.7058521,-0.4893052,1.0967507,-0.6517714,1.2946792,0.22234769,0.033188857,0.19185057,0.68778586,-0.13613665,-0.5290153,-0.051203184,0.118504874,-0.40504447,0.12193492,0.4598474,0.85430026,-0.8440237,-0.091022804,0.27719146,-1.4872999,-0.82264924,0.26476574,0.1750398,-0.028901048,-0.1226392,-0.39043188,0.28205198,-0.04844953,0.100024745,0.13066599,-0.12828606,1.307156,0.04361465,-0.07196107,0.62052655,0.13767692,0.2929765,0.14035028,0.2895587,-0.31179094,-0.38959014,0.5798284,0.32994664,0.45623958,-0.2389435,0.14033933,0.275613,0.3764428,0.15222126,0.18682018,0.107136376,-0.15021287,-0.14298344,-0.03562641,0.28661388,-0.12658611
8,6.340965,-10.54604,-0.58039606,0.12697469,-0.7010677,-1.779516,-1.8509171,6.2703304,28.85157,1.6679626,0.5783546,2.6888976,1.8341336,-2.0488415,-1.6999903,-0.7030318,-3.332678,1.8477569,1.6900396,-0.6481043,1.0859485,-0.03167896,-0.093057424,0.8956586,0.0011320284,-0.7635162,-1.0334504,0.23450714,0.16553015,-2.1973066,0.82309127,0.15450156,0.061737105,-0.556947,-1.0184177,0.08721362,-0.31782478,-2.1367888,-0.44055015,-0.36276305,0.13507484,0.20400827,-0.005167366,0.6098834,-0.32171446,-0.4547212,0.37944087,0.31190363,-0.3991006,-0.5284302,0.24093929,1.1525712,0.21706364,0.1322809,0.21719304,0.5738542,-0.37326622,1.0402975,0.54363394,-0.4460219,0.55087256,-0.3112405,-0.14003375,0.09419519,0.18679717,-0.116702445,-0.04958007,0.11124544,-0.0028971639,0.4199123,0.35955396,0.3533036,0.16411346,-0.4014125,0.02783931,-0.19491164,-0.0035481704,0.023078376,0.07979125,-0.665696,0.10102597,0.43539172,0.28777635,0.017110506,0.088111885,0.101219185,0.3019224
9,-7.802701,-2.921681,5.547497,1.125457,5.7455106,-1.5213711,-1.8231661,0.22297099,1.6679626,25.729713,1.5103816,1.998338,-3.352488,-0.26127678,3.2662587,-1.305079,-0.6719486,0.21601401,-3.7007473,1.8262486,1.8145918,0.15905595,2.6210074,0.5427686,-0.51987284,0.626966,0.9644942,0.14383852,-0.7673507,-0.029879127,-1.8740485,0.5226257,0.31502327,-1.2681093,0.4853287,-0.6922283,-0.36350614,0.40596378,1.0092912,0.57804704,-0.24488947,-0.17419627,-0.5446947,0.47526783,0.17608699,0.6630261,1.3361783,-0.17359984,-0.9470153,0.29976186,-0.29363483,0.3565594,-0.64048815,-0.57103586,-0.15120989,0.8232278,-0.099416405,-0.9194114,-0.19018875,-0.23926012,-0.37457538,0.0863166,-0.17075005,-0.27352443,0.23410565,-0.22805142,0.22403497,0.27936536,-0.059753556,0.054949656,-0.09579027,0.5736028,-0.0015107428,0.008391958,-0.2462792,-0.12377103,-0.5878772,0.20329219,-0.077729814,-0.07157836,0.1393586,0.15590443,-0.38213843,0.13583618,-0.43228877,-0.18583222,-0.06648184
