,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,176.81253,-22.327442,64.09412,16.999939,0.27362895,-27.845955,-8.19164,-18.317486,-3.2875147,8.832783,14.494854,-13.691454,-16.884773,11.964115,7.58955,18.85602,3.326738,-7.5207767,9.57559,0.30842835,2.05301,-2.0758476,2.7930071,3.354999,7.742936,-3.91994,1.3941321,3.6559584,-4.8811207,-4.3770413,-4.7375174,1.4942799,3.081824,-0.0821484,-1.731266,-1.7486674,-1.7722237,-0.5404962,-1.5066608,1.0853252e-07
1,-22.327442,300.1295,9.758778,8.587699,-9.074345,3.861274,-5.2489443,-15.200893,-8.46025,1.2001275,0.3304642,-1.1477361,-1.7721725,-1.5456299,-2.7084384,1.2358208,3.7057872,0.7530558,1.3820729,-0.93334913,-2.7479239,2.7757397,0.31937975,0.4879135,-4.168664,0.795625,-2.5478036,0.72146046,1.5317745,0.3944111,-0.52865636,-0.024956897,0.13985538,-2.0748255,1.1598419,1.0857413,-0.32200637,-0.15073824,0.07545059,-6.763818e-08
2,64.09412,9.758778,83.518845,1.7071698,-1.7555476,-4.7822523,12.632034,-6.5772057,22.91158,-7.016054,-2.6293077,-2.8898067,-12.422666,6.652573,1.9177564,-6.322523,6.4951735,3.887413,1.8809216,2.7642326,0.4131085,4.202011,-0.7333098,-1.8465474,0.3199519,2.7106771,1.1313188,1.5113301,1.3305055,-0.18895957,0.29661304,-0.6556323,0.8742004,0.94321173,1.8892987,-1.5100094,1.5458292,-0.74389374,0.3966881,-4.3169337e-08
3,16.999939,8.587699,1.7071698,71.77843,-21.644768,-4.19016,13.421564,10.272226,-7.0093565,9.524032,8.85848,3.9053435,-9.273293,-9.840342,5.037648,-3.4834814,0.25779957,-0.21166556,-2.4652472,0.7344452,6.228302,-4.8314047,3.8026915,2.430313,4.7655725,-0.41381675,0.9207583,-1.3243479,-2.2208438,0.49127805,3.8365893,-1.7505106,-2.7707853,0.27660528,-2.0755577,0.89910895,1.1092591,1.2755086,0.7428792,-9.838163e-08
4,0.27362895,-9.074345,-1.7555476,-21.644768,43.6184,-8.827625,9.333803,-10.662488,-10.161406,9.319336,-2.8144748,6.5723796,-3.393115,5.2888947,-0.86307156,-0.80946887,4.6612616,1.5777261,-5.9331856,-4.6423826,-0.57385147,1.7462549,2.2815928,-4.270071,-1.0907315,1.6166427,-0.52074504,0.28226057,1.5303261,0.8022022,-2.096415,-1.8948314,2.0118136,-2.147577,-0.6713416,2.6823187,0.27088988,-1.7950557,-0.45279872,-9.238543e-09
5,-27.845955,3.861274,-4.7822523,-4.19016,-8.827625,15.183293,7.265648,3.6018567,5.4000874,-6.3289423,-2.4748797,-1.538354,8.707141,0.5689185,4.042947,-1.919919,0.6446919,0.5898287,-2.3619523,-0.12969686,-1.3826755,1.3005171,2.9449482,3.5528512,-4.028543,0.050139084,0.32871646,2.261235,-2.5146246,-1.0612439,1.501663,0.9755691,-0.33403376,1.0966313,1.630306,-0.5760412,0.02206305,0.19396242,0.52867275,-1.7516918e-08
6,-8.19164,-5.2489443,12.632034,13.421564,9.333803,7.265648,45.41053,-5.380047,-1.2847246,2.3147292,11.462572,3.3399835,6.2058473,0.63716686,1.6475474,-1.0149128,0.87561023,3.4964209,-4.460956,-3.5355158,0.47855932,2.3605897,-2.956666,-0.5848061,-3.8468742,-0.8289503,1.6637226,1.2015495,0.07344319,-0.09984578,3.9344497,-1.5028715,0.8459351,0.6876899,1.6599452,-1.7478004,-0.061420612,0.34608865,0.5325607,-8.80855e-10
7,-18.317486,-15.200893,-6.5772057,10.272226,-10.662488,3.6018567,-5.380047,31.800724,-2.0354967,-4.769207,-1.3357713,-2.1264231,-8.052416,-2.5008364,-7.0416765,2.8148408,8.531234,5.0049024,-0.8014109,0.02448649,-1.2079046,-0.36141163,1.3479302,0.226297,-4.17137,1.818498,0.67906845,1.0782304,-0.40365255,0.1048732,2.1338928,-0.6944046,1.0192735,-2.1647666,1.1643076,-0.7810154,-0.052386835,0.12902188,-0.69067895,-3.9754564e-08
8,-3.2875147,-8.46025,22.91158,-7.0093565,-10.161406,5.4000874,-1.2847246,-2.0354967,32.909477,1.1594012,-2.471692,-3.9489834,4.2266192,-3.6206722,-1.8912776,-2.6512852,0.57882565,-3.393937,-1.6129906,4.0903983,0.098725684,-1.1180995,0.60561824,-1.4939892,-4.2935195,-2.3925006,-4.283704,-1.9527142,0.6161183,1.9266326,1.2471981,-1.2109368,-0.33376282,-0.28212273,-0.48807716,1.4649222,0.29592666,-1.0843539,0.53097713,-4.8483377e-09
9,8.832783,1.2001275,-7.016054,9.524032,9.319336,-6.3289423,2.3147292,-4.769207,1.1594012,24.224125,-8.961546,-2.2460093,-0.6719648,-8.096924,2.9255095,5.2491846,2.6292205,-2.2363112,-3.0024137,-0.8769666,1.0789094,-0.6171017,-2.5709844,-1.0849783,1.017354,-3.9324942,-1.42202,-0.5485078,-1.3170761,1.08347,1.1351299,-2.958047,-0.075358994,-0.4693877,0.0048597213,0.45650607,-1.5183654,-0.8102766,-0.20950262,4.5040984e-08
