,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.7224831,4.587348,-2.607151,-0.75281525,0.90620553,0.103581026,-0.2494348,0.43354973,-0.045067742,-0.30914128,-0.014443859,-0.13414994,0.37885356,-0.07914843,-0.31786302,0.27262455,0.11533819,0.15635765,-0.14978795,0.15191016,0.0072766296,-0.064911336,0.120822355,0.045896932,0.061447382,-0.0366565,-0.13368346,-0.09560643,-0.034264915,0.006463089,-0.10252308,0.097988695,0.038594577,-0.03937751,0.013735268,0.09002136,0.053202502,0.061598867,-0.018829707,-0.025111355,0.0073135747,0.004698269,-0.0060568447,0.00059125765,0.009852232,-0.013228021,9.7667305e-09,2.2220814e-08
1,4.587348,74.30576,2.4121985,-4.4367275,8.4828205,1.5995667,2.2615051,-0.076929,3.059085,1.7188072,-2.0425143,-0.20574935,1.1285564,0.17513539,-0.92019594,0.92667425,0.6043717,-1.0719717,0.7493452,-0.2032381,0.18745318,0.4087531,0.10021624,0.58480835,0.168588,-0.5717401,-0.16355743,-0.112446174,-0.70164704,0.27148998,-0.15680614,0.37776238,-0.050737873,-0.20916718,0.24606997,0.1779832,-0.04808163,0.013620324,0.029792909,-0.21228348,0.026034165,0.16150202,0.08737256,-0.06317516,0.16205353,-0.04850787,2.282826e-07,8.8041546e-08
2,-2.607151,2.4121985,33.002415,-3.7930067,1.7095952,3.276877,1.16307,-2.3679886,0.45539188,0.4725093,-0.12214169,0.3945675,-0.24144596,1.3675215,0.40449864,-1.5465429,-1.2572486,0.031406805,0.20594549,-0.757167,-0.41075867,-0.57002753,0.09202425,-0.15838595,-0.5023571,0.45427102,0.88531935,0.07512388,0.52992207,-0.17618898,0.78408694,-0.87753177,-0.08819941,0.3014511,-0.32734954,-0.37408644,0.12961668,-0.3110413,0.15462145,0.13945818,0.22207439,0.076792374,0.14705849,-0.06292688,-0.00799787,0.07858017,4.137435e-08,-2.603973e-07
3,-0.75281525,-4.4367275,-3.7930067,10.378542,-1.8545222,0.88919,1.2961867,1.4412507,0.34667066,1.5569701,0.73125815,-1.6337235,0.36162955,1.89146,1.6078109,0.92996204,-0.15152436,-1.2483518,0.5387595,-0.58694845,0.21894908,0.30021054,-0.80992126,0.07368082,0.26062992,-0.18657094,0.2565801,-0.29141152,-0.21113992,0.029877223,0.22912763,-0.22511825,-0.54614204,-0.02700147,0.22628483,0.15288898,-0.40247536,-0.11061837,-0.014899949,-0.1744874,-0.14382972,0.05451271,-0.07966401,0.029027404,-0.096148655,0.061109506,1.2847859e-08,1.277184e-07
4,0.90620553,8.4828205,1.7095952,-1.8545222,5.1835713,2.7813933,0.25765765,0.87855065,-1.954477,-1.6860192,0.69277394,-1.6005021,-0.46281624,0.3888166,-0.23580499,0.8301843,0.19288121,0.48006415,-0.15413061,0.2926855,-0.6574632,-0.49131823,-0.15073213,-0.24686539,-0.3606652,0.24677642,-0.1804983,0.040881425,0.10053178,0.070456,-0.04855469,0.19130886,0.08358974,0.019427963,-3.537527e-05,-0.058644414,-0.032558523,0.12844989,-0.021752086,-0.005917024,-0.04800608,0.0041176965,-0.0053045135,-0.046099648,0.059745062,-0.011456437,2.9017759e-08,-3.85227e-08
5,0.103581026,1.5995667,3.276877,0.88919,2.7813933,5.855242,-2.2815604,-0.78683496,-0.80051184,-1.6363854,0.8478756,-1.5509796,-0.34701908,0.4812891,1.0211726,-0.27583164,-0.73338664,-0.14914036,-0.586256,0.2753774,0.29362342,-0.14097235,-0.49159083,-0.14068362,0.015332158,-0.13483995,-0.05165395,-0.18935852,0.23067932,0.2874617,-0.26740944,-0.046370298,-0.17238013,-0.014232904,0.02073135,0.04502799,-0.0046894583,0.17883204,0.13792652,-0.2057134,0.0308134,0.0613975,-0.06686029,0.01815093,0.041280277,0.030513445,7.9856676e-08,-6.5854124e-08
6,-0.2494348,2.2615051,1.16307,1.2961867,0.25765765,-2.2815604,8.017508,0.08316763,-1.5569177,1.3557267,1.524574,-0.18013573,0.12380044,0.014942598,0.43074578,-0.44641957,0.16369578,0.2454546,0.8635758,-0.045573838,-0.21871191,-0.07990816,-0.5827179,-0.19466127,0.28559387,0.03175565,-0.41062674,-0.025353562,-0.28212994,-0.022615755,0.5100776,0.13297015,0.3899458,0.14180437,-0.250359,0.17915206,-0.14767872,-0.024201464,-0.0921385,0.14105503,0.090682864,0.13112488,0.024791213,-0.04667071,-0.02717093,0.022549544,-1.1475723e-08,3.90423e-08
7,0.43354973,-0.076929,-2.3679886,1.4412507,0.87855065,-0.78683496,0.08316763,7.1574407,0.03566748,0.5601146,-1.6131725,-0.8073435,-0.9510845,-0.040679403,-0.44425866,0.5147972,0.53706264,0.25081939,-0.03942483,-0.09854843,-0.86450243,-0.39417404,-0.35993034,0.27883387,-0.05121132,0.115064904,-0.043240603,-0.3686051,0.3646152,-0.17830513,0.26084936,-0.25320095,-0.26992023,-0.26292562,-0.20005187,0.195629,0.18262601,0.13526338,0.080265045,0.005609641,0.10098982,0.07463757,-0.04913082,-0.061715595,-0.009721449,-0.0210553,6.769523e-08,2.5761612e-08
8,-0.045067742,3.059085,0.45539188,0.34667066,-1.954477,-0.80051184,-1.5569177,0.03566748,3.0194643,0.073997915,-1.135053,1.3312166,0.19709161,0.12250759,0.33102715,-0.12355793,-0.1569554,-0.017204478,0.7542214,0.4080577,0.4783324,0.0006047954,0.16524816,0.34082192,0.14539006,-0.1060943,0.03200881,0.11189048,-0.07933286,-0.12269994,0.03525604,-0.16871955,-0.30203864,-0.08056762,-0.025018727,0.036313847,0.07564245,-0.10748388,0.080723986,-0.1867006,0.058005944,-0.049784586,-0.021126565,0.0065613165,-0.06600508,0.013662929,2.7246767e-08,7.411168e-08
9,-0.30914128,1.7188072,0.4725093,1.5569701,-1.6860192,-1.6363854,1.3557267,0.5601146,0.073997915,4.2092013,-0.32692635,0.16900899,0.44137955,0.35111558,0.33923078,-0.2887289,0.5173664,-0.3884747,-0.6342145,-0.8672153,-0.042130303,0.088336125,0.050616153,0.5706443,0.08147474,0.014085605,0.08381925,0.19353867,0.25820208,0.24395612,-0.092250936,0.08318882,0.06756289,0.020636365,-0.093490265,-0.12671173,-0.05157879,-0.11691354,0.04068478,0.007063801,0.06214835,0.07625634,-0.13579732,0.007885881,0.025431756,0.075932875,5.2889746e-08,-2.9286735e-08
