,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,235.09465,-68.33108,-15.579309,13.547062,12.820499,20.488356,-6.903783,-12.477721,-3.6555943,-20.90052,-0.96841824,-12.537401,9.479639,-10.645769,0.29314756,8.258898,-1.6071204,-6.832108,-0.7004434,-2.632351,1.74613,1.864557,-1.5327632,1.8475108,-3.2236013,-0.05717501,-0.05263905,-1.5518405
1,-68.33108,143.29733,2.2311537,9.700676,20.71928,13.381756,12.847731,-13.345896,-6.3092546,-16.723782,3.7734544,3.9947865,9.481119,-3.7717738,-4.6618633,-1.2425038,-5.89351,-1.8229946,2.327341,-1.345609,0.6422535,-1.5468897,-1.2094235,2.4174452,-2.294661,-1.7270012,0.4505098,0.31418312
2,-15.579309,2.2311537,87.79899,-4.178061,9.026203,28.068748,-14.80778,7.854202,8.921039,0.63415843,-5.003656,-11.197418,7.5457783,-0.6034932,2.533629,-7.3609447,-2.1421695,-1.0026529,-0.4518567,-0.857178,-3.1051025,-1.2229061,0.42339492,-4.870126,2.882989,1.9501387,1.1755806,-0.26781362
3,13.547062,9.700676,-4.178061,36.449436,-17.593903,5.662711,14.048628,-17.129631,5.3148556,-8.80383,2.3723903,-7.778532,-1.686122,9.4968605,0.5532751,-0.6101426,-2.2243557,-2.3417845,-3.2701225,5.4280977,-0.4075767,-0.312853,0.493582,0.2988388,0.5246925,1.8688754,0.58830786,0.011479197
4,12.820499,20.71928,9.026203,-17.593903,49.420708,12.045128,0.9652345,14.348015,-10.302567,-0.04134521,2.5200214,0.7085222,4.894663,-2.1549287,-3.765571,10.181986,4.079981,-1.040084,-0.006206344,-1.9212725,-0.5375091,-0.072901815,-1.8688011,1.6437279,1.0755234,3.3434744,1.397628,1.0041465
5,20.488356,13.381756,28.068748,5.662711,12.045128,53.704983,-10.631779,-19.94685,1.6562912,3.3338912,-1.6022525,4.741544,-3.3533692,1.0951691,3.2820969,4.602977,1.761615,2.4331493,1.9534668,1.9114544,-0.9373876,0.27609217,-1.3923976,1.557868,0.32374293,0.66462433,-0.44567537,-0.7404431
6,-6.903783,12.847731,-14.80778,14.048628,0.9652345,-10.631779,41.923317,-2.8981595,0.4794412,-0.4037325,-6.6430073,-5.052863,2.0927114,-0.21194273,8.227732,2.037084,2.7322817,-0.25014877,-1.4325155,-2.649683,-3.7537525,-0.33769548,-1.5728606,1.446161,1.2940887,2.723458,1.6078959,-0.9901696
7,-12.477721,-13.345896,7.854202,-17.129631,14.348015,-19.94685,-2.8981595,28.027426,-0.024496857,1.8962965,-1.5066998,-3.069489,6.389401,2.6224878,-2.9770885,2.6750515,-0.060813744,0.2466087,-1.3036516,-0.82003427,-0.17072156,-2.0881062,-1.8736393,-0.8106181,0.044823453,0.45060956,-0.64172786,0.10996413
8,-3.6555943,-6.3092546,8.921039,5.3148556,-10.302567,1.6562912,0.4794412,-0.024496857,24.244034,-0.81788516,-7.023331,-2.540709,0.72685874,3.2938676,-4.254614,1.4614538,-0.36778545,2.2706323,0.9913597,-3.0418458,-2.03625,-0.47519174,-0.53684294,1.3356323,-1.5712123,-0.9657999,0.0046651894,0.68240577
9,-20.90052,-16.723782,0.63415843,-8.80383,-0.04134521,3.3338912,-0.4037325,1.8962965,-0.81788516,17.639982,-1.7904117,0.9737606,-6.6958957,-0.56946266,4.4923697,1.8323548,1.2154123,-1.340157,3.2354503,0.82695395,-0.2029861,-2.1029816,0.2552526,1.144596,-0.2796771,0.6773286,0.32614142,0.64310056
10,-0.96841824,3.7734544,-5.003656,2.3723903,2.5200214,-1.6022525,-6.6430073,-1.5066998,-7.023331,-1.7904117,16.016016,-6.140667,-3.779057,0.9479654,-3.6330361,-0.1700257,1.2094305,0.30261326,0.7993015,0.8207918,-0.6567602,0.2514696,0.41413105,-0.25073758,1.8881524,-0.55696946,-1.7605445,-0.59852177
11,-12.537401,3.9947865,-11.197418,-7.778532,0.7085222,4.741544,-5.052863,-3.069489,-2.540709,0.9737606,-6.140667,15.95863,-1.6618747,0.22856063,-0.8284493,1.6869688,-0.22486041,0.90910053,-0.35067034,0.040286504,-0.7063856,2.5165226,0.56632906,-1.0378681,-1.8568056,0.18983,-0.35485804,-0.2996554
12,9.479639,9.481119,7.5457783,-1.686122,4.894663,-3.3533692,2.0927114,6.389401,0.72685874,-6.6958957,-3.779057,-1.6618747,8.488317,-1.1707809,1.0829849,-0.4589048,-1.3171376,1.4857807,-1.4757876,0.028964635,0.23155233,0.009919554,-1.4688674,-1.1458449,-0.7559132,-0.7980227,-0.15838176,0.23683259
13,-10.645769,-3.7717738,-0.6034932,9.4968605,-2.1549287,1.0951691,-0.21194273,2.6224878,3.2938676,-0.56946266,0.9479654,0.22856063,-1.1707809,10.502548,-2.155957,3.4756155,-0.5792501,0.33919466,-1.6600399,3.880817,0.9955824,-0.71973467,-1.6242831,-0.6021734,-0.18715945,1.4518119,-0.41764313,-0.3327865
14,0.29314756,-4.6618633,2.533629,0.5532751,-3.765571,3.2820969,8.227732,-2.9770885,-4.254614,4.4923697,-3.6330361,-0.8284493,1.0829849,-2.155957,8.756485,-2.2449055,0.5371533,1.697572,0.41016597,0.9867729,1.1103203,-0.42955798,-1.2304028,-0.43102252,0.31793293,0.35749143,-0.41393334,-0.1951634
15,8.258898,-1.2425038,-7.3609447,-0.6101426,10.181986,4.602977,2.037084,2.6750515,1.4614538,1.8323548,-0.1700257,1.6869688,-0.4589048,3.4756155,-2.2449055,7.733299,1.500964,-0.00034874305,-0.0047022216,0.9943154,-1.9391375,-0.505712,-1.2894065,0.7054436,-0.7182431,-0.31940478,0.9123831,-0.16089107
16,-1.6071204,-5.89351,-2.1421695,-2.2243557,4.079981,1.761615,2.7322817,-0.060813744,-0.36778545,1.2154123,1.2094305,-0.22486041,-1.3171376,-0.5792501,0.5371533,1.500964,4.2178025,3.5341015,-1.0041039,-0.5202404,-0.39351588,1.6791496,-0.4423063,0.46908975,1.4487306,-0.2463417,0.845623,0.14926064
17,-6.832108,-1.8229946,-1.0026529,-2.3417845,-1.040084,2.4331493,-0.25014877,0.2466087,2.2706323,-1.340157,0.30261326,0.90910053,1.4857807,0.33919466,1.697572,-0.00034874305,3.5341015,7.2118464,-1.2873755,0.24916005,0.5272213,1.5187087,-1.6674981,0.3257898,0.9866276,-1.6399026,-0.9487072,0.16672128
18,-0.7004434,2.327341,-0.4518567,-3.2701225,-0.006206344,1.9534668,-1.4325155,-1.3036516,0.9913597,3.2354503,0.7993015,-0.35067034,-1.4757876,-1.6600399,0.41016597,-0.0047022216,-1.0041039,-1.2873755,3.1077907,-1.9414117,1.0148423,-0.89664376,-0.6801388,0.26636255,-0.94916904,-0.1469489,-0.47956276,-0.5404918
19,-2.632351,-1.345609,-0.857178,5.4280977,-1.9212725,1.9114544,-2.649683,-0.82003427,-3.0418458,0.82695395,0.8207918,0.040286504,0.028964635,3.880817,0.9867729,0.9943154,-0.5202404,0.24916005,-1.9414117,5.3163314,0.762019,-0.8811432,0.34465078,-0.27064887,0.25934863,-0.32255596,0.39682907,1.1460893
20,1.74613,0.6422535,-3.1051025,-0.4075767,-0.5375091,-0.9373876,-3.7537525,-0.17072156,-2.03625,-0.2029861,-0.6567602,-0.7063856,0.23155233,0.9955824,1.1103203,-1.9391375,-0.39351588,0.5272213,1.0148423,0.762019,7.9077973,-0.73332477,-1.7869818,0.5997237,-0.24624851,0.2803785,0.7389407,0.52307606
21,1.864557,-1.5468897,-1.2229061,-0.312853,-0.072901815,0.27609217,-0.33769548,-2.0881062,-0.47519174,-2.1029816,0.2514696,2.5165226,0.009919554,-0.71973467,-0.42955798,-0.505712,1.6791496,1.5187087,-0.89664376,-0.8811432,-0.73332477,3.7624788,-0.008734065,-1.9294077,-0.39038706,0.51624334,0.37497985,-0.24623182
22,-1.5327632,-1.2094235,0.42339492,0.493582,-1.8688011,-1.3923976,-1.5728606,-1.8736393,-0.53684294,0.2552526,0.41413105,0.56632906,-1.4688674,-1.6242831,-1.2304028,-1.2894065,-0.4423063,-1.6674981,-0.6801388,0.34465078,-1.7869818,-0.008734065,2.384961,0.32616282,0.5440058,0.13468912,0.31154233,0.78459287
23,1.8475108,2.4174452,-4.870126,0.2988388,1.6437279,1.557868,1.446161,-0.8106181,1.3356323,1.144596,-0.25073758,-1.0378681,-1.1458449,-0.6021734,-0.43102252,0.7054436,0.46908975,0.3257898,0.26636255,-0.27064887,0.5997237,-1.9294077,0.32616282,3.206211,0.6134106,-0.25018653,-0.50898314,0.6272566
24,-3.2236013,-2.294661,2.882989,0.5246925,1.0755234,0.32374293,1.2940887,0.044823453,-1.5712123,-0.2796771,1.8881524,-1.8568056,-0.7559132,-0.18715945,0.31793293,-0.7182431,1.4487306,0.9866276,-0.94916904,0.25934863,-0.24624851,-0.39038706,0.5440058,0.6134106,1.8401936,0.014304406,0.19306788,0.12227586
25,-0.05717501,-1.7270012,1.9501387,1.8688754,3.3434744,0.66462433,2.723458,0.45060956,-0.9657999,0.6773286,-0.55696946,0.18983,-0.7980227,1.4518119,0.35749143,-0.31940478,-0.2463417,-1.6399026,-0.1469489,-0.32255596,0.2803785,0.51624334,0.13468912,-0.25018653,0.014304406,2.8367577,-0.46440554,0.10681801
26,-0.05263905,0.4505098,1.1755806,0.58830786,1.397628,-0.44567537,1.6078959,-0.64172786,0.0046651894,0.32614142,-1.7605445,-0.35485804,-0.15838176,-0.41764313,-0.41393334,0.9123831,0.845623,-0.9487072,-0.47956276,0.39682907,0.7389407,0.37497985,0.31154233,-0.50898314,0.19306788,-0.46440554,2.7504897,0.36360323
27,-1.5518405,0.31418312,-0.26781362,0.011479197,1.0041465,-0.7404431,-0.9901696,0.10996413,0.68240577,0.64310056,-0.59852177,-0.2996554,0.23683259,-0.3327865,-0.1951634,-0.16089107,0.14926064,0.16672128,-0.5404918,1.1460893,0.52307606,-0.24623182,0.78459287,0.6272566,0.12227586,0.10681801,0.36360323,1.3533678
