,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,39.335938,-9.730921,-24.388718,-4.0449543,-9.639385,-12.696814,11.857407,-0.87987375,2.91247,-4.6866283,-5.9250617,0.5951102,4.0093966,1.0303664,1.2366235,-3.7388349,0.84898424,1.3552483,1.9914091,0.89326274,1.0000443,-0.13013098,-2.0515184,-1.8454202,-1.6693597,-1.9571261,-0.31141335,-0.89267206,1.3315281,-0.9894096,1.294285,-1.3705254,-1.2170155,0.67404675,-0.9763222,0.798926,1.6423817,0.8945576,-1.0404108,0.10185046,-0.24096268,-0.88778615,0.8514949,0.21447444,-0.037760407,0.36718655,-0.53507036,0.4425033,-0.68975455,0.17363194,0.31163463,-0.29702473,0.05278075,-0.6883564,0.24352461,-0.44929484,-0.1824445,-0.73720133,0.4137727,-0.2882226,0.4122492,0.08511364,0.26850098,0.09475236,-0.06723794
1,-9.730921,89.19604,9.276306,18.884014,-14.478493,-6.8934193,2.467547,-5.419608,-10.488661,0.52522707,3.825039,2.7427316,-1.8350403,9.428862,-5.148286,-3.1196322,-2.0413568,-3.2978277,3.3259852,0.3335026,2.026565,4.428438,4.0153656,0.4860171,-0.91221935,-0.56094,4.327166,1.6019611,-1.0571358,2.7797823,-0.12333031,-1.4375498,0.57392025,-0.0820997,1.0752195,0.62055767,0.9423131,-0.53911245,-0.6608044,0.8120653,0.24722749,0.15772803,-1.1813504,-0.8010936,-0.61403227,-0.18741485,-0.04601638,-0.13291539,0.8188452,0.11515418,0.21313457,0.016020667,-1.047193,-0.06502083,-0.16265434,-0.16032752,0.34540826,0.2642433,0.11261591,-0.24541444,-0.046161473,0.1229339,-0.2734327,0.1502954,-0.2768448
2,-24.388718,9.276306,98.70908,-3.871615,0.5981604,-1.8360887,1.7253827,0.4125636,1.690747,-2.8513472,-1.3482668,-1.6034818,-1.8520718,-4.365806,2.3338685,-4.431449,-0.92411447,0.74461865,0.24492356,-0.50802094,-1.304416,-2.583616,-0.1602256,0.07315628,0.77937007,0.66577864,-0.28950983,-0.9641658,-0.1358982,-0.5783702,-0.18839054,-0.84018505,-0.49589664,-0.3107165,-0.5055125,0.017886546,-0.048428416,0.3405253,-0.3149623,0.26937628,0.7011302,-0.24994394,-0.21380001,-0.27260906,-0.05881249,0.116303116,0.3037088,-0.5762334,-0.00047796837,0.046455357,-0.18533613,-0.11719836,0.13893068,0.014195893,-0.2923525,0.19191808,0.23548526,0.25502414,-0.2837965,0.001104745,0.14806464,-0.11617054,-0.10853847,0.3181765,-0.04442957
3,-4.0449543,18.884014,-3.871615,70.66215,-1.9739885,0.4913745,-0.91387117,2.7682142,2.7804322,0.59264016,-2.5389,2.124322,-1.8981285,-1.3730929,1.6936615,0.5409764,-0.90552473,0.81655777,-0.8047758,0.40409702,1.2456218,-2.7163272,-0.7352288,-1.1579103,2.870306,-0.5727534,-1.1081996,0.59660393,0.32584363,-0.30797943,0.7739725,0.069068395,0.2831969,0.95076895,-0.4113768,-0.9276085,0.0494126,0.32620782,0.8302984,-0.33773965,-0.048333883,-0.32048243,-0.43462965,-0.44847238,0.5288497,0.25566474,0.0875544,0.005193904,-0.6739123,-0.13001159,0.0533313,0.08233045,0.101048924,0.0056723384,0.2154677,-0.045832455,-0.23713398,-0.10627494,-0.068805724,0.19035895,-0.4342754,-0.18661791,-0.49600124,0.07953967,-0.2072083
4,-9.639385,-14.478493,0.5981604,-1.9739885,47.23579,-0.006298476,-0.17160194,-0.5575669,-4.2997556,0.49323767,-0.73479307,4.1023016,-1.4900017,0.11065973,-3.5115461,-0.23079982,-2.8109431,0.78929234,-0.16975439,1.0982379,2.1938634,0.5710415,-0.7727072,0.8799584,1.4618006,-1.096767,-0.07072154,-0.5088961,0.14752847,0.15230677,0.37689734,-0.28719145,0.24726304,-0.021768786,0.12788403,-0.41190988,0.019149568,-0.7031761,0.24339908,-0.51052105,0.8310094,-0.6325652,-1.1360767,-0.38616085,0.5339121,-0.043585062,0.1311999,0.030090883,-0.42481458,0.07128761,0.32164466,0.359384,-0.2742747,0.08608617,0.14970878,-0.14875335,0.054068685,0.3219527,-0.17302099,0.115925655,-0.13971636,-0.4081968,-0.3960269,-0.20185485,-0.01877543
5,-12.696814,-6.8934193,-1.8360887,0.4913745,-0.006298476,49.921673,0.9508041,1.1128037,0.50343126,0.36083317,-0.57607615,-0.72745734,0.44126144,1.7341077,-0.04848744,-1.5689003,0.46824518,-1.3538744,0.4791381,0.10314518,-0.021323973,0.026780881,0.8330418,-0.32727662,-0.13749005,-0.11898115,0.8205911,0.66097605,0.32005858,0.3872298,0.53034866,-0.3500951,-0.27531913,0.11772424,-0.16657743,-0.065536246,-0.16524848,0.13523512,-0.21121037,0.38377005,-0.06716868,-0.047690343,0.12049243,-0.06749695,-0.09040044,0.10588853,0.13345754,0.13214925,0.08989297,0.2727909,-0.02332315,-0.17132327,-0.005361894,0.047800854,-0.057908513,-0.048342988,0.08819206,0.0022865362,0.098868996,0.042796355,-0.24763322,-0.073809326,-0.11421226,-0.008832529,-0.012892642
6,11.857407,2.467547,1.7253827,-0.91387117,-0.17160194,0.9508041,39.98862,2.0927494,-1.9008663,0.32259995,-1.4861755,-0.88173705,-1.603359,0.21625927,-2.4761364,-0.10114899,-0.6872914,-0.8216406,0.109965146,0.22539574,-0.7478564,-0.6165644,-0.08419514,2.016296,0.0854764,-0.56683254,-1.7634014,0.03566181,-0.6473156,0.0073345257,0.6286632,-0.02559993,-0.0013356432,0.1792958,0.39289677,0.495241,0.052856565,0.26047122,0.028143588,-0.36103696,-0.044384994,0.1929831,-0.028699294,0.08202089,-0.071773246,-0.13618088,0.15097703,-0.059982006,-0.1024645,0.18151616,0.18313393,-0.16707242,-0.069476604,-0.17685677,0.23160583,-0.22317824,-0.12878259,0.075013414,-0.031705413,0.0878863,-0.4409935,-0.30292466,0.37366593,0.0014520871,0.10138625
7,-0.87987375,-5.419608,0.4125636,2.7682142,-0.5575669,1.1128037,2.0927494,29.353731,-1.2179391,0.14274627,1.2210279,1.1913116,0.09511584,-0.585299,0.7408253,1.1629796,-0.05020551,1.7032385,0.4992653,-0.28506374,0.4563108,0.4045146,0.32432616,-0.46882942,-0.47010818,0.74482346,0.22185023,-0.260579,-0.21876433,0.28594553,-0.014512965,-0.002986934,0.30842382,-0.3586238,-0.05063948,0.14168033,0.26670563,-0.22028597,0.122348174,0.25100145,0.012570024,0.14687288,0.07632995,-0.14080504,0.0023260051,-0.1986636,-0.050942022,-0.2863111,0.13441896,-0.18342614,-0.05851026,0.17666003,-0.21943389,-0.13049003,0.10139118,0.19761321,-0.14649034,-0.19045693,-0.10017849,-0.1831907,0.40028855,0.18353343,-0.10273817,0.098243676,0.016978834
8,2.91247,-10.488661,1.690747,2.7804322,-4.2997556,0.50343126,-1.9008663,-1.2179391,26.103907,-0.09722935,0.22338483,-0.36674014,-1.0978184,0.18313393,-2.4306765,0.7238413,-1.4788024,-0.17563602,0.38706887,0.2965623,0.17935003,0.5540663,0.27406582,0.78105366,-0.29913425,-0.13595623,-0.029790498,-0.3548066,-0.45191717,0.1530083,-0.044656157,-0.248216,0.19427212,-0.14464365,0.11080584,0.82519853,0.102757156,-0.39692706,-0.14247686,-0.1001517,0.20168623,0.005376329,-0.13625029,-0.21660295,0.08873321,-0.2497879,0.12354816,-0.2646459,-0.024305347,0.10214541,0.30254602,0.10879841,-0.101361364,-0.14130342,0.17846692,-0.02453675,-0.009239949,-0.05658784,-0.16799593,0.14543623,0.019271595,-0.16148551,0.09944549,-0.00837679,0.073844776
9,-4.6866283,0.52522707,-2.8513472,0.59264016,0.49323767,0.36083317,0.32259995,0.14274627,-0.09722935,24.939577,0.2276755,-0.44343784,0.13702004,-1.0885279,1.1194248,-0.7573263,0.07330231,-0.25155032,-0.07816714,-0.27525884,-0.23553051,0.5693215,-0.46101046,0.7000556,-0.5968801,-0.33884966,0.21720791,-0.6448257,-0.3208043,-0.45539412,-1.1579442,0.015586148,-0.50924313,0.3096707,0.23421629,-0.041175373,0.47401005,0.022126835,-0.28465435,-0.06979021,0.18550669,-0.074604526,-0.23017327,0.2033801,0.008709198,0.11146159,-0.2591088,0.07373379,0.08279702,-0.1512466,0.1481277,0.07645519,0.15098467,0.11291469,-0.23076019,0.1296628,-0.0058909548,0.2612604,-0.15323539,0.15122443,0.14559868,0.054068692,0.10109946,0.19504407,-0.09066163
10,-5.9250617,3.825039,-1.3482668,-2.5389,-0.73479307,-0.57607615,-1.4861755,1.2210279,0.22338483,0.2276755,22.573933,0.33968586,-1.7608831,-0.35313708,0.06669927,-0.88779664,-0.18290925,-1.1002401,0.27123782,0.6879226,-0.25903487,-0.8922087,-0.25752595,0.3721782,0.7807493,-0.16632213,-0.5969343,-0.1774391,0.36528122,-0.29044217,0.80091953,0.18827775,0.24038488,0.18346915,0.17913878,0.14653455,0.046545815,-0.1635201,-0.10974285,-0.3261264,-0.38068205,0.38422763,0.2812109,0.1372123,0.0015432516,0.15003178,-0.023461321,0.16698815,-0.12305987,0.18853357,0.1263116,0.3402983,-0.015538518,-0.015299619,-0.12262538,-0.3845197,-0.06527357,0.2732379,0.22126913,0.08981646,-0.046859503,-0.22444299,0.10736109,-0.08130887,0.14393869
11,0.5951102,2.7427316,-1.6034818,2.124322,4.1023016,-0.72745734,-0.88173705,1.1913116,-0.36674014,-0.44343784,0.33968586,18.796234,0.22396228,-0.38026083,-0.5179143,0.09764134,0.42207015,-1.3205273,-0.31675714,-0.5206958,-1.0717833,-0.23673686,0.7402084,-0.1010603,-0.97809243,0.22618374,0.37919706,0.29616565,-0.09961401,-0.23384842,-0.33919922,-0.19929014,-0.121087626,0.0014073937,-0.23111194,0.82314485,-0.038952075,0.13483274,-0.2046923,-0.0051925383,-0.21334453,-0.09312434,0.35789657,-0.17510377,0.03224756,0.055758003,0.22744969,-0.07000169,0.09350012,0.15965661,0.11696577,-0.37553436,0.471002,-0.030183915,-0.035773806,0.11697093,0.28998563,-0.14908615,0.008680778,-0.015723543,0.008782368,-0.052700154,0.40114227,0.030293893,0.0062859813
12,4.0093966,-1.8350403,-1.8520718,-1.8981285,-1.4900017,0.44126144,-1.603359,0.09511584,-1.0978184,0.13702004,-1.7608831,0.22396228,17.270966,-1.0088426,0.88325274,-1.34212,-1.3401494,-0.92276204,0.14158282,-0.03281091,-0.44275695,-0.6092303,0.70402247,0.21754687,1.3668594,0.16084029,-0.06999804,0.25133055,-0.98173225,-0.19516021,0.2485769,-0.21799973,0.51269865,0.18333559,0.41933155,0.36165938,0.8200573,-0.03581299,0.0028326486,-0.35308456,-0.0107862875,0.30918753,-0.17004615,-0.40360236,0.18242279,0.083552375,0.11132509,0.01736338,-0.291184,-0.033074945,-0.04405665,0.0760504,0.15447396,-0.032204494,0.056081668,-0.27476332,-0.063713014,0.15223749,0.04136741,-0.15990394,0.13740957,-0.22692013,-0.07709494,0.15012297,0.07613952
13,1.0303664,9.428862,-4.365806,-1.3730929,0.11065973,1.7341077,0.21625927,-0.585299,0.18313393,-1.0885279,-0.35313708,-0.38026083,-1.0088426,16.23718,1.3412087,-0.33176327,-0.5552205,1.1044486,-0.42870092,-0.2884197,-0.31875306,-0.30329102,-0.44621772,0.37076697,-0.038288847,0.45635915,-0.47114378,-0.8296119,-0.48679453,-0.57690537,-0.41901076,0.103008874,-0.17143488,-0.29041624,-0.040862344,0.13275123,0.16599782,-0.2531863,-0.033223324,-0.17486492,0.27528885,0.028866269,-0.020326175,-0.1403735,0.31116807,0.0038329868,0.2207521,-0.18881062,-0.19317658,-0.011700462,0.04061541,0.10191946,0.21482752,0.05713094,-0.068697214,0.17832285,-0.08570689,0.15177205,-0.1957868,-0.07655728,0.30965412,-0.040942565,-0.028558731,0.038252857,0.13226923
14,1.2366235,-5.148286,2.3338685,1.6936615,-3.5115461,-0.04848744,-2.4761364,0.7408253,-2.4306765,1.1194248,0.06669927,-0.5179143,0.88325274,1.3412087,11.87224,0.43874812,-0.97296035,-0.16594401,0.05768863,0.4777344,0.09090969,0.0010890084,-0.50747824,0.6791611,0.029918406,-0.48256436,-0.733803,0.11152242,0.33183193,0.17885719,0.2640066,-0.06753351,-0.04268194,-0.20712437,-0.062723525,0.4754212,-0.46276402,0.031979695,0.13533725,-0.28004736,0.039783962,-0.22791895,-0.10416586,-0.05240707,-0.015398171,-0.033041604,0.14906406,-0.06853891,-0.04373628,0.1878468,0.15143475,-0.05577574,-0.21998519,-0.0837805,0.08945356,-0.069610566,0.27730528,-0.12879121,0.09764382,0.17066325,-0.22447377,-0.13051023,0.24178216,-0.1996888,0.042174406
15,-3.7388349,-3.1196322,-4.431449,0.5409764,-0.23079982,-1.5689003,-0.10114899,1.1629796,0.7238413,-0.7573263,-0.88779664,0.09764134,-1.34212,-0.33176327,0.43874812,11.972261,-0.27814576,-1.0523636,0.50078756,0.035290305,-0.7374728,-0.23674694,0.036428206,0.3827507,0.7063743,-0.078930125,0.22064544,0.08993792,-0.32301342,-0.1068512,0.05915873,-0.3586684,-0.23015383,-0.07313088,0.33108264,-0.18511371,-0.08198682,0.16123773,-0.32743114,0.013580548,0.15017015,0.3140087,-0.085402355,-0.016039612,-0.24746989,0.1963996,0.14884587,-0.01012719,0.036983162,0.116511166,-0.14923216,0.05377694,-0.18887413,0.14393117,-0.32700342,-0.09729725,0.11122559,0.39514998,0.06964495,-2.9736388e-05,-0.021642309,-0.03210009,-0.07207391,0.025908213,0.07661781
16,0.84898424,-2.0413568,-0.92411447,-0.90552473,-2.8109431,0.46824518,-0.6872914,-0.05020551,-1.4788024,0.07330231,-0.18290925,0.42207015,-1.3401494,-0.5552205,-0.97296035,-0.27814576,12.027302,0.14087695,0.07385446,0.08053568,0.009482249,0.03401389,-0.2094757,0.039186224,0.7192632,0.07118323,-0.260494,-0.20223702,-0.2221545,-0.10622799,-0.32966185,0.031949263,-0.007515809,-0.06805938,-0.004225588,0.3685851,0.13028812,-0.11929117,0.034771595,-0.2629884,0.16649869,-0.20694506,-0.23741418,-0.2848357,0.19803989,0.06634347,0.06119796,-0.11800039,-0.2139045,0.0026641134,0.032600846,0.1459631,-0.024271544,-0.023370624,0.06701199,-0.027238114,0.13275383,-0.060698576,-0.04667777,0.0680588,0.028099842,-0.060435813,-0.15773246,0.05905957,0.028252538
