,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,388.48868,-0.9222163,-4.662155,-0.081078745,0.26076624,-0.015570179,-0.881562,-0.38584614,-0.8681192,0.2298269,-0.5252766,-0.34494674,-1.5290422,-0.8489081,0.61770606,0.022851013,-0.32868782,0.43885022,-0.4352312,0.16654453,0.27378666,0.51559323,-0.13852015,-0.091762155,-0.5567068,0.33526742,-0.07916328,0.25681365,-0.36211324,-0.25309658,0.89242315,0.4187559,0.13071558,-0.21029037,-0.45850748,-0.38243514,-0.43145725,-0.3024209,0.36961818,0.2344767,-0.043501627,0.23264536,-0.004344466,-0.5807761,0.18167591,-0.1757001,-0.12731573,0.16240945,-0.023124333,0.3287887,-0.13743258,-0.12191577,0.19423443,-0.048616584,0.15953468,-0.21601598,0.07863034,-0.07613622,-0.2751587,-0.020118523,-0.12217742,0.09035464,-0.08100881,0.015994232,-0.05192641,0.06648487,0.30121207,-0.032067873,0.05990503,-0.21320465,-0.0078857485,0.0032463497,-0.022345629,-0.02864194,0.13732117,0.039525025,0.06565899,-0.03128516,-0.021825347,-0.021003716,0.040339597,0.07788554,0.08797553,0.17342663,0.12974131,-0.13858047,0.19137238,0.009385353,0.0062056594,-0.034022428,-0.07675938,-0.09381261,-0.10202998,-0.06458773,-0.003348582,0.09273283,-0.010968447,-0.11327802,-0.01100686
1,-0.9222163,121.8089,-1.3146982,-3.354543,-1.8533068,0.60194844,-0.5016494,5.535082,3.5065498,0.9556203,0.2600525,0.93658483,-0.6631787,-1.7062688,-5.597949,-2.2405074,-0.39052323,1.232301,-1.0387652,1.3225901,-0.5368446,0.6009846,2.268507,0.42996132,0.254646,-0.3656437,-2.7220364,-1.3129609,-0.56463385,-0.756942,0.57740414,0.3642073,-0.92578936,0.3327154,-0.5987505,0.48385236,0.16574049,-0.8277488,0.6488264,0.026019465,-0.5804552,-0.22863516,-0.6698103,-0.9278717,0.11807768,-0.028963983,-0.12969127,0.17801507,-0.07204029,-0.30606753,0.22568618,-0.22813886,0.5291699,0.24437913,0.49513194,0.33007917,0.32395932,-0.24230786,-0.14071384,0.073640235,0.015079704,-0.41350067,-0.17053926,-0.104385614,-0.31568617,-0.26351565,0.29782087,0.08502233,-0.04953198,0.04979258,0.27922568,0.07919915,-0.14278767,-0.17486763,0.10152109,0.09645506,0.117034346,0.22343239,0.03803062,-0.15238585,-0.00030835188,0.014559353,0.018757675,0.00830678,-0.13951764,-0.23645705,-0.023271853,0.24955633,-0.11445281,-0.049583055,-0.048386898,0.11134294,0.0035837772,-0.07321742,-0.018921161,0.19440489,-0.016517721,-0.01373353,0.000109881985
2,-4.662155,-1.3146982,55.989773,0.23980825,0.3361817,-1.7558107,0.44514552,-0.5536728,-0.876711,0.6964959,0.44369933,-0.22023533,-0.8323009,0.088364735,0.023413641,0.15803826,0.5128659,0.6796515,-1.4256408,-0.36801553,0.7969668,0.7569499,-0.6509259,-0.1602833,0.48133817,0.42019033,-0.69519365,0.91298574,-0.7462984,-0.77307075,1.125808,0.25873291,0.6480466,-0.045119356,-1.060667,-0.5058394,-1.0667586,-0.30924228,0.1729741,0.21282016,-0.08111745,0.6959625,-0.28934556,-0.61216533,0.2573151,-0.19752952,0.05206498,0.3226946,-0.005881401,0.10886651,0.23624194,0.16296768,0.24700573,0.16141658,0.22283518,-0.29356962,0.17057897,0.024126027,0.2839203,0.14519852,-0.2939393,0.35301754,0.17227772,-0.031174775,0.19239691,0.3462997,0.24850258,0.031752534,-0.33195013,-0.25438374,0.15266392,0.0070744297,-0.19143507,-0.13282777,0.2688405,0.20086107,0.11434108,-0.16548705,-0.041605346,-0.38574642,0.12105417,0.07453148,0.010657959,0.20684808,0.3146007,-0.118726134,0.16699496,0.019874938,0.23314601,-0.1588106,-0.22428095,-0.25161046,-0.25070465,-0.029365586,-0.00070715393,0.08065501,-0.11256366,-0.067251556,0.01432209
3,-0.081078745,-3.354543,0.23980825,36.18034,0.02831759,2.6235633,-1.082603,1.7777247,-1.4005159,-0.75426126,-1.0474174,1.7611644,-2.0837088,-0.9389446,-0.9306445,-0.74131095,-0.09422209,0.7154273,0.32506883,-0.2247315,0.65804154,-0.5773437,-0.47589898,1.9055904,0.76276445,-0.5737926,-1.0685618,-0.14350331,-0.68323094,-0.435767,-0.16464987,0.15039638,0.015300065,0.07518198,-0.36480618,-0.8804338,0.30931574,0.2355884,0.24787742,0.20314805,0.020425338,-0.081162035,0.23410635,0.14425147,0.67333376,-0.18206424,-0.3319256,-0.11450405,-0.2972169,-0.25793606,0.26506302,-0.0951814,0.07240227,-0.15710503,0.25910205,0.2902078,-0.20830545,0.18384063,0.18353987,-0.1347736,0.34678456,-0.46119186,-0.37128335,-0.17087923,0.057223532,-0.3026854,-0.17571184,-0.07683663,-0.043327678,0.109690726,-0.13322422,0.017763156,0.024347551,0.26636714,0.11513686,-0.07251455,0.075931266,-0.011432758,0.057932638,-0.017558405,-0.046425488,0.006759754,-0.07220318,-0.05004046,0.024299972,-0.09580081,0.22075798,0.045654066,0.07953271,-0.08178337,0.0098539125,0.09305667,0.0734722,-0.14095432,-0.10294823,0.08293402,-0.08709055,0.27022535,0.05518111
4,0.26076624,-1.8533068,0.3361817,0.02831759,36.6955,0.4464965,0.33100715,0.30228737,0.9425474,-0.75782895,0.1799095,0.7235953,0.055478938,-0.47547597,-0.08546284,-0.08660826,-0.7536087,0.7111651,-0.45627055,0.5434179,0.053032115,-0.11252901,0.35327867,0.18169248,0.040996082,0.26641423,-0.13267678,0.21193922,0.18178922,-0.4649089,-0.2163201,0.54009616,-0.39951023,0.23704614,-0.014412932,0.25397903,-0.029926077,-0.1930095,0.23349267,0.11432762,0.15140092,0.16946235,-0.050186463,0.08190622,0.26489568,-0.327878,0.08859596,-0.098595545,0.11259365,0.20318627,-0.17322621,-0.03272534,0.035158776,0.008725751,0.08002181,-0.06702484,0.024755206,-0.12799829,-0.025482059,0.09670476,0.1650286,0.05325862,0.035283037,-0.03847959,0.074497774,-0.0014283364,0.025685688,0.004994993,0.10415679,-0.06139826,0.017279169,0.13450894,-0.08529422,-0.011611488,0.050753705,0.031373397,-0.0052495934,-0.061448943,-0.06510395,-0.075595476,-0.012357341,-0.043188177,-0.043625347,-0.04850048,0.041978896,-0.09555489,-0.10471915,0.19541338,-0.034339927,-0.13401034,-0.025747737,0.119341925,0.1075875,0.049613655,0.1195533,0.08239561,0.048838742,-0.07345602,0.010006309
5,-0.015570179,0.60194844,-1.7558107,2.6235633,0.4464965,27.36675,0.06141255,-0.7660419,-0.31725323,0.574293,1.1301775,-1.5236514,1.1197395,0.7574266,0.20925146,-1.0247521,-0.44293565,0.019092303,0.12116454,0.74331844,0.046757348,0.3650152,-0.16793582,-0.43742466,-0.19013982,0.100055024,-0.3248788,0.2277678,0.16978186,0.13796636,-0.017800223,0.03850492,0.24902678,0.30854017,0.041295506,0.24936682,-0.08435151,-0.12320398,-0.04312855,-0.053812232,-0.32608885,-0.025075477,0.038351487,0.2522605,-0.27498227,-0.23598267,0.21461415,0.27446324,0.12004122,0.036211275,0.029103126,0.13150418,-0.013935514,0.090666756,0.2792086,-0.27199703,0.014673166,0.18445629,0.2882471,0.08889143,-0.28722465,0.16679037,0.004591027,0.16528243,-0.09383693,0.15193942,-0.05119103,-0.1486921,-0.2779165,-0.079767615,0.24334256,-0.05991265,0.02753666,-0.13260096,0.08675216,0.11289179,-0.031782042,-0.06365502,-0.18034497,-0.17466624,0.09944831,0.046239477,0.023335699,0.07506886,0.013379996,-0.00836141,-0.05540395,-0.025192935,0.12872975,-0.00971326,0.030412199,-0.11443925,-0.13250062,0.0012924012,-0.033178464,-0.18040974,-0.045589328,-0.03034148,-0.10093798
6,-0.881562,-0.5016494,0.44514552,-1.082603,0.33100715,0.06141255,25.279453,0.7337314,-0.5333279,1.3049603,-0.33986565,-0.6372044,-0.1842419,0.38258654,0.48555374,0.84825706,0.54453784,0.5906656,0.52188754,0.18231678,0.28921866,0.31927347,0.36946493,0.6209283,-0.6662636,-0.24635828,-0.53317976,0.10710339,-0.1024518,-0.23810157,-0.14916581,-0.18302637,0.20220214,-0.07893796,0.47203413,-0.39840078,0.09947342,0.26821953,0.45888728,0.023323385,-0.11537923,0.2176114,-0.041993584,-0.18433662,0.2627837,-0.15615313,0.08456497,-0.051148728,-0.11745465,-0.3091755,0.09352526,0.0628476,-0.004933289,-0.066302925,0.564505,0.009116795,-0.040088788,-0.054765154,-0.062443696,-0.07960386,0.026897322,0.075860396,-0.36520582,-0.15600401,-0.12170325,0.114739254,-0.08976455,0.055069536,0.06585871,-0.041408457,0.10101071,-0.13179028,-0.03466431,-0.2152971,-0.06219067,-0.063257396,0.0014748876,0.032728083,0.17093414,0.20951417,0.17654732,0.02865333,0.044653565,0.088416785,0.13502856,-0.17093357,0.1561848,0.10961477,-0.14557973,0.05285856,0.20505092,-0.10718866,0.09724219,-0.117389575,0.07457666,0.0411032,-0.065210834,-0.054485135,0.05711324
7,-0.38584614,5.535082,-0.5536728,1.7777247,0.30228737,-0.7660419,0.7337314,23.414137,0.47790253,-1.3879377,0.66628504,-0.58607864,2.160464,0.43017846,2.0153544,0.2810346,-0.57630175,-0.5345603,-0.05383097,-0.52842,0.713102,0.03570802,-0.9306153,-0.107440725,0.01470773,0.22286317,1.1201358,0.8642721,-0.15563552,0.23031187,0.3696514,0.18047528,0.3148413,-0.25324714,0.0014835927,-0.82163405,-0.2185672,-0.07356986,-0.06894998,0.03245207,-0.074593365,0.1549221,-0.04832094,0.0067719454,-0.08626993,-0.18468031,0.12615089,-0.3307181,0.12803298,0.3575094,-0.16887015,0.18518816,-0.034493826,-0.14418778,-0.12389272,-0.2118145,0.07373984,0.05736267,-0.17399737,-0.104693554,-0.098269284,0.110698156,-0.025420109,0.036052942,0.19135614,0.136069,-0.08833964,0.054663677,-0.08491497,0.049953617,-0.1186975,0.07519309,0.12941073,0.08042054,0.019931281,0.02222327,0.023913799,-0.0145796845,0.16341108,0.02200165,0.13687584,0.08195936,-0.020721857,0.04890009,0.024881806,0.08337681,0.11677411,-0.1834645,0.09937327,-0.049376905,-0.026211299,0.04045193,0.002827483,0.10182987,-0.03034752,-0.029890547,0.08363879,0.07141568,0.05476516
8,-0.8681192,3.5065498,-0.876711,-1.4005159,0.9425474,-0.31725323,-0.5333279,0.47790253,20.327183,-0.3837884,-0.12016067,-0.810546,-0.866387,0.37031165,1.041088,0.14968303,0.025054889,-0.84740925,0.4449457,-0.3426783,-0.053727496,-0.37010735,-0.07787299,0.30628508,-1.0294228,-0.17178346,-0.04695469,0.00061632565,0.6602309,-0.2505632,0.07879975,0.6355125,0.02238881,0.0013645364,-0.43351606,-0.1799836,0.1833638,-0.06280543,0.39300942,0.33923155,0.07310464,0.12477884,0.16483042,0.25649524,0.13591923,-0.035961166,-0.07902333,0.2090956,-0.1735892,-0.15596122,0.19563466,0.00861506,-0.49116427,-0.044758238,0.042371206,0.038567178,-0.020669255,0.6325091,0.42188674,-0.23214188,-0.12346935,-0.026757093,-0.032493807,0.17816237,-0.10104318,-0.06373736,-0.09678529,-0.14302503,-0.004385869,-0.30017895,-0.058923572,0.00961471,0.03236613,0.056868926,-0.034567,-0.18245181,-0.031737182,-0.03152347,-0.11022018,0.0062717553,-0.19799492,0.0060792314,0.09526028,-0.08887328,0.0037182756,-0.09715174,-0.040856406,-0.065041006,-0.0077036954,0.0011215233,-0.15413359,-0.22402027,-0.06964363,0.029665459,0.063869104,-0.07784394,-0.10298796,0.113451496,-0.020499505
9,0.2298269,0.9556203,0.6964959,-0.75426126,-0.75782895,0.574293,1.3049603,-1.3879377,-0.3837884,21.518599,-0.21654418,1.0547068,0.2886486,-0.61951095,0.4999017,-0.06644109,-0.5602305,-0.7484497,0.059116177,0.526124,-0.11561717,-0.7093327,0.05365781,0.40906796,0.22900312,0.2630645,0.67060506,0.3430489,0.3182298,-0.3356519,-0.06908162,0.3536811,-0.6133085,0.4590906,-0.2783063,-0.5341457,0.4520424,-0.03978165,-0.08198938,-0.103226885,0.0049014203,0.18481365,0.25042325,0.22395965,0.036726624,0.031389415,-0.021121074,-0.0998208,0.09377168,0.05383601,-0.1546691,0.030003231,-0.20452122,0.03324815,-0.026743341,-0.06420964,-0.01451464,0.084565505,-0.059820905,-0.06110064,0.2472198,-0.18578781,0.13386968,0.20206082,0.09999317,-0.08322203,0.07590178,-0.016109165,0.107790485,0.18207851,-0.018527102,0.16904819,0.098774366,0.01683119,0.19479412,0.016077977,0.14363,-0.05739995,0.04560712,-0.044087693,-0.03296573,0.043264247,-0.004295836,-0.028656445,-0.067786396,-0.14418343,0.0929454,0.028718619,0.005573881,-0.015042011,-0.08028604,0.010113488,-0.037359394,0.13006979,-0.09828521,-0.054879628,0.1552537,0.09027635,-0.029093359
