,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,219.24936,219.46527,63.45479,-15.191851,-25.74379,29.856335,-23.003767,-3.4829226,15.229267,5.8049927,3.3374245,-5.249134,8.760628,-4.6349254,-2.2869723,0.3052554,0.41267923,0.2580703,-0.79889166,-1.0768697,0.09966406,0.16687542,0.7766968,-0.47315174,-2.0397046,-0.28535503,0.46245384,-2.3670454,-1.2039385,-1.9032445,0.2798535,-0.09028798
1,219.46527,282.5119,22.685602,-46.464607,33.941833,4.3970146,-8.449245,0.24319094,-4.595736,8.008087,0.9413149,3.5631218,-0.103481956,-6.445447,5.2686863,7.7087197,4.60947,-0.2068904,-2.0348887,0.8376034,4.3308854,-2.6874866,1.5488226,-5.031722,-1.1246223,-3.1630774,0.62101066,0.4994964,1.4615622,-2.8738854,0.69027096,-0.75444424
2,63.45479,22.685602,57.50083,27.910746,-54.953163,35.160275,-11.504055,-7.8482876,12.979233,1.2095907,3.7646546,10.395677,1.5707939,0.5368172,-3.6937854,-0.5691366,-5.11053,4.1669245,0.68631744,0.04308114,-0.10020354,1.0546627,-1.9614577,1.2525189,-1.9949185,0.7312836,-0.77439004,-0.8552635,0.82993513,-1.230181,-1.2212155,1.3310544
3,-15.191851,-46.464607,27.910746,49.3952,-34.33097,15.780431,-19.192553,7.0165343,3.4137812,5.673815,16.88991,19.507534,-2.1246,2.9952114,13.024845,-2.529273,2.215489,1.5237079,2.1709323,-2.4826927,-3.520934,-3.681654,-1.8086674,1.5394335,-0.24571903,-2.8178968,-3.137992,0.11484252,0.88581,0.969458,1.9813218,-1.2439275
4,-25.74379,33.941833,-54.953163,-34.33097,70.45265,-28.827354,18.117102,11.718347,-21.703869,1.7711599,3.45338,-1.9735079,-2.9806314,-2.6244287,10.71565,3.4329152,4.790273,-0.64217085,-3.355125,0.114926755,2.4987807,-1.4564755,2.195536,-2.167265,0.855502,-0.82033926,1.3346453,0.092667535,-0.049995884,-0.6826298,0.6490359,-2.236572
5,29.856335,4.3970146,35.160275,15.780431,-28.827354,52.13378,22.710821,4.7622805,-7.579911,-6.9632826,20.433119,10.103756,10.385209,-6.877633,-7.420023,-3.359329,-7.5827217,2.1673212,2.2852893,0.51471865,4.906984,1.6111342,3.9877288,0.22609594,0.50172365,-0.6397032,4.4016957,-1.6394696,0.3960067,1.0855271,-1.2833526,0.97750974
6,-23.003767,-8.449245,-11.504055,-19.192553,18.117102,22.710821,47.69059,4.41311,-19.330458,-10.130965,6.5880117,5.125054,4.4808083,-4.129756,-11.578001,2.4730844,-10.791691,5.6936817,-3.6645823,2.4840655,6.485546,5.006214,1.2906436,-0.3305716,-2.4340053,0.0825479,4.8910894,-1.9460971,1.579334,-0.9633222,-2.1537433,1.3364167
7,-3.4829226,0.24319094,-7.8482876,7.0165343,11.718347,4.7622805,4.41311,35.19938,1.6715724,4.8904066,23.653404,-10.94952,9.506739,10.33362,6.746632,0.63821757,1.106802,4.542173,-4.971178,-5.763324,-1.83357,0.049997147,5.1677485,3.2553174,1.0832725,-4.814926,0.9050603,-2.1632514,3.1501973,0.12485954,2.4955535,-0.45022294
8,15.229267,-4.595736,12.979233,3.4137812,-21.703869,-7.579911,-19.330458,1.6715724,22.276379,4.8117876,-9.093756,-16.804928,0.6683506,10.015121,-5.2858043,1.5184314,0.52037776,1.6925519,-1.4298728,-2.6312666,-2.2763402,1.0699682,1.0653932,2.2133381,1.4382097,0.33888245,-1.5235963,0.14524235,0.9339107,-0.6942153,-0.15100327,1.4526975
9,5.8049927,8.008087,1.2095907,5.673815,1.7711599,-6.9632826,-10.130965,4.8904066,4.8117876,9.075782,-1.0027747,1.7699493,-5.765045,7.030441,4.9132414,5.2378626,0.7409839,4.3897076,-2.5025125,-3.1852622,2.662476,-1.717634,0.50178194,0.14478713,2.0472412,-2.1248493,-1.5991662,-1.4115785,0.033184625,-0.011096143,1.657757,-1.0356365
