,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,188.9775,-106.29672,-33.508987,8.511972,12.115622,-11.590008,11.38596,5.4093266,-4.872425,-7.671027,-5.355628,1.1575094,-5.3525305,0.13775021,5.0382366,-1.4602275,-0.6599147,1.9703231,3.583743,-1.011967,2.9818034,0.9338958,-1.0537558,0.7500422,1.1919103,0.2977525,-1.5840003,1.0192024,0.95129794,1.0627484,-0.72397053,0.03669764
1,-106.29672,87.216995,-8.615414,24.787136,-17.286839,-3.8586633,3.1380246,-3.03235,0.054138914,0.94146454,3.2034981,-0.25602642,-0.26016718,4.9415216,-5.3440075,-2.4210474,-2.3911157,-1.3616157,-1.7058504,0.096200824,-4.28503,1.5599847,0.51014256,2.00909,1.6396463,1.5771565,1.5679266,0.59448034,-1.4855003,0.88507473,-0.30739123,0.9357885
2,-33.508987,-8.615414,111.13369,-14.676678,27.602833,-16.715845,6.2429056,5.384982,-5.383566,-3.1340528,-3.7493725,-6.021595,-0.6957127,-1.2342445,3.264051,-0.45546314,2.5618196,-1.3263324,1.0327816,-0.30726194,1.1660511,-0.5891192,0.32257742,-0.37141007,0.5195041,-0.35526955,-0.51242423,-0.012606409,-0.023645468,0.85067177,0.5674645,-0.92784655
3,8.511972,24.787136,-14.676678,83.67002,17.587618,-8.860358,10.420203,-3.5593104,-2.0245457,-3.4009926,-8.596443,-9.854305,1.8495076,-1.3604672,-7.356103,1.117035,-0.84141946,-1.1005509,-1.3199699,1.755817,1.086835,1.0367951,0.26250902,-0.6918744,-0.7750082,1.384696,1.2372397,-0.43248022,-0.16033325,-0.14698523,-0.5480685,0.31371948
4,12.115622,-17.286839,27.602833,17.587618,49.65132,15.326818,-9.164233,-5.1108217,11.204996,-1.6138191,-2.1886148,0.7132235,1.2390852,1.0037944,-4.73411,-1.645113,-2.4715602,0.7225083,1.9803278,-0.4115573,-0.84416795,0.8795358,-1.1451316,0.9453624,-0.2789142,0.47239673,-0.6668365,0.22652707,0.03648769,0.35191494,-0.32166502,1.2182856
5,-11.590008,-3.8586633,-16.715845,-8.860358,15.326818,49.45184,-11.060848,-4.8989058,2.1842046,6.58729,-7.825519,-4.1234384,-4.426194,4.892308,1.2111886,2.3658752,4.110507,-2.440062,-3.0298984,0.9439498,-4.4478455,-1.4125834,-1.6676235,-0.3626945,-0.45686352,0.27269608,-1.5912057,0.8062718,-0.47008684,-0.6129732,1.1790879,-0.44067317
6,11.38596,3.1380246,6.2429056,10.420203,-9.164233,-11.060848,35.72796,-2.3822017,9.5959215,5.730298,-2.9148192,-2.386278,-2.691577,2.090075,5.9668665,-1.0652206,5.2463923,-2.8216863,1.6904409,-1.4506592,-3.0899153,-2.0726337,-0.2585954,0.12482579,1.7568665,-0.02419889,-2.1118274,1.2570884,-0.99730814,0.26202604,0.96475846,-0.38865805
7,5.4093266,-3.03235,5.384982,-3.5593104,-5.1108217,-4.8989058,-2.3822017,31.058334,-2.7297635,1.8056529,-8.643284,6.9579854,-4.31024,-3.4545622,-6.395796,0.5323912,-0.41972864,-3.9539661,0.2233432,3.969196,-1.3234565,-0.27485582,-1.8587297,-1.7300477,-0.2949065,2.3831024,0.55308974,1.3565379,-2.1301334,-0.35641226,-0.7421055,0.57942045
8,-4.872425,0.054138914,-5.383566,-2.0245457,11.204996,2.1842046,9.5959215,-2.7297635,34.2826,0.1100585,6.5451794,9.164581,0.08111925,-3.8305814,0.65478146,0.052757293,-0.050808918,-1.9066598,-1.0815156,2.0605636,-0.47730964,-1.0068998,-0.11928938,-1.4865186,-0.67883873,-0.21881641,1.6054434,0.14821985,-0.7008198,0.26548114,0.40972155,-0.5935959
9,-7.671027,0.94146454,-3.1340528,-3.4009926,-1.6138191,6.58729,5.730298,1.8056529,0.1100585,30.554531,-3.9522514,-3.0259476,2.623232,-5.92297,1.2505629,-3.9007363,-0.44930336,-0.02050965,4.347168,0.36766487,1.4043802,0.78349626,-1.7310283,0.13797696,-1.7669644,1.1156362,-0.8071547,0.24524176,0.9080874,0.58452857,-0.8985403,0.074951954
