,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,453.29535,27.491753,7.506876,35.93017,40.512825,-2.8396697,-16.85558,2.7553394,-8.118,8.884236,1.0233462,-10.403512,-10.783122,0.16135341,-1.7047389,5.7002106,-5.3459845,-5.781646,-10.465702,2.2697358,-6.4121075,-2.8938613,-4.246187,0.20294741,-0.24249545,-3.2841597,0.41317606,1.0032334,3.4448962,0.7443905,-0.469916,-0.7667485,0.5196297,-1.2378913,0.67716867,0.5708281,-1.0310206,0.094859645,-1.196516,0.3885996,-1.5839854e-07
1,27.491753,206.94392,-11.485728,-8.094261,19.076677,-18.81202,-19.541494,23.83593,-4.6577706,8.638409,10.210264,17.125355,18.628342,-0.89892143,-4.517126,-2.2922654,-1.1527188,6.142358,2.0664818,-2.6035619,2.339717,5.5465784,3.8226504,-0.80274165,5.1119814,2.607117,0.54147595,-2.8709857,-0.38963246,0.2745494,-1.8316112,1.8296301,-1.6550279,0.74028456,-1.1088076,-1.8589205,-0.30479568,0.73487794,0.898883,1.3616099,-6.6825683e-09
2,7.506876,-11.485728,53.658627,-5.452305,12.727149,25.275743,-0.45872954,-7.939128,-11.256383,2.896627,11.07258,-7.5353217,9.213263,5.8772726,1.3327129,0.008016481,6.0867896,2.607235,-0.057784498,0.82706994,5.1814194,1.4615953,-3.0681252,2.210702,-1.6991009,-2.3160527,0.8478149,-0.9201042,-0.15692315,-0.5771818,-0.57659996,-0.71987426,0.3664459,-0.33931443,-1.2495265,0.8622128,0.28757524,-0.7886673,0.65145624,-0.35238296,-2.863889e-08
3,35.93017,-8.094261,-5.452305,75.94835,-13.83876,8.272709,11.4760895,-5.782486,-0.36137348,-3.8916993,3.0970573,10.596817,4.5191154,-0.90883327,3.2834926,-0.2735295,-1.218577,0.55707043,1.8415225,-0.8609184,1.8116543,-1.8711746,1.8175257,-2.392602,-1.5598468,0.40827668,1.5915377,0.24050921,-0.14449233,-0.10177794,-0.82629573,0.7820033,-1.3365378,-0.0034090816,0.7518463,0.003602948,0.11438136,-0.067610465,0.101571746,0.8530754,-2.1776873e-07
4,40.512825,19.076677,12.727149,-13.83876,43.572296,-3.6996071,14.334459,6.43048,-1.683477,-5.2519064,0.32234102,-0.4825833,-1.9850652,1.0675694,3.4106903,-4.9347258,0.55239475,-0.9385999,3.3539279,2.832294,4.0155745,0.1020902,-3.0275898,-1.7398471,1.1806228,-0.28611457,0.5273463,0.021617979,-1.1056747,-0.7099805,-1.301302,0.23641616,1.2316754,0.8684447,-0.77738035,0.39819574,-0.01769522,0.29946053,0.62013113,-0.8051702,6.0723255e-07
5,-2.8396697,-18.81202,25.275743,8.272709,-3.6996071,54.789177,-7.1049824,6.6403303,-6.0434337,-2.187201,-0.84973514,2.9029024,-3.2349923,3.7834287,-5.559164,0.76485026,-1.5268071,6.161969,-1.0216917,0.890892,1.0791452,-0.12877649,-1.775538,1.3785924,1.0377493,1.8555605,0.49959382,0.60886085,-0.79927945,-1.3708749,-0.32905877,-0.048145194,0.630817,0.5231737,-0.36676943,-0.020577656,-0.12201038,0.68924475,0.35551667,-0.33778358,1.9325536e-07
6,-16.85558,-19.541494,-0.45872954,11.4760895,14.334459,-7.1049824,46.78638,2.180122,0.49359688,-1.3322936,2.519609,-0.8151402,6.500996,-0.37324426,-5.004323,-0.6716329,-0.17832437,-1.2342552,-1.1509469,0.10586764,-2.5881758,-0.5272865,-1.1732407,-1.2510412,0.42002708,1.3622055,-0.8807292,1.123213,-0.16759568,-0.062109124,-0.332231,-0.49204504,0.87370026,0.31968784,-0.17739052,0.15468171,0.46001828,0.5729712,-0.029584002,-0.7473011,-1.1659148e-08
7,2.7553394,23.83593,-7.939128,-5.782486,6.43048,6.6403303,2.180122,24.068886,-3.4190907,-11.335255,-3.4286435,0.38530523,1.2818143,-3.001359,-1.9814587,3.7410693,-0.8341686,0.54915434,1.5181377,0.50818783,-2.543756,-2.247709,1.4462268,2.5744016,0.61440235,1.9715513,0.8653922,0.47259736,-0.3086206,-0.32079053,0.3014169,-0.6388769,-0.5922131,0.021647224,-0.18266664,-0.07361828,-0.064500526,0.304456,-0.0650287,0.122734144,4.0752553e-07
8,-8.118,-4.6577706,-11.256383,-0.36137348,-1.683477,-6.0434337,0.49359688,-3.4190907,9.39425,1.7617683,-1.9097188,1.2740612,-4.1045694,-2.1580021,-4.1984024,-1.095967,-3.2886834,-2.3850298,1.7560687,-0.48565027,0.8872093,1.469317,-2.0859952,-0.0852191,-0.7964523,-0.28627226,1.5305316,-0.38693735,-0.7199129,-0.68198806,-0.62183046,0.86949176,0.034114234,0.49031627,0.532511,-0.32230574,-0.10274243,0.2217568,-0.4127036,0.12119332,-4.2089204e-07
9,8.884236,8.638409,2.896627,-3.8916993,-5.2519064,-2.187201,-1.3322936,-11.335255,1.7617683,13.929973,4.4756904,-0.3858245,0.84662175,4.1266127,-3.7074447,-1.4345467,-2.391983,0.44913995,-1.8290472,-0.21396634,-1.9683498,2.8688593,-0.05791943,-1.3666046,0.55631125,0.17955437,-1.2514333,0.23113447,-0.006140466,-0.40770587,-0.22670504,-0.19292346,0.04189183,0.26519585,-0.66111183,-0.2515564,0.0649271,-0.101353005,0.08973533,0.122081146,-5.8605417e-07
