,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,60.87206,-89.65979,-18.564907,-23.211002,-13.464325,0.4340734,-11.097929,-2.403415,2.3729181,-7.4688478,10.161959,-3.7295969,-3.9807,5.1722107,5.645566,-8.451712,-0.34338814,-1.2871819,0.3227508,-6.1562014,7.4946046,0.599427,-1.8137717,0.23845637,1.9200094,-0.43647987,1.200862,-1.5065087,-0.5212173,-0.39237013,-0.6173272,0.052500937,-0.36647326,0.6524248,-0.9014218,-0.8560616,0.7486254,0.8624979
1,-89.65979,280.17307,-1.6905218,-26.389685,-2.676137,-15.855019,0.19235775,22.989937,5.411317,7.8212147,-3.5944865,-5.752722,10.242329,-11.689201,-5.375141,2.8090663,-2.7005963,-2.0412292,-1.0756159,6.348485,-4.09766,-1.8288143,0.9147818,-1.905966,-3.4917884,0.5082782,-1.391216,-2.9464667,2.3940716,0.87305987,-1.1535039,-0.7737886,-1.2874889,1.3262134,2.1655483,-0.38000536,-0.24185917,-0.39662695
2,-18.564907,-1.6905218,105.5008,-8.837606,-24.80707,8.378164,-2.3204718,-8.626871,-12.172628,4.4340754,-12.080447,-2.580739,7.3883095,0.18414682,-6.891718,1.8032818,0.09595265,4.044606,-2.7925882,2.4732976,-2.7795825,2.2842424,-4.919012,2.7647374,1.9057937,-3.2454984,-0.055646665,4.4808397,-2.5308688,-0.08740948,0.7075106,0.5113518,0.13806829,0.014706909,-0.19432318,0.4248178,-1.512274,-1.0843757
3,-23.211002,-26.389685,-8.837606,100.331856,2.7413526,1.936208,-1.0667918,6.1143937,-3.7466733,12.358557,1.5770032,6.998338,4.46342,-7.3671904,-1.293421,-0.32629645,-0.0873308,-4.803425,3.462861,5.601962,-1.6453531,1.2318289,-0.5652452,1.0176287,0.5987942,0.75659174,-1.0840642,1.9798728,-0.67044294,1.1032398,-0.22543389,1.0566701,0.16373321,-0.37779793,0.4602039,0.04054567,-0.23233019,-0.15697414
4,-13.464325,-2.676137,-24.80707,2.7413526,39.47952,7.730354,-1.9603344,-1.8389859,3.4472795,-0.58884454,-6.527671,0.8366777,-3.9969325,3.6105938,-0.89241904,6.951224,4.7855873,6.381022,-0.33617347,3.4815707,-3.2116623,-4.172485,3.2455866,0.06447773,0.30446488,2.765911,-1.5526906,-0.15885726,1.0115949,0.80241466,1.1015172,-0.7767841,0.5203531,-1.2584343,-0.388381,1.3934373,-0.31805173,-0.5713465
5,0.4340734,-15.855019,8.378164,1.936208,7.730354,49.588463,-4.3442535,2.1267881,5.9683094,-5.7957687,3.4192395,-4.686491,7.1912746,-6.675968,-4.7702203,-1.1233827,0.023317866,2.486516,-1.7895883,-1.6624835,-3.7179255,-2.4585795,3.8360596,0.8949307,-1.7747691,0.08416377,-0.13009255,0.3902796,-0.041869402,-1.7874079,0.57244676,-1.2196162,0.5948962,0.10563114,-0.33740294,-0.55139804,-0.38155103,-0.29949087
6,-11.097929,0.19235775,-2.3204718,-1.0667918,-1.9603344,-4.3442535,43.92084,-4.298847,-5.3599534,-2.4548998,0.9012836,3.6402576,0.5046762,-3.1623218,2.1566784,-1.5234478,-0.66116977,0.7712692,0.28667334,-1.4968731,-5.4033594,0.030782416,1.7160186,2.8167624,-2.830719,0.2487784,0.8424467,-1.0783365,-0.50782883,0.4835325,0.03438492,-0.71816087,0.8025707,-1.8760839,-0.61546195,0.14602478,-0.42360765,1.2900167
7,-2.403415,22.989937,-8.626871,6.1143937,-1.8389859,2.1267881,-4.298847,9.738879,0.012075137,1.0482659,3.0987906,-3.5871763,2.5359473,-2.7522569,0.8499165,-1.5799055,-0.7923485,-0.26231313,0.9852109,-1.9362383,1.9406769,-2.3419504,-1.6403148,1.079154,0.24446125,1.8998168,-0.78200406,-0.19722134,-1.1725578,2.2742357,-0.30374813,-0.5832894,0.41824558,-0.024697458,-0.6442864,-0.72707224,-0.15623343,-0.25389344
8,2.3729181,5.411317,-12.172628,-3.7466733,3.4472795,5.9683094,-5.3599534,0.012075137,19.508253,-4.811547,-1.2743137,6.06845,0.98549986,-0.20089743,3.0676465,-0.1514234,-3.5057874,1.0367332,1.503891,0.981555,-1.7853361,1.3306663,-1.5021414,2.356204,-0.3792089,-3.8714404,0.037232175,-0.5027064,-0.9987184,-0.112226635,-1.3783063,0.44852722,-0.48475304,0.1006768,1.0926478,-0.25448334,-0.20679542,-0.95511115
9,-7.4688478,7.8212147,4.4340754,12.358557,-0.58884454,-5.7957687,-2.4548998,1.0482659,-4.811547,9.424129,3.5554905,-1.917983,0.98971367,3.1608896,-0.6968502,1.4101222,-2.6383693,0.90793025,-0.082791075,1.8442546,-0.8232848,-0.80210155,0.23036662,-1.453809,1.4058607,-0.6932497,0.24248624,1.5081141,1.5108497,0.08423005,-0.6568711,-1.0472391,-0.43980598,-1.3646353,-0.26040286,-0.7436212,-0.33353925,-0.10318056
