,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,546.2782,100.15613,21.679472,26.263256,15.7492075,0.04044134,12.838945,2.0925326,-2.4206347,7.9175572,-11.176456,3.9312305,3.9997156,-6.030107,-5.8850727,10.739897,-0.25541008,1.1767583,-0.966792,7.5631456,-8.229137,-0.5982822,1.3959436,-0.599583,-2.4907324,1.2379177,-1.0236585,1.2764497,0.608008,0.8974121,0.52038693,0.39689565,0.30280742,-0.46737307,1.018606,0.38418835,-0.8812201,-0.49900207
1,100.15613,90.64564,2.639493,29.308233,3.2708561,18.390003,-0.110695936,-25.521645,-5.8903093,-9.16594,4.5375185,5.794716,-11.986442,12.807484,6.618613,-2.1870785,2.462625,2.1277354,0.8960279,-6.47645,4.651226,1.922504,-1.6438715,2.0605109,4.004614,-0.25828338,1.78802,2.818778,-2.622908,-0.63977563,1.0167571,1.171541,1.0151405,-1.3265553,-2.2244263,-0.08500016,0.2334144,0.8314765
2,21.679472,2.639493,60.561398,9.549611,26.219494,-10.526889,2.1415498,10.185105,13.3240595,-4.174587,12.688578,3.8647375,-7.275161,0.26204047,6.6442747,-4.285145,1.0808635,-4.0273237,4.0116053,-3.961028,2.9956846,-2.43224,6.79403,-2.696063,-1.8596804,2.6089969,-0.41276282,-4.048752,2.7931523,-0.6736193,-0.36570498,-1.3354876,0.3675709,-0.43647212,0.038208857,0.6135237,1.7355332,0.3902188
3,26.263256,29.308233,9.549611,27.614529,-3.2508879,-2.3422513,1.0130677,-6.737315,4.1857142,-13.638327,-1.7992809,-7.7537947,-4.8783646,8.265148,1.3185068,-0.099621125,0.30930692,5.413663,-3.6974292,-6.4746513,1.8456464,-1.3803662,0.831764,-1.0354427,-0.5714302,-1.0461202,1.1063488,-2.0717244,0.7321994,-1.3671588,0.31517574,-1.3240876,-0.12918596,0.31329364,-0.520311,0.13034952,0.27266815,0.037037972
4,15.7492075,3.2708561,26.219494,-3.2508879,56.807022,-9.590786,1.8115504,2.277989,-4.043681,1.3251147,6.840772,-0.48300493,5.225686,-3.7087946,0.29968378,-9.381431,-4.480698,-6.8742714,0.9909879,-4.8466415,3.4240773,4.635787,-2.7053642,0.21195117,-0.16589989,-3.8563957,1.2421365,0.72200227,-1.2266555,-1.4774396,-0.88335085,0.41071463,-0.15292048,1.1108791,0.25166464,-0.8853669,0.49278784,-0.14486435
5,0.04044134,18.390003,-10.526889,-2.3422513,-9.590786,23.284458,4.6231737,-1.920224,-6.8376875,6.967574,-4.37576,5.933605,-7.352681,7.7476873,4.592415,-0.106041275,0.7453178,-2.5016384,2.5630774,1.0694084,4.067111,2.8498259,-3.4437356,-0.7591735,2.0772681,-0.71117175,-0.12491095,0.18310125,0.057682212,1.5189364,-0.36888576,0.8719171,-0.27845997,-0.36316383,0.25374252,1.3186007,0.4523523,-0.14388373
6,12.838945,-0.110695936,2.1415498,1.0130677,1.8115504,4.6231737,13.212322,5.061282,5.801118,2.9222941,-1.1174016,-3.8906465,-0.34227663,3.6609669,-2.650797,1.0581882,1.0269196,-0.76097566,-0.027450854,1.2934663,5.9224195,-0.04300785,-1.6417894,-2.9694142,3.2619996,-0.6231084,-1.0567342,1.3908119,0.5808563,-0.73799455,0.044032827,0.5482751,-0.8099222,1.9736052,0.68224835,0.13923018,0.4851657,-1.6201417
7,2.0925326,-25.521645,10.185105,-6.737315,2.277989,-1.920224,5.061282,35.64422,0.07478477,-1.5011679,-3.2520728,3.8243964,-3.060968,2.8645737,-0.6604266,2.547113,0.4791735,0.16016567,-1.42082,2.6297421,-2.103056,2.6093662,1.4195554,-1.4245039,-0.3441591,-1.7490435,1.0455729,-0.028003164,1.3495634,-2.2951694,0.17201272,0.9171278,-0.608672,0.14868864,0.82406247,0.46574894,0.11589798,0.6337672
8,-2.4206347,-5.8903093,13.3240595,4.1857142,-4.043681,-6.8376875,5.801118,0.07478477,20.705162,5.5056686,1.2715328,-6.6381445,-1.0426075,0.2888726,-3.582045,-0.29216364,4.150185,-1.0692075,-1.5396945,-1.3802124,2.009478,-1.4266276,1.9367119,-2.5461721,0.45169955,4.1713324,-0.11654246,0.70334554,1.1099023,0.0024637957,1.633482,-0.6536071,0.6752237,-0.20590028,-1.2635369,0.49083623,0.24251752,0.9275236
9,7.9175572,-9.16594,-4.174587,-13.638327,1.3251147,6.967574,2.9222941,-1.5011679,5.5056686,29.627874,-3.645564,1.698816,-1.4984064,-3.733921,1.2110646,-0.6285029,2.4169238,-1.1881807,-0.3004844,-1.5079238,0.9893148,0.8480958,-0.80933887,1.4630779,-1.6635807,1.2156208,-0.07721843,-2.0670915,-1.691477,0.24512935,0.5659662,1.50396,0.2709478,1.6996454,0.37397686,0.37365863,0.33120042,0.45447177
