,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,101.32412,25.680323,7.5989566,-4.194723,0.71151125,6.5811462,3.3982131,10.213514,2.173001,-13.742664,-2.8445008,4.701919,10.718729,-5.617113,0.4880253,-5.7150187,8.049099,-1.9334109,6.7994523,3.6874595,0.6524988,16.165848,-5.596756,2.2139378,-3.2702956,2.4397018,3.1036696,-6.062131,-3.20957,3.5701423,3.5129151,3.1210785,9.249844,2.462777,-0.40712902,-1.8008175,3.4725099,1.467713,-1.0381076,-2.1232605,-5.202136,-1.9888575,3.9795494,-5.502514,2.2226553,2.7731621,1.0737526,-1.4239867,-1.5289419,2.0115476,2.9142184,1.0735767,0.8965361,1.2163076,1.9837445,-1.5857248,6.428192,2.1026564,1.0826089,1.3934474,0.101234995,0.44392192,0.10373701,2.5606754,0.54349095,0.7822256,1.7312617,3.0075545,0.6481093,0.5547767,0.6712774,0.32385677,-0.886064,1.629475,-0.6124038,-2.424477,0.038414516,2.334412,2.308022,0.47659355,-0.19749117,-0.8854666,0.3109789,0.0058070617,-0.013467742,-1.1898984,1.9677747,-0.79343545,-0.72940886,1.4195046,-0.56977963,-0.32245156,-1.3907355,1.2445848,0.3413788,-2.1661053,-1.199872,1.7364606,0.7776489,0.53539336,-0.31750113
1,25.680323,44.144474,4.2783337,6.229387,8.387045,10.454094,10.639667,4.3727055,5.870487,-2.5302243,-7.600765,2.497448,8.7267,-1.5597074,-4.964962,0.36727762,0.59972286,-1.1229287,3.237127,-1.6985698,3.6858592,2.268149,2.17164,2.1394274,-0.60466295,-3.7342901,2.522386,-4.2073092,-3.3605616,2.4852781,-2.3976011,1.1562444,4.934786,1.2506721,1.700767,0.30665976,1.6751795,0.99462336,-1.2506136,-0.52639556,-1.829182,-1.552439,0.6568928,-1.1177254,-0.5165603,-0.49851298,2.6682324,-0.41035807,-2.8820763,0.7835258,0.47895712,1.473644,0.27054346,0.7345892,-1.2617352,0.06301318,0.47211295,-0.7456758,2.557043,1.0969042,0.88074255,-1.5022207,0.72608614,1.8577121,1.2068086,0.114527136,1.8836305,1.9439356,0.23331216,-0.32095808,0.6564909,-0.2667933,-0.57906806,-0.07539363,0.5964633,-1.2522264,-0.12357697,1.1077007,1.5425422,-0.38467053,0.16517964,-0.80374146,-1.1289487,-0.5195584,-0.4271083,-0.91082734,0.04914058,-0.16040315,0.07245928,0.0064049885,0.08925621,-0.6702595,0.72765005,0.095796935,0.116185606,-0.17715104,0.45567998,-0.22385487,-0.26840687,-0.60578805,0.049483597
2,7.5989566,4.2783337,32.383698,-5.748236,8.06576,-1.2845438,5.7110004,6.861631,5.5485497,2.536075,-1.9309745,2.0365233,4.685871,1.9560931,3.7633276,-6.479945,1.1262288,1.1850469,-1.5589657,0.3443169,0.6358665,-1.2436099,-6.5771017,-3.416994,3.9259002,-0.80812466,-2.2361894,0.55384874,-2.700944,1.4689212,-1.1086601,-0.46851432,-0.56564903,2.0158107,-0.37559217,1.219197,-0.19818452,-0.52236974,2.4678416,1.4212241,0.90035427,1.0774074,-0.459368,-4.1401577,-2.512095,-2.501329,-1.9575704,1.9678688,-1.2299832,-1.9901942,1.1917613,0.20929658,0.057744846,1.7108662,0.14179099,0.034613684,-0.25700927,-2.1774418,0.5229314,1.8243208,-0.8363061,-0.35921043,-0.63487697,0.854909,-0.50009084,-0.917578,0.87437737,0.29839227,0.13944995,1.3544331,0.15858686,-1.6311502,0.7897817,0.04710225,0.24572489,-1.2288103,0.45221716,0.22930354,0.35819376,0.21806192,0.54044867,-0.11082968,-0.60519826,0.7842605,1.1001945,-1.6076174,-0.030737419,0.108411014,0.08211222,0.06454664,-0.013619217,-0.60487473,-0.29631537,0.30353737,0.20763005,-0.06543951,0.5874351,-0.20331892,0.63304484,0.4209442,0.1687265
3,-4.194723,6.229387,-5.748236,18.48451,-8.79412,14.903732,4.212706,4.771474,6.862542,-1.7330841,1.5103432,-2.8956356,1.115871,-2.984167,1.1852486,3.4491515,-8.897582,-4.7960944,-2.09025,-1.2087601,3.6293979,1.8299332,3.356337,-0.46821463,-2.9765782,-1.0067612,-0.559762,-0.9703676,1.0066836,1.3331429,-1.2676399,2.5897288,-1.5238461,-3.064847,0.032009788,-0.6467413,-0.81669164,2.6108584,-0.15205565,-0.3775369,2.5667014,0.27994886,-0.65578175,0.51778984,1.2897406,-1.05831,0.99183583,-0.9445193,0.5645229,0.2432126,-0.704543,-0.018306898,0.09181921,0.081284046,-0.7908113,0.4115929,-1.1592888,0.78925586,0.5000423,-0.13610083,0.13608152,-0.882611,0.8308804,-0.66509926,-0.5544647,-0.656731,1.8355931,-0.092359066,-0.1439243,-0.18547428,-0.051359795,0.36172476,-0.5043452,-0.22994971,0.50612384,-0.05190155,0.45623124,-0.14163257,0.34910563,-0.35987616,-0.42415547,0.3049538,-0.14476319,-0.21276656,-0.087697744,-0.052318536,0.5348795,0.101696834,-0.6102321,0.20734921,0.042089343,-0.22752622,0.08598171,-0.458439,0.234727,-0.022525385,0.075489745,0.0017412086,0.19488,-0.2981465,0.24309772
4,0.71151125,8.387045,8.06576,-8.79412,27.11602,-10.863375,-1.2178288,3.3913403,-5.6858435,2.135585,0.15749794,-2.129277,1.6533203,4.467879,-1.5996579,0.115679726,5.6364374,-0.096729144,5.0946074,-2.1096225,0.5212245,-3.5952234,-2.4538612,-0.7032721,5.175741,0.25692898,1.937612,-1.5294209,-3.7344527,-0.036806956,-3.696088,-1.9436836,1.1503725,2.763038,2.5451603,1.0441737,-0.17377464,-0.2510438,0.68996406,0.88362813,0.2862696,0.30774814,-1.0761058,0.47980106,0.24110626,1.458858,-0.5619268,0.64564216,-0.9275323,1.4967283,0.08544713,-1.0744236,0.5969,-0.21406712,-0.043588936,0.06913185,0.2556584,0.37103242,1.1818252,-0.507771,-0.041102465,-0.7766329,-0.94014287,1.4562716,0.7325141,1.1457353,-1.1042349,1.7962718,1.3392274,0.045719862,-0.5259595,-0.8848662,1.2977372,-1.9328551,0.38207555,-1.2984779,-0.14168054,-0.68321514,-0.35477576,0.34478557,0.26621556,-0.11206144,-1.1972189,0.47005713,0.22263485,-1.1552644,-0.48476875,-0.60368985,0.8475442,-0.06911723,0.39409393,-0.0025050833,-0.27310857,0.1562405,-0.2964295,-0.220276,0.32904178,-0.5682532,-0.68378556,0.18808529,-0.23467974
5,6.5811462,10.454094,-1.2845438,14.903732,-10.863375,38.56373,-4.3005233,11.217926,6.095169,0.8339913,-0.81009465,0.4924966,-0.35501236,-2.352491,-0.6453851,2.08495,-6.2630215,-4.752454,-2.86832,-1.5280759,5.1398215,0.06375544,6.644853,5.2908783,-2.1417928,-3.7048259,-1.4144917,1.7081542,-2.3567185,2.1694808,-1.008701,4.154312,-1.7042757,-4.8417797,-2.079806,1.2668624,-1.0966904,3.1967053,-1.8673172,-2.6324759,0.616119,0.9127824,1.728592,-1.3830097,-0.22204697,-0.25878206,0.48703733,0.52035534,-0.01446203,0.21095262,-1.7514777,1.5507102,-0.8703034,0.6522915,-1.264791,0.088109136,0.34435052,-0.2959516,-0.14293018,0.0012463123,-1.3931557,-0.7236151,0.55928326,-0.18673283,-1.044024,0.0014456466,2.2664576,-0.34162927,0.23021418,0.35483846,0.4649238,0.48730308,-0.42300665,0.43934268,0.7675669,0.049515888,0.33721328,0.3323286,1.7945275,0.6214826,-0.36431366,0.15487647,0.26024532,0.14716968,1.0720084,-0.47516143,0.2984385,0.55997825,-0.5007684,0.42041433,0.70649236,-0.10387726,-1.185565,-0.0142810475,-0.3053288,-0.31283316,-0.15596378,-0.3377103,-0.3433959,-0.19393244,-0.5839963
6,3.3982131,10.639667,5.7110004,4.212706,-1.2178288,-4.3005233,27.85391,2.8847747,5.341626,-4.2350607,-3.192299,-3.347189,0.4169749,0.64052254,1.4512618,0.47704345,1.383962,0.43823677,0.6259283,0.34022498,2.128573,1.945107,0.10584446,-4.811824,1.003288,1.1903012,1.8855968,2.6785493,3.0970292,2.1131809,1.3842052,-0.92471063,1.3276877,-0.8813424,0.42769074,0.35936862,0.16929463,-0.6114738,2.3232567,0.83801246,-2.5139852,-2.8025284,-1.1755774,-1.7123431,1.4322698,-1.9736828,2.425148,0.08536801,-1.2793272,-0.7376689,0.88255274,0.250367,-0.5849303,0.99260086,-1.8723946,0.85276437,-0.48563826,0.6418438,-0.11098023,0.0067807324,0.4263067,-1.0875573,1.1533446,0.23509726,0.5381332,-1.6101497,1.5538683,-0.72565126,1.0111804,-0.2576086,0.6896261,-0.68254507,-1.0019162,0.5938505,-0.3380879,-0.8774006,-0.07261628,-0.5567645,-0.47234327,0.9967298,0.622142,0.013149066,0.14733417,0.18594289,-0.34822136,-0.15610987,0.5982876,-0.5871124,0.68239975,0.47088882,-0.29583633,-1.2445388,0.50107455,-0.10084423,0.60490704,-0.06879352,1.5821931,0.22375883,0.44967574,0.03807442,0.3658377
7,10.213514,4.3727055,6.861631,4.771474,3.3913403,11.217926,2.8847747,28.79568,-5.159671,2.8508615,2.8390114,-3.9856493,3.2767115,-2.900619,6.5016384,-2.8352191,-0.2740618,2.1282883,-3.2157192,-1.1666343,-0.25768882,2.7667723,0.5244491,-2.9460545,-0.8988817,-1.3009291,-0.743801,4.047024,-4.945919,-0.8738271,0.5143848,1.0510355,3.245564,-0.30988932,1.2708542,1.2748766,-0.34966227,2.626334,0.24195191,1.5646513,0.25761607,0.38546687,-0.5882654,-1.0229652,2.0713658,0.11019282,-0.35032594,1.1959579,-0.9147403,0.16743864,1.4324391,1.4560165,-0.1240692,0.35978526,-0.24613078,0.6433648,1.1983204,1.3589848,-1.0312133,0.3464437,-0.27526617,-1.321155,0.24568358,0.057881866,-1.5917177,0.44341087,0.23215097,-0.35642028,1.0732275,-0.8106098,-0.842222,-1.0990341,0.63110065,-0.17252481,0.16353187,-0.25090024,-0.23166582,0.18820527,1.2438424,0.21963789,-0.26827002,0.4373597,-0.37045562,-0.070630915,0.6420872,-0.14939201,-0.42758328,-0.5769578,-0.11040121,0.4837855,0.7156111,-0.6292906,-0.6171229,0.16307482,-0.16966352,0.072482325,-0.346513,-0.26707727,0.2100704,0.29962385,-0.49157482
8,2.173001,5.870487,5.5485497,6.862542,-5.6858435,6.095169,5.341626,-5.159671,19.422466,-2.250514,-2.045506,-1.1981132,2.8521466,-1.6612594,-0.6694572,1.2324238,-5.1653347,-4.3694754,-2.0771408,-1.9253862,-0.010205106,0.53752524,2.3493671,-2.341975,-0.13148054,-2.6149726,0.7269695,-1.7402122,0.0018722404,4.015765,0.37696362,1.3839161,-1.3110325,-1.6669147,0.1970981,-0.55988723,0.16815037,1.6108346,-1.1379769,-0.6296947,1.4290899,0.96399033,0.8544568,-1.92398,-1.5947902,-3.1291199,-1.4175375,0.02894488,0.52915835,-1.465256,0.157003,-0.22506836,0.5527911,1.1079768,-0.1248236,-1.2954128,-0.4968965,-0.34588152,0.043682083,-0.6872159,0.5405568,0.066947944,0.41753367,1.4526377,0.29421055,-1.4194504,0.6396787,0.48110947,-0.55485106,0.011383297,0.32476184,0.9568441,-0.031831875,0.5949772,0.46301895,-1.0743471,0.37343183,-0.078261584,-0.31733218,-0.17832153,-0.22312403,0.29497162,0.3273861,0.14172667,-0.38157815,-0.79638684,0.20711654,0.4463684,0.310861,0.014686859,-0.7559123,-0.034281485,0.17439315,-0.008823672,0.7462091,-0.2328978,0.25143224,-0.02454913,0.15873264,-0.42024785,-0.36834264
9,-13.742664,-2.5302243,2.536075,-1.7330841,2.135585,0.8339913,-4.2350607,2.8508615,-2.250514,9.393555,0.124604404,-0.41145438,0.11451027,1.3791509,0.57391393,0.3373794,-0.3216861,3.288573,-2.4390147,-0.29205728,0.21392524,-4.114091,0.57119864,-0.017478304,0.1437681,-0.85151714,0.62104565,2.2458222,-2.66117,-1.2511947,-0.8958088,-0.5786532,-1.0327442,-0.62256926,0.9110557,-0.22936715,-1.6690626,0.5363933,0.21173403,0.09909138,1.4826732,-0.10150106,-0.42335427,0.26631904,-0.6909866,0.3032214,-0.45861125,1.2201083,-0.19660822,-1.20296,0.07616489,0.5909976,-0.029483564,0.71235406,0.7274157,0.050070383,-0.66497654,-0.6767456,-0.1345362,0.42459232,-0.29383856,0.19161892,-0.18611279,-0.1693418,-0.4864921,0.2768873,-0.5529524,-0.5826328,-0.3718775,1.0610492,-0.5200405,0.14081888,-0.124027096,-0.36122784,0.033306703,0.1551947,-0.005008849,-0.54102844,-0.016593393,-0.6621194,0.30417222,-0.016713565,-0.19761014,0.124166906,0.38533214,0.15985346,-0.92349553,-0.06894834,-0.044578202,0.018614117,0.52811754,0.081281975,0.043796547,-0.38770014,-0.07856539,-0.10680548,-0.10425234,-0.7542315,-0.48713034,0.24761647,-0.09521708
