,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,47.097794,-57.439163,3.518455,-5.3250422,-10.319289,0.27221763,3.1409388,-0.22168538,1.7959477,-0.85860723,3.296872,-8.793535,-1.2924621,1.8734632,-4.047555,-12.761063,2.5202272,-5.0067797,-3.8918657,6.9753904,-3.1360226,-6.1744676,2.9280577,3.3879094,-4.358059,0.15557665,1.6451012,-0.25241768,-4.990773,-2.8859725,-1.1031128,-3.1741357,-5.438937,3.5158746,-5.55288,1.665248,0.75344324,0.5933856,1.5669861,0.30555817,2.4279852,1.8181913,0.2077316,-2.280883,0.82586503,-0.6122639,-1.1446577,0.46505126,-0.3626528,-0.49225694,-0.43776536
1,-57.439163,125.68305,-10.751754,-37.52153,-13.045675,-8.364059,-7.847263,2.6618571,-7.85295,-15.241709,-1.7143586,14.951981,1.1955423,2.1842754,-1.4182761,12.406792,-9.269215,6.9363265,2.3330002,-7.6327314,3.9542441,4.144223,-4.393476,-0.27793568,7.1122255,-5.09471,-3.3146944,2.3583508,1.9953144,2.8188658,3.5284877,-2.1753585,8.255843,-6.367098,7.2754707,-3.0066924,-1.5852869,2.2364511,0.21949624,-2.1663697,-6.4574857,-1.0199053,2.7907047,3.9596052,-2.7038317,0.82068384,1.6155397,0.7870576,1.4704301,2.746149,-0.08435459
2,3.518455,-10.751754,55.56265,21.874123,-11.264273,-8.159237,-6.349644,3.3714547,-6.957046,6.6517406,-0.5335728,-2.8370728,-4.0544653,-0.624599,4.958973,-13.202,-1.422836,-2.4882083,-2.3889027,2.4752595,0.39714053,4.4142914,-5.759683,-1.4217788,5.4621286,1.1302819,-1.3623407,0.9896382,0.21320376,3.6973436,0.061071392,1.9889152,0.5598508,0.10896021,-2.6887796,-0.17869464,-2.0073426,1.0315418,-2.9290202,2.0581095,-1.8788093,-2.0328147,1.1212306,2.289884,3.6456513,2.5764685,-1.160605,-0.6772362,0.3151757,0.02468253,-1.7358178
3,-5.3250422,-37.52153,21.874123,111.923195,16.67638,5.2774916,13.068675,-12.584282,-8.103823,4.973321,5.7200775,-2.2195914,-2.7578564,7.1308293,1.4983385,2.8245234,9.234884,-0.74891347,5.3333383,-0.6428001,8.350124,3.289441,-3.5288863,-12.522269,-0.7999083,-1.1282198,-7.22361,6.669318,5.354738,-3.6230555,-1.8536708,-0.44760206,2.726634,2.3031,0.2745848,2.5008743,-0.3184083,1.302897,-4.6770554,3.5632849,2.6664398,-1.0601866,-2.9862664,-0.73128706,1.2403047,-0.80275416,-2.9484673,-1.110594,0.6038015,-0.09936343,1.2234194
4,-10.319289,-13.045675,-11.264273,16.67638,46.596573,14.99805,6.759738,-2.8443012,0.76071596,-0.84343,-1.921088,1.8801608,3.8129487,-1.0984654,-1.9846637,1.3866694,5.8863897,2.9496074,4.735812,-2.7248268,-6.852228,2.4120946,2.0903676,-4.5777173,-1.4708015,6.8954506,1.4736661,-3.563126,3.3677862,0.8006202,3.4192266,4.3508673,2.2781572,2.8780928,1.4880913,-1.8038065,0.36568856,-1.3435936,-2.053709,0.93486094,1.3789637,2.291597,-1.2565417,1.3631124,-0.5368855,0.53794634,1.8061022,0.23909588,1.7019494,-1.5372405,-0.12991579
5,0.27221763,-8.364059,-8.159237,5.2774916,14.99805,19.738493,0.0885356,-0.2237264,-5.1427627,0.7969948,-1.7412441,0.06522238,0.45567286,6.2743454,-2.3406181,4.152308,0.36304504,-0.16548699,-0.2806527,-2.8298774,-3.8861833,0.91089314,-1.76564,-0.42196816,-1.6193774,0.5377838,-4.047736,-2.5380707,-0.5413133,-2.3365638,1.8859038,1.316951,1.0884862,1.2965235,-1.1510358,1.2078528,2.3450642,0.5928266,-1.4505337,-1.5499802,2.0483584,1.2718794,0.342267,-0.08186397,-1.6174574,1.5509121,1.2606099,-0.19902784,0.5918563,-2.020708,-0.3648992
6,3.1409388,-7.847263,-6.349644,13.068675,6.759738,0.0885356,28.275984,1.0815868,7.712928,-6.218633,6.9277544,2.0807052,-1.3076743,-1.1129181,-2.7035182,6.4445915,-3.3321047,-2.1915598,1.5699022,-1.0992808,4.037442,4.1413016,3.0536137,-2.3633122,1.1173954,2.122558,1.0618932,-3.168767,-1.2000542,-0.7704837,-0.78551453,-4.4908032,-2.961362,1.9636643,0.16429128,-0.5149496,0.010430997,-0.45784184,-1.2548233,2.2916408,1.1756682,-0.8767054,-0.8744338,0.8583906,-0.4561786,0.30910942,-1.3417923,1.2438707,-0.31716138,-0.90497184,1.2102892
7,-0.22168538,2.6618571,3.3714547,-12.584282,-2.8443012,-0.2237264,1.0815868,10.176246,-4.5901747,5.067949,-5.9602585,0.4256438,-2.6264312,-0.6941983,1.0444276,1.5358934,-4.3966675,0.5720234,-2.8951004,-1.2518495,-3.374144,0.7539633,-1.535746,2.5644855,2.317597,-0.59272766,1.3110342,-1.2152424,-0.8362446,0.5393772,-1.020988,1.1116629,-3.556884,-0.15283471,-0.9474318,0.24149019,-0.3757668,0.4450047,-0.6179949,-0.19037664,-0.24472341,-1.8319758,0.015938465,1.3837451,-0.42484152,-0.42506272,0.27807027,0.21658477,0.16976148,0.206299,-0.41400936
8,1.7959477,-7.85295,-6.957046,-8.103823,0.76071596,-5.1427627,7.712928,-4.5901747,20.54938,-4.0352416,4.113123,-2.032027,-1.752595,-8.609808,0.93281984,2.2034218,3.5129678,0.9877217,1.2674495,2.9993508,3.255882,-0.7846392,3.2165775,0.84157497,-1.5072443,2.9610186,1.5143201,-2.8247213,0.76423347,2.5021708,-0.7489358,-2.1000652,-0.27767158,-1.4046428,0.6860944,-1.7205696,0.24534842,-2.7612944,0.19541007,0.9031389,1.6826372,-0.7482399,-0.92874277,-0.1658453,1.3180714,0.36864752,0.41379791,0.7709512,-0.57125974,-0.5482151,0.8638172
9,-0.85860723,-15.241709,6.6517406,4.973321,-0.84343,0.7969948,-6.218633,5.067949,-4.0352416,23.57612,-2.9134498,0.4975568,7.1011977,-1.4231215,3.7579563,-0.2565386,2.9376726,1.5592061,-1.5840037,-2.5392241,-2.5863533,2.9389632,0.72244275,1.6145911,-2.5123677,-1.3803096,1.5501298,-0.8652506,0.25658032,0.3189843,-2.466971,2.7127588,-2.1839337,-0.5937357,0.2127929,0.08418801,-0.70565724,0.6776854,-1.0154424,-1.1880195,1.2262604,-2.3287463,1.1987687,0.055632737,0.09665777,-0.1466969,0.42364973,-3.1871514,-2.6177344,-0.37862068,-0.25548998
10,3.296872,-1.7143586,-0.5335728,5.7200775,-1.921088,-1.7412441,6.9277544,-5.9602585,4.113123,-2.9134498,17.406096,5.382083,1.4990112,-5.5033054,-3.2296526,-0.14456424,-0.21284792,0.80531156,1.2519295,0.4679335,5.6795273,3.1739907,2.679377,0.40519232,0.06560719,-0.7067996,0.31739467,0.5687461,-0.14454868,-2.5256736,0.45294896,-2.048737,0.048385847,2.382522,-0.17024112,0.42922342,-0.0289153,-0.18115261,0.33968282,0.6637445,1.635902,1.8922586,1.5158296,-1.0770783,0.0790986,0.8634537,0.48062584,-0.8965266,0.09438587,-0.6574605,0.10329634
11,-8.793535,14.951981,-2.8370728,-2.2195914,1.8801608,0.06522238,2.0807052,0.4256438,-2.032027,0.4975568,5.382083,11.929905,0.46544883,-4.3773336,-0.15719722,2.990932,-1.2181358,3.3788106,1.9963048,-3.466579,3.130456,3.9838848,0.05257861,2.3525558,0.7846486,0.8098671,1.1939187,0.4046327,1.3891823,-1.1550816,2.1976962,0.6236882,0.28010666,2.0331023,0.9779147,1.099111,-0.96752477,0.5440086,-0.8358638,-0.6655987,-0.09605464,0.29837498,0.88108516,0.72537965,-0.7107658,-0.37207395,0.9373868,-0.2937505,-0.4233229,0.648124,0.45104983
12,-1.2924621,1.1955423,-4.0544653,-2.7578564,3.8129487,0.45567286,-1.3076743,-2.6264312,-1.752595,7.1011977,1.4990112,0.46544883,22.783531,5.3872347,0.04583337,-1.2717922,0.85677,4.9339914,3.4442873,-1.8394632,1.7294506,3.520947,0.48218584,-3.0161152,-0.98868644,-0.9578476,4.356177,0.164806,-3.441081,1.2861375,-0.40140793,0.8030454,1.8853111,-0.22715119,-1.9177743,-0.9327997,-0.6449901,-0.62996924,0.9010473,-0.36496136,0.05937604,0.82880306,1.5069959,-0.6622225,-0.49731687,0.5417956,0.051587753,-1.2428286,-1.8764539,-0.03765738,-0.1372442
13,1.8734632,2.1842754,-0.624599,7.1308293,-1.0984654,6.2743454,-1.1129181,-0.6941983,-8.609808,-1.4231215,-5.5033054,-4.3773336,5.3872347,14.000579,0.37919843,-0.26918954,-1.7216696,-3.377781,1.6865361,-1.0603294,-2.7769241,1.0889609,-1.8915341,-4.5692015,-0.78524196,-0.40460962,-1.2764446,0.9515393,-2.6929362,-0.7849392,0.6017411,-1.2450073,1.3069942,-0.8187882,-0.99336076,0.40207076,0.61916065,1.9569969,0.5028202,-0.34447318,-0.77849436,0.07671468,-0.055506676,-0.46876734,-1.1929697,0.4256207,-0.77172685,0.15255365,0.0026028845,0.3080281,-0.29515606
14,-4.047555,-1.4182761,4.958973,1.4983385,-1.9846637,-2.3406181,-2.7035182,1.0444276,0.93281984,3.7579563,-3.2296526,-0.15719722,0.04583337,0.37919843,13.043069,0.362858,3.30238,0.06882022,1.6278629,-2.1753771,0.12323645,-0.8327285,-1.3259615,1.2440935,2.2273822,1.3960836,1.7810149,-0.029159503,1.7012811,-0.29231685,1.5132581,-0.6636497,0.42759764,-1.247952,-0.047062844,-0.84498227,-0.26744488,-0.7017573,-1.3214059,0.23390263,0.026698671,-0.26358142,-1.0687397,1.1940029,0.32198536,-0.4265409,-0.44368023,-0.8031471,-1.5764148,0.5236759,0.043273337
15,-12.761063,12.406792,-13.202,2.8245234,1.3866694,4.152308,6.4445915,1.5358934,2.2034218,-0.2565386,-0.14456424,2.990932,-1.2717922,-0.26918954,0.362858,13.640229,-5.5688267,2.7582474,0.39153168,-0.96181214,2.4430299,1.0877078,-0.7448462,-2.521194,-0.44275376,-0.66841316,-1.2488564,0.38445938,2.0568109,-1.4507706,-0.35560802,-0.057457298,-1.3774002,-1.9521656,0.48554718,0.4432014,0.80814576,-1.0357518,-0.7939176,-0.5197815,1.0626423,-1.0560834,-0.5957671,0.016059155,-1.4993849,0.21332987,0.10152045,-0.021161228,-0.5419315,-0.19373062,0.5497225
16,2.5202272,-9.269215,-1.422836,9.234884,5.8863897,0.36304504,-3.3321047,-4.3966675,3.5129678,2.9376726,-0.21284792,-1.2181358,0.85677,-1.7216696,3.30238,-5.5688267,12.060338,1.3899374,1.6218885,-1.8496891,-0.7393996,-3.2320864,0.9385011,3.088164,-1.3401341,0.09526045,-0.56717956,-0.7081121,0.9992143,0.532454,0.027585365,-1.6390162,2.8187275,0.32888138,1.1801599,-0.7374186,0.34360594,0.057104558,-0.808974,0.1626773,0.8578191,0.2261278,-0.09485833,0.10980658,0.43874037,-0.7572254,0.09527317,-1.0887216,0.09408094,-0.115923196,0.5928798
17,-5.0067797,6.9363265,-2.4882083,-0.74891347,2.9496074,-0.16548699,-2.1915598,0.5720234,0.9877217,1.5592061,0.80531156,3.3788106,4.9339914,-3.377781,0.06882022,2.7582474,1.3899374,8.789548,0.7400567,0.017900832,1.0075588,-1.4868538,-1.5239376,0.561817,0.016595623,-0.66331834,1.3876926,1.5296066,1.6353202,0.39472973,0.1586642,0.30769265,0.3236001,-1.0502133,-1.7490077,0.18685561,-0.08933683,-1.2626119,-1.0918148,-0.10670115,1.1773679,-0.33406422,0.7891395,0.5053491,-0.5031401,-0.04411351,0.7848172,-0.62133193,0.57487917,0.6119319,-0.06986499
18,-3.8918657,2.3330002,-2.3889027,5.3333383,4.735812,-0.2806527,1.5699022,-2.8951004,1.2674495,-1.5840037,1.2519295,1.9963048,3.4442873,1.6865361,1.6278629,0.39153168,1.6218885,0.7400567,4.0123763,-0.90114915,0.4703032,2.158326,-0.04197571,-2.0804336,-0.31711173,2.1367016,1.7068458,0.59557724,0.34097883,0.6317172,0.9179617,-0.5538578,1.0952742,0.22329795,0.21118626,-0.22077678,-0.21711567,0.056234866,0.10990614,0.7288132,-0.020989591,0.073740266,-0.18546066,-0.2823877,-0.36013654,0.0032984116,0.07043481,-0.26120073,0.31533283,0.5372164,0.34687382
19,6.9753904,-7.6327314,2.4752595,-0.6428001,-2.7248268,-2.8298774,-1.0992808,-1.2518495,2.9993508,-2.5392241,0.4679335,-3.466579,-1.8394632,-1.0603294,-2.1753771,-0.96181214,-1.8496891,0.017900832,-0.90114915,5.326418,-1.2207806,-2.1451416,0.7674539,-2.4450788,-2.080697,0.82607144,-0.03500314,1.8775148,0.14373732,0.08191281,0.11271426,-0.2844883,-1.5628238,-0.9919467,-1.2305589,-0.49097726,-0.039548904,-0.32066578,0.24412467,0.2776968,0.4426229,0.4993309,-0.1479544,-0.43870533,0.6176073,0.2503674,-0.044461936,0.55319166,0.16675887,0.62501466,-0.54252493
20,-3.1360226,3.9542441,0.39714053,8.350124,-6.852228,-3.8861833,4.037442,-3.374144,3.255882,-2.5863533,5.6795273,3.130456,1.7294506,-2.7769241,0.12323645,2.4430299,-0.7393996,1.0075588,0.4703032,-1.2207806,8.241642,1.2185612,-1.2543434,0.3065036,1.9711287,-2.4785624,-0.7363494,0.65139544,0.12465289,-0.2268234,-1.0146849,-0.22190797,0.8258662,0.7810457,0.2575075,0.84279656,-0.6130559,-1.0544169,0.40619552,0.27816796,0.19234514,-0.023801541,-0.3564293,-0.3239836,0.5078199,-0.33728772,-0.6073288,0.2463586,-0.84719205,-0.50526047,0.74848366
21,-6.1744676,4.144223,4.4142914,3.289441,2.4120946,0.91089314,4.1413016,0.7539633,-0.7846392,2.9389632,3.1739907,3.9838848,3.520947,1.0889609,-0.8327285,1.0877078,-3.2320864,-1.4868538,2.158326,-2.1451416,1.2185612,7.7069163,0.041923977,-1.6745532,1.4075365,1.5235691,1.3258653,-1.0066553,-1.5424854,0.73579234,0.26077503,1.2975336,-0.3822521,1.4310962,0.40591866,0.28800428,-0.7982086,0.8620217,-0.021185115,0.312788,-0.0095689595,-0.6913768,0.230275,0.25188255,0.099061355,0.5041503,0.77841514,0.20349577,-0.25280815,-0.04408773,-0.02995681
22,2.9280577,-4.393476,-5.759683,-3.5288863,2.0903676,-1.76564,3.0536137,-1.535746,3.2165775,0.72244275,2.679377,0.05257861,0.48218584,-1.8915341,-1.3259615,-0.7448462,0.9385011,-1.5239376,-0.04197571,0.7674539,-1.2543434,0.041923977,6.0268807,1.1066027,-1.7454158,1.6892334,1.9473314,-0.93850523,-0.57601625,-1.404182,0.20027056,-1.1845922,0.37152377,0.17502546,0.9614706,-0.3848964,0.6000885,-0.07023608,0.14831538,-0.09438474,-0.55795825,0.8166167,0.25414655,-0.9674169,0.27066633,-0.28385973,-0.37769997,0.34921682,-0.58575857,0.5586425,0.40637726
23,3.3879094,-0.27793568,-1.4217788,-12.522269,-4.5777173,-0.42196816,-2.3633122,2.5644855,0.84157497,1.6145911,0.40519232,2.3525558,-3.0161152,-4.5692015,1.2440935,-2.521194,3.088164,0.561817,-2.0804336,-2.4450788,0.3065036,-1.6745532,1.1066027,7.314099,1.6652917,-1.1633794,0.4035281,-1.9931929,-0.68967915,-0.6654545,-0.40421468,-0.4481218,0.31084403,1.067924,0.10642789,0.7846985,0.63221765,-0.1829376,-0.18055883,-0.68118286,-0.1399698,-0.053113744,0.4611919,-0.011003632,0.15769622,-0.63732123,0.22338073,0.028221574,0.09330149,-0.23301998,0.43270302
24,-4.358059,7.1122255,5.4621286,-0.7999083,-1.4708015,-1.6193774,1.1173954,2.317597,-1.5072443,-2.5123677,0.06560719,0.7846486,-0.98868644,-0.78524196,2.2273822,-0.44275376,-1.3401341,0.016595623,-0.31711173,-2.080697,1.9711287,1.4075365,-1.7454158,1.6652917,4.6541247,-1.0336866,0.4264923,-0.7021413,-0.6722592,0.20002456,-0.2855054,0.74102974,0.46436912,0.64297366,-0.29427457,0.17330289,-0.287715,-0.43085456,-0.20394492,0.5214807,-0.7838408,-0.26732302,-0.497716,0.7011453,0.42187923,-0.26903948,-0.13475348,0.7780049,0.67963684,-0.17618927,0.0669788
25,0.15557665,-5.09471,1.1302819,-1.1282198,6.8954506,0.5377838,2.122558,-0.59272766,2.9610186,-1.3803096,-0.7067996,0.8098671,-0.9578476,-0.40460962,1.3960836,-0.66841316,0.09526045,-0.66331834,2.1367016,0.82607144,-2.4785624,1.5235691,1.6892334,-1.1633794,-1.0336866,4.7192492,2.1005216,-0.7940347,0.813879,1.0563061,1.7253865,-0.15760379,0.04283663,0.27363643,-0.09151551,-0.3330353,0.16225901,-0.20889696,-0.4845392,0.78456223,-0.009808284,0.23014775,-0.2804612,0.16410407,0.19961217,0.5834817,0.30220348,0.41053373,0.24825457,0.48602563,-0.112966344
26,1.6451012,-3.3146944,-1.3623407,-7.22361,1.4736661,-4.047736,1.0618932,1.3110342,1.5143201,1.5501298,0.31739467,1.1939187,4.356177,-1.2764446,1.7810149,-1.2488564,-0.56717956,1.3876926,1.7068458,-0.03500314,-0.7363494,1.3258653,1.9473314,0.4035281,0.4264923,2.1005216,4.739516,-0.291959,-0.43151248,0.5049788,-0.030154226,0.30334568,-0.8358338,0.31258938,-0.824177,-0.11735974,-0.5423434,-0.6930978,0.6193625,0.6593077,-0.4262157,-0.17081648,0.034517378,-0.4000591,0.029187977,-0.4791038,-0.071760684,-0.061883137,-0.050601088,0.775146,0.14072198
27,-0.25241768,2.3583508,0.9896382,6.669318,-3.563126,-2.5380707,-3.168767,-1.2152424,-2.8247213,-0.8652506,0.5687461,0.4046327,0.164806,0.9515393,-0.029159503,0.38445938,-0.7081121,1.5296066,0.59557724,1.8775148,0.65139544,-1.0066553,-0.93850523,-1.9931929,-0.7021413,-0.7940347,-0.291959,3.4870908,0.6365876,-0.7295617,0.34764504,-0.10435113,-0.40550515,-0.43402487,-0.5822232,0.38312334,-0.35618883,0.46817297,0.056727834,0.063853666,0.17656463,0.41262466,-0.14129573,-0.26587546,-0.08330621,-0.5753143,-0.039960068,0.02806877,0.14438552,1.159648,-0.24595697
28,-4.990773,1.9953144,0.21320376,5.354738,3.3677862,-0.5413133,-1.2000542,-0.8362446,0.76423347,0.25658032,-0.14454868,1.3891823,-3.441081,-2.6929362,1.7012811,2.0568109,0.9992143,1.6353202,0.34097883,0.14373732,0.12465289,-1.5424854,-0.57601625,-0.68967915,-0.6722592,0.813879,-0.43151248,0.6365876,3.3090236,0.10294396,0.47876686,0.43543717,0.35933626,-0.7126151,0.8571955,-0.09957825,-0.19482225,-0.62439626,-0.60055935,0.2368213,0.15666349,-0.22107238,-0.17731404,0.3455494,-0.10792869,0.09353306,-0.009007242,-0.7528043,0.1721211,-0.0069805277,0.029231008
29,-2.8859725,2.8188658,3.6973436,-3.6230555,0.8006202,-2.3365638,-0.7704837,0.5393772,2.5021708,0.3189843,-2.5256736,-1.1550816,1.2861375,-0.7849392,-0.29231685,-1.4507706,0.532454,0.39472973,0.6317172,0.08191281,-0.2268234,0.73579234,-1.404182,-0.6654545,0.20002456,1.0563061,0.5049788,-0.7295617,0.10294396,3.3680212,-0.6237936,0.44272822,0.3698714,-0.5342447,0.35392255,-0.70870954,-0.43525696,-0.3481977,0.34090328,0.72374773,-0.22263667,-0.8869864,-0.00080026814,0.5689639,0.4160497,0.5297847,0.2804991,-0.020009613,0.30200708,-0.20341946,-0.17934978
30,-1.1031128,3.5284877,0.061071392,-1.8536708,3.4192266,1.8859038,-0.78551453,-1.020988,-0.7489358,-2.466971,0.45294896,2.1976962,-0.40140793,0.6017411,1.5132581,-0.35560802,0.027585365,0.1586642,0.9179617,0.11271426,-1.0146849,0.26077503,0.20027056,-0.40421468,-0.2855054,1.7253865,-0.030154226,0.34764504,0.47876686,-0.6237936,2.4768498,-0.13429374,0.6719944,0.35782117,0.025561392,-0.28282332,-0.07573733,0.3444016,-0.6585747,-0.34924358,-0.026264325,1.1774743,0.02429519,0.67210203,-0.06783731,0.2355566,0.49106055,0.3905286,-0.26522273,0.4315209,-0.31176126
