,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,235.54817,-4.444746,43.636017,7.6060195,-14.000567,8.514053,-8.023504,-5.620759,1.2341552,25.168083,-1.3241935,-2.8856726,-16.151371,6.5817223,-8.560881,3.760982,-3.647838,19.003723,7.1705933,-2.3900805,-10.665815,-10.03002,-0.5600736,3.7192726,-0.25876862,-6.4903045,-10.774715,-1.5980413,4.9507923,3.116171,4.3913383,1.2799841,-1.7554073,-2.4821038,4.1128254,-0.9645242,-0.91636825,4.817734,0.29359913,2.6839843,3.437021,0.6111005,-1.2886261,0.93488055,-1.216415,-2.0537539,-0.6321819,-2.2939067,0.6787988,-4.183943,0.97040224,-1.8934268,-0.661891,-0.6840543,1.1301849,2.1635098,2.0144656,1.4459448,-0.9854513,0.9735094,0.91986656,-0.83204055,-0.038739905,1.1420608,-2.3963969,-1.8657582,2.5691795,1.2750554,-1.7476716,-1.7703886,1.079921,1.6792659,-0.035802335,-1.2065033,1.4029762,0.09320639,1.5875992,-0.8645181,0.8701397,-1.6678486,0.23406994,2.171607,-0.21856761,1.1039066,-0.5000845,-1.4436108,-1.4284751,0.54893386,0.332025,-0.5869411,0.33632344,-0.16824457,0.3880809,-1.7995942,-0.20620804,-0.05869012,0.65879095,-0.89366436,-0.015042108
1,-4.444746,55.72268,43.327095,-12.712557,5.494878,16.202816,-5.032874,-10.683363,-2.684885,3.5121012,3.5783305,-2.5070567,3.1661208,-3.5135396,0.98891217,-2.6935282,7.6217165,-0.30589086,-6.146553,-2.368895,1.7090535,3.5700397,0.9945527,0.8561958,-0.009274566,0.3417919,2.054559,0.42049402,-0.5523331,-2.0721278,0.51917255,0.3130511,-0.66237146,-1.801857,2.179618,-0.14876035,1.1206958,-2.0184622,2.0222993,-1.0182304,1.3407441,-0.71354276,1.1564145,1.4601364,0.2654413,0.6019746,-0.26670817,-0.2070437,1.5640551,1.6191688,-0.61711466,1.2233592,-0.41237912,-0.04854341,0.6044626,1.1141226,-0.80091214,0.29745513,0.48095948,-0.3210858,0.42745224,-0.53740436,0.2808866,-0.4502334,0.08512754,-0.118646644,0.18954438,0.121784404,0.93747985,0.08095069,-0.6593723,-0.33236307,-0.10671484,0.048640057,0.0321702,0.41578585,0.60315883,-0.13773832,-0.49234805,0.39405465,-0.5606655,0.4459107,-0.02751781,-0.39406788,0.17702708,0.25726935,0.67940354,0.27133793,0.22447991,0.043950997,0.33058894,0.11789287,0.38103455,0.68654776,-0.023752313,0.0374183,0.08108901,0.19784833,-0.014267487
2,43.636017,43.327095,101.13422,5.630923,15.853668,16.814505,-8.797691,5.4598165,0.31592473,4.3983603,-6.2361374,-2.0215812,-3.6464329,4.327657,4.346388,-2.6230054,1.0877652,-0.25649947,2.079703,-0.5323809,0.6501267,0.65330446,0.044663608,0.59984994,0.7929871,2.1126575,-1.0511892,0.64861107,1.2515826,0.012753202,0.052843306,0.04325783,0.3923941,1.3938013,0.96495396,-1.0286248,-1.1999891,0.06865013,0.36373627,0.41629353,-1.8592314,-2.4066067,-2.2251735,-0.5110457,-0.59754336,0.23872864,-0.65346295,-0.7314385,-0.61627626,0.38977343,-0.6563686,-0.7751876,0.4478538,0.7581317,-0.10255171,-0.23093101,0.16292384,-0.57606536,-0.71448326,-0.14005473,0.17010665,-0.5361203,0.6218163,0.11896281,-0.29973125,0.64307487,-0.8585166,-0.9106822,-0.28589123,-0.17701885,-0.26543206,0.37779275,-0.093592755,0.22430727,0.12892774,-0.49765426,-0.29458553,0.10326779,-0.25323856,0.035255842,0.11014187,-0.3271042,0.4346248,-0.17373683,-0.27629456,-0.05133662,0.046390526,0.25569105,-0.07856877,-0.119430825,-0.27315044,0.13737744,0.00068911863,-0.1960177,-0.09964755,0.22747713,-0.095712245,0.0147477845,0.04427798
3,7.6060195,-12.712557,5.630923,42.242466,-7.7870765,-1.4792805,-15.560682,11.421537,2.0391178,-4.323368,-2.950642,0.6882961,0.053724833,-2.7488158,-4.1500497,-2.4181213,-10.364831,4.1380053,-2.9939075,2.2239232,0.5204568,1.604474,-2.2174463,-0.53846645,2.9767637,0.6185931,0.37223977,-0.26268432,-0.5327114,-0.93211687,0.19631538,1.1869088,-0.95438343,1.0678259,-0.60250354,-0.6620188,0.025917614,1.2751601,0.7989314,0.069803506,-0.7058368,-1.3117388,-1.2183428,-1.5666381,-0.96788317,0.2896179,-1.5883448,1.5910273,-0.7782407,-0.4079252,0.9671748,-0.4080639,-0.11288123,1.0349116,-0.098680705,1.3717542,-0.064771324,0.7961954,0.26194134,-0.71370876,-0.40523008,-0.8311982,0.19270645,0.3645426,-0.041931413,0.56554973,-0.7913979,-1.0669591,-0.04079715,0.11099376,-0.52856123,0.27035815,0.32401377,0.23052116,-0.08152911,0.42738315,-0.17524295,-0.118222065,-0.44243002,-0.5524238,-0.38696015,-0.36424845,0.15758896,-0.49269128,0.031491175,0.13941729,0.15674382,-0.078790694,0.17629501,-0.06183029,-0.087223895,0.4766636,-0.18587974,-0.09337981,-0.30875978,-0.26980066,-0.006078367,0.27837226,0.14843768
4,-14.000567,5.494878,15.853668,-7.7870765,39.65938,-12.6140175,14.871773,7.0624037,0.05731955,0.72479534,-0.4566366,-3.6618333,5.7406206,4.148834,0.8247383,-0.2613048,-0.5317935,2.5322142,0.46714246,0.7556112,2.12563,-0.6796706,-1.2068747,0.25999147,0.21218339,0.9052026,-0.30540335,2.5532422,0.80087185,0.13561869,0.38371852,0.74217796,-1.265477,1.0379425,1.0512469,-1.8343321,0.5747856,0.3678318,1.3448608,0.43554014,-0.3857898,-0.634629,1.8734331,-0.13291076,-0.03548502,-0.86095536,-0.96831703,0.046741754,-0.36433655,-0.05424973,0.3611198,0.38979945,-0.8637949,0.25673324,-0.56024384,-1.2516079,-0.27305025,0.13016295,0.26157218,0.2776571,-0.16464716,-0.08116147,-0.21352935,-0.0020135324,0.36560777,-0.77365774,0.3842113,0.073048174,-0.10939182,0.2819903,0.3946525,-0.33172062,0.6123452,0.14862305,0.40823781,0.57169163,-0.30219275,0.2642504,-0.510167,0.61212337,-0.3140027,-0.6086509,0.032445066,-0.16484913,-0.1560755,0.031856544,-0.3133126,-0.07597923,-0.0071272515,0.17777881,-0.39679286,0.06876815,0.26631504,-0.17650002,0.42970484,0.14942196,-0.11676466,0.3329844,0.014905218
5,8.514053,16.202816,16.814505,-1.4792805,-12.6140175,34.395775,6.9501286,-8.294394,0.58556724,-4.837452,3.5268407,5.83233,-4.79237,-4.98989,1.4628721,-1.6236203,-2.4808512,0.77752423,1.2102712,-2.2191544,-0.16363838,1.114215,-0.10807188,2.7615073,0.425357,-0.3158821,0.0124943415,-1.9713198,-1.0542109,1.2986238,-2.2113156,-1.7900829,-0.3601424,0.8743852,0.3387305,1.3220096,0.015921615,0.1501431,-0.51899964,-0.7930678,0.14546975,0.27977788,1.647865,-0.1218424,0.037316643,-0.3176177,-0.15512118,-0.43966258,-0.091369584,-0.13786167,1.4227891,-0.22406317,0.696889,0.76842225,0.10018697,-0.035121538,-0.7613689,0.3748588,0.2700947,-0.5126815,0.09734544,-0.23127991,0.3517739,-0.68652034,0.6820591,0.9261444,0.29984906,-0.55858004,0.2315659,0.251792,0.054720715,0.25607914,0.22622423,-0.14303589,-0.26532507,-0.3114065,0.089668185,-0.32840663,0.31274578,-0.23770961,0.022970509,-0.3580914,-0.29329616,-0.2814939,0.04145346,0.048633836,0.14198194,-0.11420831,-0.3344204,-0.17995328,-0.3369859,-0.11206218,-0.014153853,0.46846282,0.1884683,0.2424193,0.21283874,0.19853827,0.06428674
6,-8.023504,-5.032874,-8.797691,-15.560682,14.871773,6.9501286,48.35529,-4.965064,7.8748026,1.5786811,-3.491534,0.6275283,-1.6551116,-2.9408417,1.592526,0.419255,-1.3755966,0.9335642,-0.5707035,-0.6188224,-0.2937949,-2.429453,-0.080571726,0.7836187,1.8687413,0.85463965,-0.09118053,-0.5674981,-1.1731725,0.25985122,-0.53117406,0.9879139,0.37925678,-0.35790628,-0.5691197,0.24656847,-0.2962212,0.20109698,-0.2530775,0.43574026,0.110714376,0.09024522,-0.706138,-0.5166644,-0.18034348,-0.25006047,-0.24695334,0.27569708,-0.4266827,-0.6769649,0.6699692,-0.6646735,0.8360741,0.72497046,-0.011134299,0.31087565,0.23847711,0.008088075,-0.032377966,-0.85110545,0.08626814,-0.8660322,0.3946824,-0.2772485,0.2871287,-0.078188226,-0.03618598,-0.22854799,0.12614632,-0.5667504,-0.6214075,0.42628688,0.11627866,-0.06807268,-0.28874815,-0.090953186,-0.10921264,-0.3002055,0.14449571,-0.5047139,0.29896712,0.26435494,-0.056333546,-0.22548738,-0.018273428,-0.18469617,-0.03775251,0.006010836,-0.14049496,0.060875274,0.11139825,0.19990331,-0.14089954,0.019794425,-0.2657652,-0.027995456,-0.014572775,0.025680274,-0.0301948
7,-5.620759,-10.683363,5.4598165,11.421537,7.0624037,-8.294394,-4.965064,41.39302,9.683966,-1.9499767,-3.2561212,-0.8656752,-1.1970536,-2.238648,-2.5676277,2.2203856,3.0440826,0.68439376,0.068066746,-3.6462505,-1.3076484,0.04533928,1.7288914,2.8232296,-0.004983521,1.4604619,0.15254825,-1.065082,-0.14188835,-0.018616084,-0.9405056,-0.33181244,0.52093047,0.22229771,0.02491737,1.3331633,-0.3736049,0.08461796,0.08999857,-0.7134055,0.2302706,1.0427778,0.45894104,-0.09434228,0.110022366,0.033951104,0.09724953,-0.98939705,-0.06769438,-0.08846806,0.45114714,0.044664443,0.8347187,0.44722778,-0.4871351,-0.7290661,0.16555324,0.13242668,-0.56436586,-0.14246085,0.5364192,-0.052409958,0.06274768,-0.5646392,0.4565612,-0.056409657,0.49569702,-0.06050846,0.1979273,-0.1064949,-0.27549732,0.44252646,0.017715953,-0.30604807,-0.17932175,-0.71924907,-0.25787812,-0.2932404,-0.054283593,-0.0252265,0.33248073,-0.19580323,-0.1323941,-0.25430268,-0.24061465,0.044380248,0.13588652,-0.23526154,-0.21625334,-0.12674877,-0.038984068,-0.1639227,0.14181474,0.27193916,0.12800488,0.18454662,0.019582551,0.4085409,-0.07041449
8,1.2341552,-2.684885,0.31592473,2.0391178,0.05731955,0.58556724,7.8748026,9.683966,29.888659,1.1296841,0.081903584,0.5347986,-1.2482214,-1.5334895,3.1359963,-0.09866369,1.3079154,0.5141711,0.071260035,3.2078469,-1.7776644,3.5508728,-1.0208266,0.103561655,-0.6927763,-1.4802401,-0.090237826,-0.94390243,0.97867227,-0.4982938,0.17514125,-3.0074806,-0.23172498,-0.27649197,0.0062423903,-0.40509975,-0.052292638,-0.65524817,-0.48531106,-1.1837454,0.5751869,-0.86127067,-0.17279431,-0.54360217,0.2555018,1.1326742,-0.7476032,-0.3025759,0.36191845,-0.39986044,-0.62774324,0.23995316,-0.86264765,0.07085186,0.8141301,1.3804243,-0.61480355,-0.13154437,0.82991064,0.6330558,0.4228985,0.5533848,0.27541292,0.14476718,-0.3441254,0.7491305,-0.8021513,-0.44611737,0.022761934,0.3631396,-0.012165189,-0.19723639,-0.74312305,0.1547122,0.2919215,0.45642412,0.20310768,0.15250266,0.25715047,-0.41956127,-0.5285634,0.27228338,-0.29521406,0.29579836,0.15536201,0.3360475,-0.49294537,0.09721486,-0.12631029,-0.15619284,-0.18091917,-0.0359151,0.16597314,-0.06424058,-0.17485343,-0.076889664,0.12955967,-0.5464232,0.07341413
9,25.168083,3.5121012,4.3983603,-4.323368,0.72479534,-4.837452,1.5786811,-1.9499767,1.1296841,25.761497,-1.6255541,-2.5210586,-0.4204204,-0.6438389,-6.4095473,0.46305186,1.170343,-0.076774776,1.493979,0.089750156,0.13181701,0.32079396,0.795593,-0.3229228,0.87062716,-0.46467754,3.1902637,-1.7527164,-0.84558266,1.109404,0.348202,0.51040614,-0.40701216,-0.15249659,-0.7369909,-0.271277,0.80753493,0.3500811,-0.34703562,-0.092227,0.45169392,0.906934,0.2835884,0.34223902,-0.5962812,1.3614352,1.2399032,0.69047654,0.5915054,-1.1993477,-0.4973817,0.40056258,0.2907499,-0.110316485,-0.29061937,0.2665869,0.020805318,0.41521114,0.9305073,0.10925619,-0.3771556,0.45598906,0.14419672,0.39671135,-0.3415038,0.43664318,-0.7288122,0.6074755,-0.031080436,-0.28931183,0.39117265,-0.24714983,-0.15773422,0.3381498,0.084007934,0.16040185,0.41272044,0.1895313,-0.2626661,-0.20318213,0.25983682,-0.16047886,-0.017048337,-0.082938455,0.23998524,0.15351596,0.12266901,0.24573514,-0.016127603,-0.05063127,-0.06144288,0.30545747,0.0683099,-0.53955466,0.15619132,-0.21923922,-0.17396253,-0.115915656,-0.16529977
