,0,1,2,3,4,5,6,7
0,840.2055,-0.17989454,0.011546414,0.035733804,-0.039668716,-0.0366586,0.025180707,-0.0010567021
1,-0.17989454,48.48915,-0.46020293,-0.7837061,0.30913424,0.13956887,-0.397382,-0.20346147
2,0.011546414,-0.46020293,6.180852,-1.18079,0.63423586,0.75972235,0.069029406,0.39770588
3,0.035733804,-0.7837061,-1.18079,2.7978423,-0.12665191,-0.7084687,-0.009650781,-0.32326192
4,-0.039668716,0.30913424,0.63423586,-0.12665191,2.2378192,0.30523437,0.7438899,0.4281516
5,-0.0366586,0.13956887,0.75972235,-0.7084687,0.30523437,1.1103365,0.7228759,0.3034473
6,0.025180707,-0.397382,0.069029406,-0.009650781,0.7438899,0.7228759,1.7867621,0.14200896
7,-0.0010567021,-0.20346147,0.39770588,-0.32326192,0.4281516,0.3034473,0.14200896,0.70029235
