,0,1,2,3,4,5,6,7
0,0.01648611,-0.0086955475,-0.061727367,0.056471948,0.10928105,0.010116726,-0.062793575,0.007554486
1,-0.0086955475,0.6096307,0.60586345,1.062999,-0.38441947,-0.17462766,0.5044351,0.2574338
2,-0.061727367,0.60586345,4.167099,1.3773701,-0.848511,-0.97146314,-0.064109385,-0.47456446
3,0.056471948,1.062999,1.3773701,5.250506,0.10748111,0.93606853,0.10192171,0.50378823
4,0.10928105,-0.38441947,-0.848511,0.10748111,2.7255108,-0.39061105,-0.96085185,-0.534833
5,0.010116726,-0.17462766,-0.97146314,0.93606853,-0.39061105,3.9840198,-0.9585657,-0.38003048
6,-0.062793575,0.5044351,-0.064109385,0.10192171,-0.96085185,-0.9585657,1.9618664,-0.20625778
7,0.007554486,0.2574338,-0.47456446,0.50378823,-0.534833,-0.38003048,-0.20625778,2.705875
