,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,142.44345,1.6065224,-42.43182,-20.285046,23.832523,-3.6782374,-24.420195,2.9248455,-5.6259327,-18.223785,-9.648515,13.093196,-7.631301,0.9158633,2.7020721,3.2955508,8.039082,5.9984093,8.330082,6.379555,4.1431656,1.9260576,-1.887924,-0.5397317,2.678621,-2.151553,1.5937481,1.6213424,-1.4135089,1.2981801,-2.2095494,-2.6031857,1.1241722,-2.247703,2.0007477,-0.989607,1.2937322,3.0132241,0.630517,0.085135415,-1.2847676,-0.24585277,-0.45719135,0.22337869,-0.3509044,1.363998,1.990819,0.016495666,-0.28702426,-0.3456028,-0.5157809,0.7293999,0.57081854,0.56990653,-0.5556146,-0.083288014,0.5623406,0.14153908,-0.13324988,-0.14335373,-0.17182449,-0.24321522,-0.36226666,0.19059467,-0.62790614,-0.18153659,-0.5446255,-0.28299576,0.14908853,0.6005809,-0.040048994,0.22691664,-0.40443742,0.068222046,-0.44420618
1,1.6065224,74.38352,-29.9867,-5.503936,1.73664,22.654617,-1.639031,13.359432,11.562647,3.686583,-10.246649,-0.15631738,6.433015,-4.8865223,-3.2660213,1.1515988,1.5566154,0.89793265,-1.0784152,-0.67182845,-5.9651146,-4.9341536,0.69483316,2.9525757,-2.303895,0.1572071,-0.69557583,-2.188788,-0.2886595,-0.52465475,-3.2443547,-0.23622662,-0.15217586,-0.11946877,-1.3645179,0.539223,0.43156743,-0.13794823,-0.6226379,0.03807731,-0.9218857,-0.9317179,0.5268103,-0.30820853,1.2386558,-0.10094385,0.3185138,-0.02989114,0.14010562,-0.7768556,0.761045,0.6243274,-0.040516175,-0.32083142,0.8087442,-0.0037210311,-0.1595889,0.78263056,0.98724806,-0.06612295,0.76016796,-0.28695017,0.21681471,0.42955053,0.8547976,0.1852066,0.4998848,0.098826334,-0.34730476,-0.07029568,-0.3903598,0.13151056,0.6017709,0.102803245,-0.11059281
2,-42.43182,-29.9867,67.64585,21.353863,-15.358383,0.2553519,5.0334096,-3.8274806,-0.48587364,-3.5941615,-0.88012433,-1.1411674,1.4909182,0.47778687,0.48409122,-1.6012343,0.9862269,-2.5734367,-2.1576786,1.453887,-2.13608,0.61192775,-0.6927525,-2.4241366,-1.1237781,0.30696368,-1.4467466,0.08136284,0.9473922,-2.035623,-0.3179736,0.07210168,-1.9242313,-1.8842587,0.084274694,0.8941606,1.1244223,0.5290636,0.6525254,-0.7593217,1.365425,0.16064376,-0.8075277,1.0453024,-1.4397173,0.58598137,-0.9902365,0.7751142,0.8374294,-0.9009644,0.10175772,0.6263099,-0.21528742,0.32136086,-0.78280735,0.31204998,0.6203231,-0.810486,-0.71409667,-0.3225549,-1.1104697,0.1625174,-0.22600196,0.07752921,-0.4711027,-0.50539684,-0.21948662,0.1317184,0.20291819,0.20144948,0.22824201,-0.21398976,-0.2720518,-1.3204696,0.12635404
3,-20.285046,-5.503936,21.353863,27.51077,-4.1715665,0.13948189,8.360338,6.8407917,5.6474743,-3.3365822,2.8459451,3.2075844,1.1992123,0.70839775,-0.90153587,-1.6396568,-2.8851748,1.2520083,1.5201879,0.38515586,-0.4072497,-3.8639865,-0.9417536,-0.6292847,-0.16805589,-1.2011509,-0.43448442,0.45143417,0.8043905,0.3240897,0.049933434,0.7772491,0.77676827,-0.42132023,0.9403957,0.4111551,-0.50882775,0.60621834,0.7574487,-0.37818444,-0.23610583,-1.0211811,-0.35960114,0.51188034,-0.07153426,-0.07705376,0.17220972,0.13713121,0.8320047,0.70162636,1.024508,-0.8821361,0.8061254,0.07399912,0.026858428,0.17444673,-0.19702275,-0.2196736,-0.31850585,0.04257191,-0.14761811,0.2973612,-0.14971325,-0.39118272,-0.6009152,0.10802773,0.018738404,-0.1202485,0.53684974,-0.17666578,0.28528094,0.15866795,-0.40454352,0.053022735,-0.086488575
4,23.832523,1.73664,-15.358383,-4.1715665,16.808413,1.3160118,-7.406973,0.17126295,-0.43220606,-6.6514215,2.2656274,1.4467967,-1.1705923,4.0563912,-2.417763,0.039705433,-0.5814028,0.34390208,-0.2423751,-0.46946883,-1.6827947,-0.15894496,0.081859514,0.81994,0.81630945,1.3824574,-0.8621521,0.030801423,-0.10205175,0.1823079,0.27781284,0.7643001,1.0953391,0.10884796,0.4511686,-1.0828443,0.0783661,-0.012380436,0.15964167,0.57119286,0.3151593,0.027696896,-0.8611724,0.047506016,0.21429409,0.5599948,0.19856164,-0.39640176,0.7314505,0.30031997,0.012132184,-0.12589312,-0.19193548,-0.16161019,-0.46242887,-0.41860783,-0.39267457,-0.52515066,-0.25618625,0.5315378,0.45896938,-0.096908614,0.20882942,-0.5650706,-0.19494659,0.19825847,0.08654196,0.0067830123,0.34471568,0.22687867,-0.13398385,0.3752689,-0.06308096,0.29171896,0.13182323
5,-3.6782374,22.654617,0.2553519,0.13948189,1.3160118,27.863466,-5.5401917,-1.3420699,8.663329,2.387134,-2.6087718,-1.465122,1.9718027,1.3687366,-4.2085257,0.7347691,1.4503344,3.0863976,-0.5478612,2.338025,-0.77908456,-0.27628785,-0.28385615,-0.5218344,-0.9432596,-0.26565942,0.85670674,-0.25078732,1.1043575,0.4359841,-0.20342466,0.9146066,-0.810784,-0.1995239,-0.49125662,0.47649765,-0.29576504,-0.25335705,0.13710296,0.5593256,0.3772072,-0.16683258,-0.9734643,0.9384558,-0.10004796,-0.26024103,-1.0178053,0.253379,-0.57983935,0.100223735,0.5549253,0.29295322,-0.28671357,-0.6528405,0.052438848,0.4742356,-0.41382653,-0.3839295,0.03969996,-0.69324857,-0.10965395,-0.15714729,0.292351,-0.14600375,0.31229335,0.11935949,-0.28294706,0.1186295,0.006365153,0.12811315,-0.086433806,-0.114186496,0.03285943,-0.5208905,0.43478057
6,-24.420195,-1.639031,5.0334096,8.360338,-7.406973,-5.5401917,23.987518,-3.2550578,-0.22759075,4.2623706,0.9978646,2.803454,0.561704,2.7661924,1.9888225,4.1709204,-0.6037406,2.9410958,1.0481255,-0.8603959,-0.45304567,-1.7343903,0.37419426,2.4350197,0.018638164,0.4679385,-0.7039304,-0.44967628,0.08245456,-0.104584634,-0.9507687,0.15070847,0.2836683,0.08364126,-0.1673076,-0.14012602,-0.2976786,-0.2871365,-0.14923528,-0.23550662,-0.40795365,-0.067047656,0.22124094,-0.20137283,0.8293047,-0.09433176,0.1633713,-0.17757708,-0.16336775,0.29652518,-0.23850316,0.26148522,-0.225052,-0.03950739,0.38663137,-0.14719397,-0.06675423,0.35716408,0.58797616,-0.29680085,0.5000228,0.037233964,0.024230924,0.047650404,0.17613387,0.37412405,0.15618989,-0.24526681,-0.022019204,0.2540853,-0.16425434,0.0021279207,0.14967108,0.37133121,-0.15815938
7,2.9248455,13.359432,-3.8274806,6.8407917,0.17126295,-1.3420699,-3.2550578,22.179562,-2.2477474,2.2191663,-0.6136703,-0.27946827,0.99023557,0.279499,-0.93937874,-0.7299098,-1.1533104,-0.26744413,0.65900993,-0.12816283,0.10155457,-0.92191076,0.18081562,-0.50416136,-0.81880873,-0.07036584,-0.59009147,0.28756723,-0.0054766536,0.081583895,-0.2106229,-0.40910488,-0.16228257,-0.6162843,0.49347246,1.0547031,-0.38041037,0.5025336,0.16157952,0.07444633,-0.15440318,-0.23491853,-0.067326464,-0.3241939,-0.59105873,0.20154056,-0.8142221,-0.73299146,1.1304111,-0.03564246,0.5719762,-0.054806706,0.39891458,0.043571323,-0.022636432,0.12836537,0.17094785,0.5619649,0.08323817,-0.089408025,0.27984273,-0.1706624,-0.31314236,0.46156096,0.18676656,-0.08585887,0.2258151,-0.32384342,0.10814679,0.1415579,0.09164639,0.75910795,-0.11663309,0.1201451,-0.38490903
8,-5.6259327,11.562647,-0.48587364,5.6474743,-0.43220606,8.663329,-0.22759075,-2.2477474,13.729258,-3.6241417,-1.7194148,1.8258944,0.6710055,-0.46618643,-0.831494,-0.6720346,-1.7604685,0.23909125,0.7845228,-2.678236,-0.2343805,-0.74419475,-0.32595158,-0.996238,-0.8025381,1.103915,0.7649059,0.57052064,-0.5718552,0.23829462,0.1958667,0.35040566,-0.15352012,0.25512788,-0.44274038,-0.42987955,-0.29350075,0.07038975,0.28407744,-0.2582788,-0.5029595,0.5181632,0.04225491,0.23576853,0.44544345,-0.50704265,0.3317837,0.85383856,0.13606891,0.26660785,0.38277686,-0.09508707,0.054936275,-0.24659163,0.4204623,0.7131931,-0.57007337,-0.030847164,0.39861366,-0.11227995,0.3485941,0.11855465,0.07614735,-0.034084238,-0.070669994,-0.18525359,-0.18247378,-0.14642613,-0.07412441,-0.21862674,0.13682756,-0.5232317,-0.260328,0.09326787,0.026783627
9,-18.223785,3.686583,-3.5941615,-3.3365822,-6.6514215,2.387134,4.2623706,2.2191663,-3.6241417,15.098275,1.6291468,-2.4833431,-0.89392996,-0.28305376,-2.750917,0.43699414,0.7104616,-0.7698377,-0.27714288,0.78771746,0.9177353,0.12706217,0.25117832,-0.3547268,1.1886142,-0.4493521,0.2451824,0.33224243,0.46938473,1.1683831,0.07181172,-1.0335851,-0.1207531,0.7132,-0.7338902,0.260963,-0.73676014,-0.51700485,0.0032862008,0.03848482,0.17992023,0.10978962,-0.26817945,-0.15623268,-0.008390319,-0.05118663,-0.26057705,0.117696404,-0.82213616,-0.07367375,0.16766214,-0.11241364,-0.21513441,-0.23581806,0.5949887,0.010124179,0.17247346,0.27641088,0.0127792,0.18589532,0.37090918,-0.067996204,-0.11307278,0.1288763,0.69842184,0.06462717,0.053193145,-0.09893252,0.12643915,0.080835804,0.06345876,-0.13261402,0.072033614,-0.10491321,0.0059658755
