,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
20,-0.32935667,0.1264785,-1.2394078,-0.937837,0.9997994,0.34974825,0.682636,0.75142217,-0.51754093,0.6134835,-0.35919386,0.18644014,-0.06673403,0.09201588,1.4492338,-0.033939146,0.3576969,-0.05529861,-0.004149139,-0.04120218,0.14276314,0.011890482,0.049329735,-0.092800334,-0.10308014,0.08176531,-0.017380493,0.04252491,-0.08106208,0.017754052,0.026388653,-0.04488987,-0.010891071
21,-0.093651116,0.33030218,-0.29148564,-0.11505555,0.14049168,0.018712986,-0.054001767,0.031576894,-0.033184946,-0.07247488,-0.08268233,-0.06572309,-0.101261675,0.16874915,0.12879117,-0.019029003,0.028724547,-0.010364593,-0.0056631854,-0.008564519,0.011890482,0.0037200716,0.0011740611,-0.0040453854,-0.0065697953,0.004551974,-0.0032844718,0.005365854,-0.006289025,0.0020028967,-2.195812e-05,-0.0043327194,0.0016504244
22,-0.15423724,-0.23556182,-0.24597423,-0.1998367,0.33683512,0.11181891,0.30432633,0.31570637,-0.2399762,0.27729824,-0.01079832,0.3025558,0.015622129,-0.16479722,0.50135815,0.014153553,0.11668392,-0.012996327,-0.0311969,0.00067645404,0.049329735,0.0011740611,0.018435277,-0.03486695,-0.034758177,0.028882585,-0.0016214373,0.010563806,-0.029697172,-0.00036107004,0.012029795,-0.013501661,-0.005992918
23,0.0883512,0.32228017,0.54207444,0.54847884,-0.5572146,-0.25504142,-0.5152719,-0.54730076,0.35445696,-0.49603513,0.10911162,-0.33160228,-0.0046176277,0.17160593,-0.9344809,-0.0050252927,-0.22913304,0.028023323,0.017401949,0.013951134,-0.092800334,-0.0040453854,-0.03486695,0.06440494,0.06773168,-0.054809444,0.0073394394,-0.023743223,0.053986415,-0.007180784,-0.020431105,0.02748581,0.010209369
24,0.3308214,0.13143434,0.75664026,0.5798894,-0.763251,-0.21146835,-0.6106273,-0.55537194,0.43611854,-0.47174126,0.11433129,-0.34009972,-0.026426481,0.058667846,-1.055205,0.0013142228,-0.24652973,0.036467575,0.05150839,0.012372319,-0.10308014,-0.0065697953,-0.034758177,0.06773168,0.07133832,-0.057949305,0.0076724887,-0.026338037,0.06048605,-0.0036530532,-0.021266755,0.029880937,0.0087776
25,-0.1676135,-0.11249103,-0.5857289,-0.45999524,0.52555084,0.19343072,0.41187537,0.47436455,-0.32116067,0.3692472,-0.11482005,0.25345206,-0.007307062,-0.10453833,0.82483155,0.00086130854,0.1983832,-0.02711958,-0.028406508,-0.011240459,0.08176531,0.004551974,0.028882585,-0.054809444,-0.057949305,0.04682774,-0.00633609,0.02098409,-0.047676116,0.004629343,0.017238103,-0.0238631,-0.007823655
26,0.12968022,-0.21700037,0.18408173,0.18209273,-0.20867293,-0.0024885633,-0.123672344,-0.09635909,0.07246842,0.035041977,-0.010954188,-0.12206211,0.018321713,-0.14457071,-0.19810624,0.008210555,-0.033877008,0.01124767,0.041285273,-0.0009823167,-0.017380493,-0.0032844718,-0.0016214373,0.0073394394,0.0076724887,-0.00633609,0.00081974955,-0.00424271,0.0105198175,0.0037343823,-0.0020819586,0.004329042,-0.0011706954
27,-0.20626959,0.33683145,-0.46196964,-0.28878564,0.38938487,0.051824022,0.19493166,0.24129003,-0.17524077,0.054066025,-0.10447747,0.07727721,-0.012082263,0.13636354,0.44745636,-0.014887354,0.09765456,-0.021030266,-0.037682943,-0.0073840967,0.04252491,0.005365854,0.010563806,-0.023743223,-0.026338037,0.02098409,-0.00424271,0.011959224,-0.024784178,0.00013064034,0.006635066,-0.012432836,-0.0008532702
28,0.1313273,0.028775387,0.7349739,0.47703415,-0.5115466,-0.23943765,-0.25673068,-0.37923828,0.29508692,-0.36988196,0.2104469,-0.06795463,0.14112964,-0.0046999278,-0.8062905,0.01858623,-0.20715389,0.029871844,-0.015242323,0.0264173,-0.08106208,-0.006289025,-0.029697172,0.053986415,0.06048605,-0.047676116,0.0105198175,-0.024784178,0.045536827,-0.012747176,-0.015241479,0.025898831,0.007013029
29,-0.24901633,0.21833414,-0.050270483,-0.15974793,0.31990302,-0.047209762,0.3148617,0.18325782,-0.10704554,-0.018680938,0.081159875,0.37201804,0.15913938,0.073591225,0.22300121,0.0101169795,0.021601181,-0.009672726,-0.09568764,0.017678702,0.017754052,0.0020028967,-0.00036107004,-0.007180784,-0.0036530532,0.004629343,0.0037343823,0.00013064034,-0.012747176,-0.013442092,0.0038412076,-0.001965459,0.0010118189
30,-0.0005259393,-0.24225877,-0.12504432,-0.12898251,0.13279083,0.10548017,0.14488034,0.14415798,-0.08832973,0.21321139,-0.034923725,0.10806043,0.0020517856,-0.12741405,0.25613093,0.006496205,0.068652555,-0.005152667,0.009365821,-0.0047347527,0.026388653,-2.195812e-05,0.012029795,-0.020431105,-0.021266755,0.017238103,-0.0020819586,0.006635066,-0.015241479,0.0038412076,0.0067080827,-0.0080532525,-0.0042846454
31,0.10192421,-0.03207036,0.4220462,0.29046434,-0.32454485,-0.095174216,-0.20721488,-0.22395852,0.15238786,-0.14419395,0.041851543,-0.1440542,0.0788356,-0.07780539,-0.46330678,0.009562344,-0.106988154,0.018768169,0.024553657,0.008222139,-0.04488987,-0.0043327194,-0.013501661,0.02748581,0.029880937,-0.0238631,0.004329042,-0.012432836,0.025898831,-0.001965459,-0.0080532525,0.0132921655,0.0024433234
32,-0.016767398,0.25594378,-0.05745677,0.015778221,-0.033040047,-0.033311654,-0.13890536,-0.108539805,0.046951722,-0.1348107,-0.03647217,-0.14708005,-0.062360436,0.15439717,-0.1065336,-0.015365515,-0.025839873,-0.0012057277,0.0066093206,-0.0046670777,-0.010891071,0.0016504244,-0.005992918,0.010209369,0.0087776,-0.007823655,-0.0011706954,-0.0008532702,0.007013029,0.0010118189,-0.0042846454,0.0024433234,0.0030876573
