,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,244.61266,15.210151,19.274933,3.801433,-34.069714,21.99445,22.88732,16.934721,13.365809,8.073677,3.5810952,15.640758,14.132786,18.308804,6.5058107,3.7576766,2.7206407,4.3597965,-1.4771695,-6.712904,3.5678055,-7.175078,-2.3811688,4.04976,-5.247587,-0.41949755,1.216788,1.8348801,1.0822647,-2.1817536,-0.34768605,3.4287438,2.5016441,2.16678,-1.4094771,-0.7217363,2.4070768,-0.8268945,-0.22884287,-0.5055202,2.7537522,0.035655595,-0.071641326,0.026868155,-0.029912332,-0.00025388645,-0.024089936
1,15.210151,148.76253,-26.64998,19.755987,-6.745988,0.78536797,-20.826908,-16.018852,-18.79443,8.359266,-12.551906,3.1652448,3.2796092,8.474532,-3.9725614,0.5247302,-1.1955357,-1.266361,-3.7961788,-5.45899,2.0632372,5.6814337,-3.8304253,1.3009236,-0.999764,-4.127268,-1.7145311,-2.567615,-0.71760553,-2.8344307,1.2685707,1.6260108,0.29785877,-0.1746301,0.96515095,-0.19791529,0.796603,-0.37028927,0.86546195,-0.10893881,1.1257317,-0.0018431336,-0.024747483,0.00022497658,-0.010448758,-0.00471561,-0.0061106123
2,19.274933,-26.64998,103.10138,3.5151665,10.654066,5.25162,5.6173325,19.559782,-15.334872,-1.5010564,-8.964034,-9.916803,-8.187,2.748364,-10.425954,0.7378838,2.7557592,-3.271089,-4.1134014,1.6960831,1.2284522,-1.8922027,-6.9778585,-2.3156857,-2.8757849,-2.1506264,-1.316156,-3.8933625,-1.5339034,-2.829421,-1.3122393,-1.3318006,0.041539546,-0.2643887,0.38042867,0.3734475,0.6895418,-0.569165,0.5903728,0.1696626,0.8926808,-0.0077069597,0.0026199264,-0.0047055776,-0.0004363577,-0.0013914771,7.0608614e-05
3,3.801433,19.755987,3.5151665,117.948975,4.1597996,0.74610865,7.294628,8.986214,4.3438897,-2.276172,-3.1432674,-5.914796,1.5941991,-2.9598713,2.355523,4.8035994,-2.0712452,-1.7832282,0.90376675,2.9096162,0.36509824,0.5793458,3.9417398,-0.16430727,-0.7077894,1.8467687,-2.9204674,0.37585324,1.6485467,2.0813618,0.5345633,-0.5675608,-2.104049,-0.8426552,-0.23883584,-0.11393626,-0.75411254,0.49133343,-0.2507822,-0.18728751,0.019721724,-0.014483797,-0.013336391,-0.006372857,-0.0068984227,-0.006272277,-0.0034632015
4,-34.069714,-6.745988,10.654066,4.1597996,90.274055,13.355208,3.9268627,-4.584835,1.3238986,9.886009,1.2935989,1.675684,0.22476807,8.358692,-0.5561722,0.042489745,-1.3462131,2.4171958,-3.4336944,-2.6674879,0.20657206,0.37934875,2.2981687,3.507894,-0.074333,-0.51483333,-0.68238497,-1.2134472,0.72524035,0.57909334,0.54132,2.519063,1.5831378,0.4420561,0.053194642,0.020158984,0.20116632,0.17802718,-0.3164243,-0.099988826,-0.6017391,-0.002765031,0.011783419,-0.0023643214,0.0045894864,0.00054517435,0.0040368615
5,21.99445,0.78536797,5.25162,0.74610865,13.355208,41.080532,1.3690994,-11.25728,11.654717,6.3446946,-7.6882563,2.662867,-1.6742432,-5.593071,-0.2960106,-0.36213037,-5.4361815,-3.2157369,1.4028208,1.8599124,0.48762316,-0.5187155,-3.974662,-0.7841505,-1.8509984,-0.048737302,1.9781587,2.8379338,2.114763,-1.339782,-0.9132291,-2.7903352,0.79598254,-0.17338853,-1.4563518,-1.0576289,0.63780355,-0.45789915,0.05889854,0.18940827,1.3526733,0.0285731,-0.02637226,0.018308535,-0.0067262454,0.0062464243,-0.008247676
6,22.88732,-20.826908,5.6173325,7.294628,3.9268627,1.3690994,39.639736,-11.564422,-5.8440933,-11.803982,5.1760216,0.27278915,0.03960626,1.9889206,6.86693,-0.97669184,-0.4188015,2.4620223,-0.9640659,-1.1510937,-0.36655837,4.9718447,-0.7139511,-1.1198058,-0.17628238,-1.2278717,-1.3352022,1.1733832,-0.45521733,0.07069315,1.2440008,0.2789535,-0.029517725,-0.1484597,-0.43812475,0.2733936,0.1902256,-0.057749145,0.23027465,-0.37160474,0.7621559,-0.005686517,-0.012565713,-0.0023063216,-0.007596072,-0.0051167356,-0.0038971757
7,16.934721,-16.018852,19.559782,8.986214,-4.584835,-11.25728,-11.564422,31.675587,0.574106,8.711136,0.32621613,3.762483,-5.2797174,-3.0653186,1.3447692,-3.0319257,1.4872801,0.24074,-1.338801,-2.6121826,1.710449,-0.02409663,2.8992395,1.4536154,1.0928106,-0.1730215,0.15946051,0.44601122,-0.31147116,0.12331276,1.2660166,1.488425,0.13475148,-0.3158121,-0.37569922,-0.2606357,0.013446429,0.08093624,-0.051869713,-0.042713907,-0.1508981,-0.011793785,-0.008782826,-0.005756911,-0.006044455,-0.0056110313,-0.0027921307
8,13.365809,-18.79443,-15.334872,4.3438897,1.3238986,11.654717,-5.8440933,0.574106,33.76791,0.5631894,-2.7760787,-0.17826614,3.6798306,-5.7400045,-2.6240792,4.707369,4.213606,6.6031303,0.68878174,-0.6327014,1.7146615,0.46441647,-0.3646322,0.10727711,0.78091043,-1.3634399,0.4261605,-0.68130875,0.030890694,-0.97309804,0.081088215,-0.29867336,-0.4776536,0.07525057,-0.0038148295,0.4767763,0.14047596,0.13031179,-0.33830798,0.049340658,-1.1191955,0.0022483466,0.023403484,-0.0018346382,0.010526579,0.0039364304,0.007090194
9,8.073677,8.359266,-1.5010564,-2.276172,9.886009,6.3446946,-11.803982,8.711136,0.5631894,24.239683,6.852228,3.2676435,1.9814832,-0.56250197,5.4070807,-2.0490737,1.437099,-0.6800921,-1.1220312,2.3441157,-1.8294258,1.8387104,-1.1482043,-2.5127225,-0.24761552,0.84530234,-2.0702767,0.7534297,-1.2437413,-0.5314548,-1.3845232,-0.37857813,-0.71180165,0.1704619,-0.6553407,-0.14808026,0.011336083,-0.22041792,0.072278604,0.33145797,0.6463527,-0.004332076,-0.01724752,0.00027161045,-0.0072113182,-0.003421326,-0.0061756596
10,3.5810952,-12.551906,-8.964034,-3.1432674,1.2935989,-7.6882563,5.1760216,0.32621613,-2.7760787,6.852228,24.185667,2.5981865,8.089171,-0.3832267,-2.8654134,1.710084,1.491638,-3.923263,-0.14331365,1.684583,-0.61727035,0.9651226,0.31335765,-0.34740227,-0.31371915,-0.6587976,-2.514306,-1.3154038,1.8757207,0.55529416,1.663311,-0.06479929,-0.77313256,-0.8266059,-1.0726244,-0.572286,-0.3061123,0.21181345,-0.57431144,-0.13683414,0.4624248,-0.003861824,-0.0072100535,-0.0016834405,-0.0032981304,-0.0037583397,-0.0024263929
11,15.640758,3.1652448,-9.916803,-5.914796,1.675684,2.662867,0.27278915,3.762483,-0.17826614,3.2676435,2.5981865,16.143295,-9.26189,3.20297,-0.7740865,3.409062,-0.42129627,-0.65334785,4.021348,0.297225,0.17566204,3.1539817,1.0345974,1.2633636,-1.6620286,0.24692312,0.52461684,1.4983101,0.34587556,1.5704194,2.2991962,0.1438396,0.2298913,0.65948164,-0.49433792,-0.06395112,-0.05697827,-0.014578402,-0.11061522,-0.42177415,0.04550995,-0.001324161,-0.005495441,-0.0002534833,-0.002892437,-0.0017854553,-0.0013083498
12,14.132786,3.2796092,-8.187,1.5941991,0.22476807,-1.6742432,0.03960626,-5.2797174,3.6798306,1.9814832,8.089171,-9.26189,16.166878,-0.55268705,0.5026355,-1.4262276,0.43645316,-0.13812278,-3.4119463,0.44248915,0.55192953,-4.030756,-0.501722,1.7631406,0.15716374,0.58791554,-1.0694346,-1.7682755,-0.15285276,-0.4511348,-0.5142324,0.7049481,0.66150236,-0.39067286,-0.19983287,0.05991169,0.5860768,-0.2555453,0.43642125,0.24848977,0.097743094,0.0024800985,-0.0051736506,0.0022681667,-0.0024087236,-0.00017138918,-0.0020162454
