,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,275.60602,-93.83672,-12.400554,16.321793,20.17554,20.84511,-13.498106,-7.909774,1.1187037,-24.50506,4.0959463,-18.316774,8.441114,-8.709816,-7.86244,14.113058,0.0025299098,-9.6277,-3.0289063,-2.6006088,-3.9182782,2.8206203,0.4478961,1.7975054,-2.5112133,-0.24661353,1.1860449,-1.585221
1,-93.83672,154.6238,15.826136,10.377272,39.469444,18.659348,18.692484,-8.574791,-4.232715,-19.182228,1.060191,8.238178,9.553938,1.6432645,-9.305003,3.404047,-2.9504118,-2.499178,-0.5377641,-1.3860062,-1.3011701,0.74406004,-0.5066922,0.7372408,-0.51786196,2.0444417,3.6630678,1.4207695
2,-12.400554,15.826136,77.499275,-6.7262263,0.19402409,26.608143,-34.606262,6.5454574,11.28466,-6.8940763,-4.946603,-4.7132926,12.100438,0.6854455,-0.847628,-10.273262,-6.1280613,2.7931702,-0.42824224,1.8406126,3.0969968,-0.029430265,-1.134314,-5.2511706,-0.98186314,-0.6395794,-1.8733559,0.60462606
3,16.321793,10.377272,-6.7262263,41.947067,-23.232811,3.5273442,14.411467,-21.239405,8.921017,-12.850517,2.1893873,-7.2427063,-2.8720727,10.5139065,-1.9399359,-1.5628095,-3.4254012,-4.060054,-2.842467,4.248785,0.591082,0.1540062,1.159407,-0.37949866,0.31326532,2.022422,1.4189212,-0.09664937
4,20.17554,39.469444,0.19402409,-23.232811,46.166664,7.8197823,-4.3485165,11.284168,-11.016911,-2.2055004,1.2345821,2.2154694,6.724409,-9.532581,-5.7545004,8.138427,1.4900961,-3.139906,2.198704,-4.210574,0.34034687,-0.507723,-0.89648294,2.7443075,-1.1958582,-0.18843801,2.3039236,1.1480432
5,20.84511,18.659348,26.608143,3.5273442,7.8197823,57.20051,-23.358612,-24.059917,7.459731,0.79418814,-0.18406619,8.231743,-5.8488617,-0.013682783,-3.4752154,4.698848,0.6350484,1.558156,3.1103175,0.2751535,-1.7700976,1.1934464,0.2705137,1.5892484,-0.917398,-1.5971394,-0.049664553,-0.7355487
6,-13.498106,18.692484,-34.606262,14.411467,-4.3485165,-23.358612,34.256466,-0.35433298,5.5152063,-6.873708,-1.9955802,-1.2379882,1.834018,3.122369,-0.19345498,3.9778886,1.7906944,1.1619699,-1.8905411,-2.6880977,-3.7580853,0.8139487,-1.3861868,1.7072701,-0.28057727,0.7218841,0.44531238,-0.7472889
7,-7.909774,-8.574791,6.5454574,-21.239405,11.284168,-24.059917,-0.35433298,28.062489,-1.4206792,2.8129995,-6.3264675,-2.9544,9.147442,-2.3677845,0.6150949,-0.71470135,-2.121286,-0.876629,0.13324112,-2.3652952,1.9535112,-3.238873,-2.0711381,0.043785777,-1.0362103,-0.11715652,-0.8619183,0.20592956
8,1.1187037,-4.232715,11.28466,8.921017,-11.016911,7.459731,5.5152063,-1.4206792,24.416323,-0.30311656,-8.251064,-4.838748,2.557927,4.970769,0.23013708,1.9053295,0.0038264329,4.5900507,1.6012685,-2.5909023,-0.16110039,-0.73012483,-3.5359387,1.1817658,-2.1364126,-0.7231482,-0.81580406,-0.3225339
9,-24.50506,-19.182228,-6.8940763,-12.850517,-2.2055004,0.79418814,-6.873708,2.8129995,-0.30311656,17.823284,-0.9281131,4.73234,-8.158352,0.06026885,2.6175804,2.075944,0.78237057,-0.6663358,4.632367,0.10673545,2.070825,-1.7202549,-0.26595974,0.8442281,-1.2786477,0.16039783,-0.2805638,0.6930055
10,4.0959463,1.060191,-4.946603,2.1893873,1.2345821,-0.18406619,-1.9955802,-6.3264675,-8.251064,-0.9281131,6.6815476,-1.1561167,-2.7090049,-2.6567402,0.12452772,-1.8769293,1.6809862,-0.4697939,-0.6435413,1.4571596,0.87613326,2.006635,1.8392388,-0.9264992,1.4163784,0.3096814,1.134767,0.945217
11,-18.316774,8.238178,-4.7132926,-7.2427063,2.2154694,8.231743,-1.2379882,-2.9544,-4.838748,4.73234,-1.1561167,10.819219,-3.0145187,-0.5170321,0.7460116,2.1028595,-0.2364968,-0.03962434,0.743332,-0.34864712,-4.8418045,0.596161,0.55197734,-0.35539654,-0.77289975,-0.11145367,-1.7500353,-1.7955852
12,8.441114,9.553938,12.100438,-2.8720727,6.724409,-5.8488617,1.834018,9.147442,2.557927,-8.158352,-2.7090049,-3.0145187,8.957184,-1.4335908,-1.0421193,-0.97442436,-1.4350522,0.75870514,-1.6454959,-1.6471052,-1.2321192,0.57328767,-1.1349585,-1.364221,-0.6244197,-0.032728307,-0.60737574,-0.23088813
13,-8.709816,1.6432645,0.6854455,10.5139065,-9.532581,-0.013682783,3.122369,-2.3677845,4.970769,0.06026885,-2.6567402,-0.5170321,-1.4335908,5.731202,-0.23827028,-0.20883317,-2.8903103,-2.422799,0.0910362,1.616893,0.8900219,-2.0592318,-0.22777823,0.28048706,-0.6820981,0.8978276,-0.08523936,-0.34701353
14,-7.86244,-9.305003,-0.847628,-1.9399359,-5.7545004,-3.4752154,-0.19345498,0.6150949,0.23013708,2.6175804,0.12452772,0.7460116,-1.0421193,-0.23827028,1.7680479,-1.4709009,0.59607935,1.4902205,0.03727918,0.07049,-0.57004046,0.73344445,0.107440695,-0.87087107,0.14060032,-0.19552757,-0.71265006,-0.10757934
15,14.113058,3.404047,-10.273262,-1.5628095,8.138427,4.698848,3.9778886,-0.71470135,1.9053295,2.075944,-1.8769293,2.1028595,-0.97442436,-0.20883317,-1.4709009,5.5934567,0.32186872,-1.6088946,1.6034753,-1.6635268,-1.604804,-0.6893131,-0.84223616,1.9144897,-1.5005008,0.13612038,0.20086676,-0.50593793
16,0.0025299098,-2.9504118,-6.1280613,-3.4254012,1.4900961,0.6350484,1.7906944,-2.121286,0.0038264329,0.78237057,1.6809862,-0.2364968,-1.4350522,-2.8903103,0.59607935,0.32186872,3.852795,3.8926435,-0.09823342,-1.370522,0.14959228,1.2118887,-0.102518156,1.2734803,1.3670874,-1.3214688,0.4666068,0.34813672
17,-9.6277,-2.499178,2.7931702,-4.060054,-3.139906,1.558156,1.1619699,-0.876629,4.5900507,-0.6663358,-0.4697939,-0.03962434,0.75870514,-2.422799,1.4902205,-1.6088946,3.8926435,6.7688584,-0.7392013,-1.9206774,-0.77580893,1.7350705,-0.73927915,0.5094214,1.4726799,-1.9362211,-0.5013512,-0.08894313
18,-3.0289063,-0.5377641,-0.42824224,-2.842467,2.198704,3.1103175,-1.8905411,0.13324112,1.6012685,4.632367,-0.6435413,0.743332,-1.6454959,0.0910362,0.03727918,1.6034753,-0.09823342,-0.7392013,1.7959349,-0.29570907,0.40328723,-0.44261187,-0.40376246,0.36043966,-1.0003221,0.24458674,0.09438235,0.2777288
19,-2.6006088,-1.3860062,1.8406126,4.248785,-4.210574,0.2751535,-2.6880977,-2.3652952,-2.5909023,0.10673545,1.4571596,-0.34864712,-1.6471052,1.616893,0.07049,-1.6635268,-1.370522,-1.9206774,-0.29570907,1.8902459,1.1830208,-0.49017262,0.90557456,-0.6133503,0.34159902,0.5835266,0.24378204,0.20948729
