,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,404.90262,8.934853,-23.859573,40.397858,3.3687663,3.9633527,22.013466,15.1097145,25.974777,6.544923,-0.52334654,27.557709,-7.0200205,-11.497078,-3.353034,-20.429655,0.3749077,-11.280027,-6.6979074,-1.2377179,2.2894983,9.290907,12.036856,-4.584349,2.1368878,0.53706896,-5.761903,-0.5372391,1.7840233,2.2141411,-0.13863379,2.412443,-4.733017,3.421848,-2.312233,-1.1142185,-0.98355675,-4.0240574,-0.19884631,4.8050555e-07
1,8.934853,182.66203,2.5813828,-30.220476,13.90346,-11.381425,-8.523842,-18.12562,25.50448,5.1128554,-10.7249565,-1.9752307,0.9432063,-4.1567483,-4.2739325,-2.4087114,-6.659052,-1.3490458,-2.3707786,7.288458,0.22044867,0.64956653,-2.2709332,-2.273014,-1.0148467,0.5466223,2.010261,1.1016626,0.54255974,-1.3794782,0.3542496,-1.8767787,-1.2562616,0.24176092,0.58555806,0.60962534,1.6791523,-0.48847756,-0.18311727,-1.24810295e-08
2,-23.859573,2.5813828,56.77891,15.335851,-19.174143,-17.294407,-9.4939,-7.4930344,4.147417,-7.2974744,-0.4294768,6.5189023,-3.9605622,2.808115,-6.836457,2.3258443,0.21302626,-10.38715,-5.4184647,-4.3314724,0.112581626,-6.9914675,-3.8670893,0.61484766,2.1046453,-0.63703954,4.6771116,-2.6481364,3.5471811,3.0203018,-1.4806561,-0.39166218,-0.08761731,-1.5872574,-0.5708318,1.0117235,0.32972693,0.5591403,0.4810074,2.9288492e-07
3,40.397858,-30.220476,15.335851,49.394848,14.913619,-7.4886456,2.9012034,-7.9242578,-3.494148,9.968494,-3.7915993,3.5736437,-10.2665205,3.067541,0.17487085,-1.6439774,-1.6946487,-1.1014996,1.4528558,-2.2655597,-0.8149072,-2.873695,0.31901205,0.82606363,-5.355049,-2.459522,4.120199,-2.5926685,1.2386552,1.5099645,-2.6515434,0.315225,-0.08730305,-1.2228196,2.0498354,2.4645314,0.31376046,-1.3100543,0.1475043,1.0430009e-06
4,3.3687663,13.90346,-19.174143,14.913619,56.49842,6.299282,0.70625114,-3.0521612,0.2800589,10.706007,9.619865,-10.756304,-0.9599068,-10.58935,2.800797,5.2199354,-4.0450053,-1.6344486,6.865701,-2.1454802,-2.7297485,-1.3833708,1.6574602,-0.40329748,-0.42080843,1.4246585,1.9982383,-1.6910093,1.3414006,1.9683834,-0.15217933,-1.5175934,0.8256653,-1.2723366,2.7206116,0.26107156,-0.1481655,-1.6520663,-0.12188497,1.4822879e-07
5,3.9633527,-11.381425,-17.294407,-7.4886456,6.299282,65.94317,-5.8973427,-6.551023,-2.2238922,-2.9195004,-9.592626,-2.698552,1.0067444,1.9758213,2.047151,-4.9090247,-5.4248238,-4.3107157,-0.8402585,-4.1296797,-0.041222356,-2.0207396,1.214427,-0.43929583,2.7193785,-2.7622738,-0.8149953,0.13568115,1.7125428,-1.6011038,-0.23516497,-0.565056,0.46303648,-0.8625787,-0.87344086,-1.0421084,1.3093321,0.35222352,0.23395032,-5.444765e-07
6,22.013466,-8.523842,-9.4939,2.9012034,0.70625114,-5.8973427,28.935598,-2.3682904,-5.7539186,1.8687447,-6.6250806,1.8915043,5.3729887,-7.371323,10.659653,3.2489822,3.4307837,-1.4368122,-2.6815772,3.7601495,4.4272947,1.5722783,-2.2616866,1.9696062,-1.4021888,2.9116845,1.2493287,-1.9295799,0.6620256,-1.7242761,1.5183965,2.0771646,0.27391475,-0.36684355,-0.602895,0.062072515,1.5184429,-0.21482868,-0.60778964,-5.751665e-08
7,15.1097145,-18.12562,-7.4930344,-7.9242578,-3.0521612,-6.551023,-2.3682904,51.215187,8.02698,-6.0554585,-0.049890295,-5.3859806,-0.105204776,-4.6661816,-1.0749614,-0.81134105,-5.8161783,2.708642,-0.62221235,1.302592,-1.6661313,-1.0132881,-1.3645568,-0.64805967,1.8497493,0.05563367,3.394339,0.58353364,-1.1745389,-0.98936695,-2.4296625,1.2549074,-0.32650444,-0.112200096,0.5890224,-0.41221726,0.6888295,-0.016371736,0.21895345,2.965556e-07
8,25.974777,25.50448,4.147417,-3.494148,0.2800589,-2.2238922,-5.7539186,8.02698,23.402798,-0.31883812,-3.3816295,3.6316786,5.0149455,1.6485145,1.1596289,-0.5508708,1.2185699,4.595826,2.0448785,-5.0812244,1.1949854,-3.6748638,3.9808984,1.0255207,1.6993415,0.2912658,1.623177,-0.9189694,1.1899807,1.4147726,-1.5291294,0.38488013,0.8740518,-1.8512634,-0.39067346,-0.80423176,-0.68620735,0.038655855,0.11641893,-1.3316054e-07
9,6.544923,5.1128554,-7.2974744,9.968494,10.706007,-2.9195004,1.8687447,-6.0554585,-0.31883812,11.544313,1.2115284,-0.88068247,-0.63099754,6.240892,5.7753515,-0.031532384,-1.5596414,2.9531157,-0.91026783,2.2541978,-3.7954912,-1.1276903,2.4447813,-0.29726663,-1.1882026,1.5671027,0.56924653,1.1334031,-0.14529236,0.33207002,-0.38789445,1.1323695,-0.4834643,0.33237618,0.88986933,0.888883,0.1343733,-0.40088615,-0.31615126,2.534112e-07
