,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,281.96237,79.489075,12.265664,-6.133863,12.647398,-10.00473,-5.1746597,19.27733,13.654185,11.886753,-11.522524,-11.945102,5.7242064,7.1501446,6.6711664,-6.1475077,8.915674,4.7444797,11.358267,-6.7996426,-2.913306,-10.459953,-5.024785,-1.8163043,7.215809,3.2072246,-0.5523354,-3.7837865,1.1342834,0.8419286,7.4898214,5.368368,4.424569,-1.0946207,0.24700588,0.827916,-1.1306486,-0.94878685,-0.3105723,6.446356,-0.7254951,-0.2147618,-0.46436664,0.8399888,3.1273103,-1.5718275,-0.63461953,-1.6297557,0.21564612,-0.028025635,0.1941156,-1.3228859,-1.0406923,1.814771,0.6969285
1,79.489075,152.54396,-28.562714,29.86419,-9.245924,26.825943,-5.564562,-13.353634,7.1240573,10.353112,3.3657522,-18.100075,2.6334882,-2.3205442,-5.276662,5.203985,3.4207058,-5.7838144,-5.4773607,0.29990947,-5.521577,1.9878471,-2.46504,-0.62427104,-2.075979,-4.851511,-0.4491438,-2.0307322,0.019012785,-1.912344,3.3777175,3.2378812,-1.6427994,-2.9165604,-0.46153957,-2.33713,2.0528536,-1.6789805,2.82731,0.9151584,-2.7574797,-1.542043,-0.6858164,2.528438,0.38145977,1.19866,-0.43342936,3.0767913,0.17762485,3.085366,-1.0602155,2.1591353,-1.305234,-0.07962302,0.6079402
2,12.265664,-28.562714,99.70276,-8.443806,-3.915063,-8.39659,0.6893445,-15.463568,13.625103,2.406116,10.193907,-2.3483086,3.115192,6.8445272,9.978224,1.497688,-6.602772,0.8231147,7.108163,-2.4356794,-3.6552455,0.36405727,-5.649666,-2.8957894,0.21623898,-0.28818405,2.4604368,-0.9992571,-5.784359,1.143625,-0.91397667,1.1154863,4.2353463,2.858745,0.52876043,0.7938526,3.1084955,1.2068493,-1.7873065,-1.4004335,-0.7994278,0.24076283,-0.84384286,1.497614,-1.016357,1.0440347,1.008156,-1.6576675,2.4003549,0.111895174,1.9550447,-1.4632751,2.2862806,1.4095328,-0.22261855
3,-6.133863,29.86419,-8.443806,100.03854,-3.6478148,-8.658179,6.7771645,-11.215672,-2.879468,3.146741,1.859581,3.337509,7.899946,4.052617,-1.7497478,8.098313,-7.126743,-7.799329,-1.544322,1.5784758,-1.6935506,-3.0381265,0.34862328,4.0619802,2.9702039,-4.471146,-0.34242764,1.2023647,1.0675366,-2.7753744,-1.6861385,-0.03812462,2.5434198,-2.7051635,-2.4289284,0.73102003,0.1990536,-0.47100526,-1.8050132,3.3112211,1.7069194,-0.326342,-2.1294656,2.0752075,0.27665007,-2.0212421,-1.5892384,-0.22387503,-1.4991152,0.18926798,-0.14908746,-0.7059512,-0.78343797,0.2980135,-0.48329473
4,12.647398,-9.245924,-3.915063,-3.6478148,61.76737,6.921768,19.165142,4.106518,-2.9709892,0.3372829,1.038327,1.6706003,-3.2817752,3.9481018,-1.6420392,-1.3197106,-0.42252338,-1.9058652,4.5829144,4.8000946,-0.42187974,-3.785838,-2.9853282,0.22002709,-6.646283,1.466656,2.4315808,-0.3836468,-2.2456744,-0.57902163,-1.7434564,0.6560213,-0.8957024,-0.7300345,-2.3233101,2.8310468,-0.02985644,1.9698627,-1.7982962,0.9746665,-1.6477189,0.72682214,-0.15500793,-1.8520522,1.5652568,0.7680977,-2.3230138,0.73134434,0.20915481,-1.1944642,0.54806066,1.9755024,-0.70664024,-0.4205469,-0.6248815
5,-10.00473,26.825943,-8.39659,-8.658179,6.921768,50.028946,-2.4067662,-7.1608076,0.13630606,2.1423953,-4.1349316,3.4137893,0.33113658,3.1960855,4.205044,-0.45856982,1.4722828,-3.7256508,-0.6323862,0.9384742,1.2475871,-2.1038861,1.7064912,3.017739,-1.3937428,-2.4500198,-2.1229625,1.1998496,-0.98261654,1.473383,-0.71082145,-0.12595645,0.031582516,-1.3540571,0.64946854,-2.5606873,-0.083120115,1.1118548,-0.5043781,1.4360423,-2.875263,-2.0872808,1.1188657,-1.633605,0.028829876,1.0266967,0.089107305,-0.3496157,1.7588075,0.44444066,-0.5100835,0.5384091,0.65912235,-0.68195474,-0.051215407
6,-5.1746597,-5.564562,0.6893445,6.7771645,19.165142,-2.4067662,36.426563,7.6992617,2.9441795,0.77585644,-3.0584538,-1.4243035,-1.956375,1.605927,4.7488246,3.4672623,-6.6570854,-2.5656557,-1.826635,1.0437579,-0.11673573,1.5034994,-3.1515245,-3.1288254,-0.622005,-0.90401125,0.31120488,-1.8599055,3.3534606,0.548854,0.17294544,0.07558729,-0.24713185,0.9911002,0.49488828,0.17201644,-0.50704277,0.4273741,-2.7064815,-0.28012836,-2.651867,-0.55617905,0.6164695,0.7256074,-0.7151699,-0.99038315,0.2575335,1.162786,-0.8715631,-0.045942724,0.0815365,0.34449065,-0.25419167,-0.26542896,-0.50631106
7,19.27733,-13.353634,-15.463568,-11.215672,4.106518,-7.1608076,7.6992617,31.19829,4.6232157,-1.6589309,-3.9956417,-0.93682516,1.3396281,-0.95033514,-1.4046013,0.41662762,-0.36371565,-2.8773842,-0.94985807,-4.028245,0.75089407,-2.261037,1.1900322,-0.64433753,-0.26237378,0.00086269283,-1.8270131,0.24613604,0.29796416,-1.3952484,0.5560172,-0.31829548,0.4953106,1.7732525,1.0315907,-1.5633175,-2.751977,-1.7279766,1.2670587,0.2184214,-0.17615694,0.99535835,-0.28926063,-0.04932408,0.0536968,1.0945742,-0.17389032,-0.61059535,-0.0068331445,-1.0009832,-0.9336076,0.9714662,-0.14494863,0.13166225,0.5471343
8,13.654185,7.1240573,13.625103,-2.879468,-2.9709892,0.13630606,2.9441795,4.6232157,28.04936,3.0495005,2.9774318,-2.811352,-0.66414225,-0.18859288,-2.1964133,2.0096302,-1.005914,-0.9262364,-2.1948056,0.7191779,-1.7269686,2.8563008,1.777168,0.7898593,-0.94166195,0.38299742,-1.2536744,-0.07723104,-0.95037186,-0.030819695,-1.6426694,3.4284914,-0.5231147,-0.116177745,0.5787414,-1.3165101,-0.27581954,0.27214384,-0.63935363,0.12601832,-1.0268471,1.9806464,0.89304113,1.051426,0.12042306,0.37922913,-0.058482967,-1.6139722,0.0063134534,0.020676821,0.55264485,-0.5999162,1.638021,-0.5215342,-0.5095246
9,11.886753,10.353112,2.406116,3.146741,0.3372829,2.1423953,0.77585644,-1.6589309,3.0495005,21.885597,-3.0632868,0.9736457,-3.978088,-5.882188,1.4757261,-0.6355709,-3.614252,-1.9465988,2.3750463,-3.4743342,3.0245576,1.153127,0.30774218,0.31583783,-1.4527214,-0.81566644,-1.1977571,0.6142862,-1.1798643,-1.6346304,1.2727871,0.76164794,-0.048132077,0.93603796,-0.42897776,-0.37305892,2.127324,1.0674793,0.15756562,-0.27604103,1.5486202,0.14898202,-0.81660837,-0.4271615,1.0064322,-0.58897823,-0.15390803,-0.22947931,-0.3386814,0.16373762,0.9914428,0.65653443,-0.03937033,-0.281837,-0.36604077
