,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,702.4715,-67.650894,0.27161288,-0.15576147,-0.013215432,-0.048643745,0.003949225,0.12037453,0.19050525,0.09561595,0.059008367,0.06462138,0.105320096,0.13039505,-0.04949607,0.0027192207,-0.04040976,-0.07332113,0.06521022,-0.039453622,-0.03833413,-0.046682052,0.020547837,-0.011605103,-0.05822265,0.03249371,0.015638096
1,-67.650894,387.09213,1.3285358,-0.55324584,-0.19785374,-0.11926988,0.13710997,0.12745212,-0.21479473,-0.14531255,-0.15609618,0.05026166,-0.16091564,-0.08103719,0.026981454,-0.022519909,-0.053343814,-0.03447964,-0.09662478,-0.02015041,-0.018366544,0.06579958,-0.009924468,-0.033050135,-0.040625468,0.00033239828,-0.026065001
2,0.27161288,1.3285358,2.9679434,2.9230454,0.588271,-0.25271958,-1.0090746,-1.0218866,0.59525764,-0.023931978,0.97237796,-0.22968003,0.27116984,0.057709277,0.02038367,0.05580344,0.20419993,0.17402542,0.37407196,-0.025299389,0.2575783,-0.079698086,0.2059092,-0.11154325,-0.019526921,0.029234298,0.066171795
3,-0.15576147,-0.55324584,2.9230454,7.0520377,0.73428607,0.5348229,-0.26863188,0.14849211,0.8914734,0.6486647,0.2701982,-0.008972252,0.47857082,0.5170785,-0.486463,0.25068685,0.0044258535,-0.25293204,0.23284233,-0.08323687,-0.007810661,-0.17225772,0.013237599,0.06769535,-0.09709437,0.06935105,0.12169536
4,-0.013215432,-0.19785374,0.588271,0.73428607,2.6141512,-0.8514645,0.42161274,-0.55504185,-0.5552834,-0.015201762,0.35254365,-0.021094326,-0.071754426,-0.22572327,0.17998911,0.44993436,0.37405682,-0.34240788,0.15016022,-0.09969954,-0.0255577,0.036723953,-0.14612639,0.057644438,0.09521808,0.13493422,0.13809778
5,-0.048643745,-0.11926988,-0.25271958,0.5348229,-0.8514645,3.9788873,-0.5142111,-0.16079853,-0.7795092,0.1340811,-0.06282382,-0.53606266,-0.4627248,-0.05844973,-0.43706477,-0.02586248,-0.053358253,-0.018552668,0.093696326,0.063820004,-0.030639052,-0.08326863,-0.111613676,0.11511645,0.15930244,0.04275784,0.010420667
6,0.003949225,0.13710997,-1.0090746,-0.26863188,0.42161274,-0.5142111,2.2702734,0.24476266,0.03459811,0.08055608,-0.47144753,-0.0225867,0.09041399,-0.0803287,-0.31518906,0.28817162,0.08879819,-0.118759304,-0.19334549,0.06971675,-0.017635759,0.24041264,-0.1751813,-0.045682922,0.068676114,-0.04916124,0.06419744
7,0.12037453,0.12745212,-1.0218866,0.14849211,-0.55504185,-0.16079853,0.24476266,1.9154226,0.30015737,-0.078172304,-0.33656868,0.17787379,-0.12382393,-0.045836784,-0.13579705,-0.14060336,-0.17160536,-0.29573292,-0.0060411138,-0.122437224,-0.16997775,0.05452022,0.10375626,0.042718276,-0.08072266,-0.081663564,0.0031576888
8,0.19050525,-0.21479473,0.59525764,0.8914734,-0.5552834,-0.7795092,0.03459811,0.30015737,1.354791,-0.08165909,0.17921436,0.19145852,0.01067878,-0.043589875,-0.19297999,-0.10739151,0.060035244,0.12342878,-0.06296414,0.16650192,0.027297726,-0.06292795,0.15119687,0.15004511,-0.061852325,-0.087007746,0.0010827989
9,0.09561595,-0.14531255,-0.023931978,0.6486647,-0.015201762,0.1340811,0.08055608,-0.078172304,-0.08165909,1.5423793,-0.28015566,0.08120274,0.035829447,0.0720319,-0.07559551,0.003296389,-0.07264711,0.24361488,0.010216309,0.0330368,-0.011385459,-0.18067884,-0.053495504,0.11096361,0.11821948,-0.08992351,0.0177182
10,0.059008367,-0.15609618,0.97237796,0.2701982,0.35254365,-0.06282382,-0.47144753,-0.33656868,0.17921436,-0.28015566,1.4180739,-0.15568796,0.031793587,-0.07945357,-0.001131324,-0.015144218,0.0740716,-0.11336083,0.008237949,-0.08506179,-0.012814017,0.027308863,-0.034990527,-0.044342868,0.07355864,0.054251492,-0.10556041
11,0.06462138,0.05026166,-0.22968003,-0.008972252,-0.021094326,-0.53606266,-0.0225867,0.17787379,0.19145852,0.08120274,-0.15568796,1.2089564,-0.00063753815,-0.104793385,-0.25873935,0.0014083313,-0.0045422437,0.046355486,0.08453897,-0.13387069,-0.07916314,-0.10823281,-0.17753333,0.007853698,0.024274103,0.12552616,-0.1176431
12,0.105320096,-0.16091564,0.27116984,0.47857082,-0.071754426,-0.4627248,0.09041399,-0.12382393,0.01067878,0.035829447,0.031793587,-0.00063753815,0.8061543,0.20949912,0.041566014,0.092437774,-0.17456006,0.02098583,-0.07744172,-0.1109084,0.14055663,0.17535657,0.030828934,-0.0524353,-0.09268514,0.015411606,0.038283233
13,0.13039505,-0.08103719,0.057709277,0.5170785,-0.22572327,-0.05844973,-0.0803287,-0.045836784,-0.043589875,0.0720319,-0.07945357,-0.104793385,0.20949912,0.76625127,-0.024970531,-0.081556305,0.026609067,-0.0004589088,-0.090294704,-0.13407527,0.009021808,-0.06998345,-0.08342263,-0.019234657,0.08904525,-0.14972273,-0.09709166
14,-0.04949607,0.026981454,0.02038367,-0.486463,0.17998911,-0.43706477,-0.31518906,-0.13579705,-0.19297999,-0.07559551,-0.001131324,-0.25873935,0.041566014,-0.024970531,0.69057655,0.14407696,-0.20374438,0.15361486,0.032836482,0.02601035,0.069261074,0.049287103,0.008366035,0.08440396,-0.08603601,-0.030455276,-0.008663193
15,0.0027192207,-0.022519909,0.05580344,0.25068685,0.44993436,-0.02586248,0.28817162,-0.14060336,-0.10739151,0.003296389,-0.015144218,0.0014083313,0.092437774,-0.081556305,0.14407696,0.82656795,-0.12701222,-0.09186317,0.06404056,0.1474565,-0.11765104,-0.031689845,-0.011835691,0.11434741,-0.03902134,-0.08067847,-0.038348213
16,-0.04040976,-0.053343814,0.20419993,0.0044258535,0.37405682,-0.053358253,0.08879819,-0.17160536,0.060035244,-0.07264711,0.0740716,-0.0045422437,-0.17456006,0.026609067,-0.20374438,-0.12701222,0.69774884,-0.028549088,-0.024234634,-0.027018065,0.019262716,0.0038160426,-0.05431576,0.0062150364,-0.018467635,-0.07573577,0.0034066394
17,-0.07332113,-0.03447964,0.17402542,-0.25293204,-0.34240788,-0.018552668,-0.118759304,-0.29573292,0.12342878,0.24361488,-0.11336083,0.046355486,0.02098583,-0.0004589088,0.15361486,-0.09186317,-0.028549088,0.7274867,0.15665919,-0.013001676,0.039557062,0.009847887,0.0008680069,0.10286483,0.038110502,0.017918054,0.012747362
18,0.06521022,-0.09662478,0.37407196,0.23284233,0.15016022,0.093696326,-0.19334549,-0.0060411138,-0.06296414,0.010216309,0.008237949,0.08453897,-0.07744172,-0.090294704,0.032836482,0.06404056,-0.024234634,0.15665919,0.7795049,-0.029709402,-0.0023998371,0.054766983,-0.0016490847,-0.06054668,-0.02130822,-0.047675885,-0.020495225
19,-0.039453622,-0.02015041,-0.025299389,-0.08323687,-0.09969954,0.063820004,0.06971675,-0.122437224,0.16650192,0.0330368,-0.08506179,-0.13387069,-0.1109084,-0.13407527,0.02601035,0.1474565,-0.027018065,-0.013001676,-0.029709402,0.63937974,-0.0051378272,-0.036506765,-0.004036527,0.09262127,-0.014233245,-0.008358924,0.0033582132
20,-0.03833413,-0.018366544,0.2575783,-0.007810661,-0.0255577,-0.030639052,-0.017635759,-0.16997775,0.027297726,-0.011385459,-0.012814017,-0.07916314,0.14055663,0.009021808,0.069261074,-0.11765104,0.019262716,0.039557062,-0.0023998371,-0.0051378272,0.66559273,-0.008667031,-0.06037109,0.012497876,0.030894402,0.031193051,0.016428769
21,-0.046682052,0.06579958,-0.079698086,-0.17225772,0.036723953,-0.08326863,0.24041264,0.05452022,-0.06292795,-0.18067884,0.027308863,-0.10823281,0.17535657,-0.06998345,0.049287103,-0.031689845,0.0038160426,0.009847887,0.054766983,-0.036506765,-0.008667031,0.54273176,-0.011101034,0.006539901,0.037021,-0.059782,-0.008968411
22,0.020547837,-0.009924468,0.2059092,0.013237599,-0.14612639,-0.111613676,-0.1751813,0.10375626,0.15119687,-0.053495504,-0.034990527,-0.17753333,0.030828934,-0.08342263,0.008366035,-0.011835691,-0.05431576,0.0008680069,-0.0016490847,-0.004036527,-0.06037109,-0.011101034,0.66512936,-0.036735922,0.027714027,0.01217838,0.013980367
23,-0.011605103,-0.033050135,-0.11154325,0.06769535,0.057644438,0.11511645,-0.045682922,0.042718276,0.15004511,0.11096361,-0.044342868,0.007853698,-0.0524353,-0.019234657,0.08440396,0.11434741,0.0062150364,0.10286483,-0.06054668,0.09262127,0.012497876,0.006539901,-0.036735922,0.4726122,-0.08323653,0.041673783,-0.00027901953
24,-0.05822265,-0.040625468,-0.019526921,-0.09709437,0.09521808,0.15930244,0.068676114,-0.08072266,-0.061852325,0.11821948,0.07355864,0.024274103,-0.09268514,0.08904525,-0.08603601,-0.03902134,-0.018467635,0.038110502,-0.02130822,-0.014233245,0.030894402,0.037021,0.027714027,-0.08323653,0.4645011,-0.10262382,-0.0026299213
25,0.03249371,0.00033239828,0.029234298,0.06935105,0.13493422,0.04275784,-0.04916124,-0.081663564,-0.087007746,-0.08992351,0.054251492,0.12552616,0.015411606,-0.14972273,-0.030455276,-0.08067847,-0.07573577,0.017918054,-0.047675885,-0.008358924,0.031193051,-0.059782,0.01217838,0.041673783,-0.10262382,0.4398411,0.050785907
26,0.015638096,-0.026065001,0.066171795,0.12169536,0.13809778,0.010420667,0.06419744,0.0031576888,0.0010827989,0.0177182,-0.10556041,-0.1176431,0.038283233,-0.09709166,-0.008663193,-0.038348213,0.0034066394,0.012747362,-0.020495225,0.0033582132,0.016428769,-0.008968411,0.013980367,-0.00027901953,-0.0026299213,0.050785907,0.4742065
