,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.34947264,0.054157868,-0.9117685,0.8985822,-0.08138124,-0.07403061,-0.22836764,-0.065083936,-0.20276313,-0.2808476,-0.24309573,0.09545606,-0.015903808,-0.12543933,0.11034472,-0.0372902,-0.0322302,0.06520596,-0.10217416,0.014499575,0.0040123756,0.025532544,-0.040391035,-0.022158278,0.028751358,-0.019987173,-0.023270568
1,0.054157868,0.44751355,-2.9643667,0.0042986646,0.21225739,0.13316324,-0.1643025,-0.045768,0.13312474,0.012331508,0.15103352,0.012478797,0.25648546,0.0454491,0.011808818,-0.022355413,0.04919734,0.0028852106,0.07368446,-0.032510504,-0.037132002,-0.043163795,0.015120659,0.040320933,0.030288955,0.04766224,0.013820109
2,-0.9117685,-2.9643667,25.785488,-2.9112396,-0.5937511,0.2401633,1.0048866,1.0177717,-0.58516026,0.0242457,-0.96353304,0.22991191,-0.26920503,-0.05138001,-0.014673401,-0.05976437,-0.2003215,-0.17219526,-0.3836324,0.023641998,-0.25833607,0.079030745,-0.20305641,0.11085658,0.021512918,-0.02759196,-0.062445126
3,0.8985822,0.0042986646,-2.9112396,3.6509109,-0.73219985,-0.5374834,0.26711673,-0.14557081,-0.88325065,-0.64426166,-0.2688165,0.010021247,-0.47546297,-0.51123315,0.48527217,-0.25184152,-2.0235306e-05,0.2552637,-0.2377855,0.08567196,0.0032818462,0.1757653,-0.012774372,-0.06602821,0.09784338,-0.070109114,-0.11827479
4,-0.08138124,0.21225739,-0.5937511,-0.73219985,3.9630046,0.84314334,-0.42611632,0.5594002,0.57102823,0.013777554,-0.34170988,0.024112146,0.077345714,0.23236707,-0.17540011,-0.44905794,-0.36712897,0.34227547,-0.16460463,0.097972274,0.024349254,-0.032887455,0.14910147,-0.05941867,-0.094853625,-0.13601196,-0.13665763
5,-0.07403061,0.13316324,0.2401633,-0.5374834,0.84314334,2.3514614,0.51240027,0.16115573,0.78168607,-0.13091478,0.07040426,0.5380292,0.4602713,0.06725394,0.44203025,0.020474387,0.055185996,0.01765778,-0.10980057,-0.06388582,0.028262919,0.07941349,0.11335498,-0.11391458,-0.15436572,-0.038298488,-0.0053116437
6,-0.22836764,-0.1643025,1.0048866,0.26711673,-0.42611632,0.51240027,2.4141564,-0.24291454,-0.033090614,-0.08033072,0.4699461,0.023141729,-0.08889152,0.079897776,0.31247953,-0.2861588,-0.08908571,0.11892097,0.19134012,-0.06994671,0.0171634,-0.2397328,0.1749062,0.044947773,-0.06925875,0.048834987,-0.06473847
7,-0.065083936,-0.045768,1.0177717,-0.14557081,0.5594002,0.16115573,-0.24291454,1.715695,-0.3011497,0.07796553,0.334462,-0.1759854,0.12148054,0.044173326,0.13462996,0.13983646,0.17019984,0.2937399,0.00851105,0.12241012,0.16958949,-0.05598799,-0.10366629,-0.04195208,0.08034288,0.081626244,-0.0031167674
8,-0.20276313,0.13312474,-0.58516026,-0.88325065,0.57102823,0.78168607,-0.033090614,-0.3011497,1.5413404,0.080324784,-0.1851879,-0.19183877,-0.012982789,0.037917275,0.18896264,0.109180704,-0.06095218,-0.12299927,0.07260552,-0.1634367,-0.027190922,0.06305772,-0.15235218,-0.14847061,0.060323305,0.08563061,-0.0020678302
9,-0.2808476,0.012331508,0.0242457,-0.64426166,0.013777554,-0.13091478,-0.08033072,0.07796553,0.080324784,0.92869484,0.27850384,-0.08131157,-0.03531465,-0.07256075,0.07388569,-0.0024772775,0.07211918,-0.24205938,-0.008797253,-0.03249368,0.0116917165,0.18052873,0.053058572,-0.11043015,-0.11793235,0.08912481,-0.018407978
