,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,697.85266,-6.0722904,-0.0595683,0.019143304,-0.014449323,0.0028005703,-0.0012632988,-0.0024884641,0.0029396215,-0.00054832915,9.435911e-05,-7.1531795e-05,-0.0005992936,-0.0017307806,0.0013778198,-0.0006237147,0.00202547,-0.0021072172,0.00076034176,-0.0012551972,-0.0012166321,0.00045195382,0.00038411876,-0.00053128373,0.0011040724,0.00077773456,8.8080735e-05,0.00034694924,0.0002788672,9.9518526e-05,-7.963591e-05,-0.0001349237,-0.00015823933,0.00013766733,-0.00016222654,-9.437413e-05,0.000119521836,2.5584584e-05,-1.71164e-07,-7.2306825e-08,-8.371261e-08,-2.3774442e-08,7.0431767e-09,-4.4071182e-08
1,-6.0722904,485.48212,-0.060055576,0.021086277,0.027206708,-0.012431148,0.005101147,-0.009910004,-0.0010212663,-0.0016993538,0.00042952775,-0.003230262,0.00029018096,0.0018209853,0.00029788614,-0.003045328,8.9759735e-05,0.002180955,0.0015752706,-0.00030090866,0.0003505686,0.00038469103,-0.0015181196,5.025297e-06,-5.4635217e-05,0.00024836656,-7.436963e-05,-0.0003695034,-0.00046421465,-0.00024901156,0.00018427451,0.00013663617,4.0762527e-05,-4.8992224e-05,-1.0221686e-05,0.0003827687,-7.8641115e-06,-6.923433e-05,7.414069e-08,-1.8259783e-07,-2.7368666e-08,-1.3252682e-07,9.243213e-08,-3.3790317e-09
2,-0.0595683,-0.060055576,1.7547433,0.011929944,-0.023391917,-0.033811033,-0.0061943424,0.025061248,-0.01655116,0.022551378,0.0049808314,0.016454907,0.014466312,0.0008183095,-0.0062176073,-0.0016134251,0.0022413651,0.008848216,0.0015370939,0.0056402776,0.003167516,-0.0006862149,-0.0008124137,-0.00036407623,0.0023930846,-0.003411206,-3.5286066e-05,0.0021779428,0.0025431076,-0.00066713826,0.00021770119,-0.00039217775,0.001805288,-0.0006714059,-0.00022380799,-0.00054728135,0.00032190097,9.263738e-05,4.7367593e-08,-5.8034047e-08,2.398153e-08,-1.4051189e-09,-6.7556845e-09,-1.2649982e-08
3,0.019143304,0.021086277,0.011929944,0.49821892,-0.008167207,-0.036085326,0.009562876,-0.02005333,0.004017411,-0.015183686,0.0021125837,-0.00013461953,-0.00017667905,-0.0009970551,0.0005487866,0.005028559,-0.001077242,0.006582807,0.0017330023,-0.0024424288,-0.0020459834,0.0024231467,0.00059921737,-0.00021195237,-0.0026427289,0.0008288557,-0.0004344696,-0.00020239752,-0.0026270272,-0.00060820463,0.00010557803,0.0007558748,9.703359e-05,0.0002901303,8.1074206e-05,0.00036051014,-0.00057888427,-5.4457298e-05,-1.4805454e-10,4.2728807e-08,-3.6974797e-08,-7.663115e-09,-9.592036e-09,6.2452843e-09
4,-0.014449323,0.027206708,-0.023391917,-0.008167207,0.22992663,-0.035237186,0.0011794469,0.0015200593,-0.008779464,0.0063111004,0.00019451378,-6.0606737e-05,-0.0023322664,0.0051296623,0.0024845633,-0.00035337207,-0.004480416,0.008114595,-0.0010671074,0.0029840642,0.0007284058,-0.00016372823,-0.0020435038,0.00079774385,0.00073443993,-0.0009155956,-9.356564e-05,0.00029319525,-0.00018232982,0.00053456146,0.00022715767,-0.00023488811,0.0006980245,-4.1989562e-05,-0.00024557905,9.673012e-05,0.00023969193,4.5181674e-05,-5.9473795e-09,-1.7915017e-08,1.7673788e-08,-6.4449637e-09,3.0394776e-09,-1.5814654e-09
5,0.0028005703,-0.012431148,-0.033811033,-0.036085326,-0.035237186,0.058848727,-0.012220774,-0.0018474841,-0.006088807,-0.00931148,-0.0155089665,-0.0010755358,0.0025628777,0.0027889179,-0.0069828182,0.0040684305,-0.0010022068,0.0123066865,0.00028031907,0.0035415962,0.0012973621,0.0017560793,0.0003114826,0.00076529244,-0.0008272462,0.0009806133,-0.0008415886,0.00065881305,-0.0011189983,0.0003944158,-0.00012608564,-8.980086e-05,0.00048487255,0.000118639335,0.00034029753,0.0002476662,7.815458e-05,-7.274559e-05,-5.6844707e-09,5.645892e-09,-2.9524596e-09,-1.2305295e-08,-5.0591016e-09,-9.197996e-10
6,-0.0012632988,0.005101147,-0.0061943424,0.009562876,0.0011794469,-0.012220774,0.037234806,0.012614772,-0.0044812593,-0.0073204497,0.0029332796,0.0036830711,0.0060314024,0.005128353,0.001194344,0.0034847353,-0.00053288904,-0.005533158,-0.0066558225,-0.0030918713,-0.00034369237,-0.0017163404,-0.0010116673,0.0009376883,-0.0027743464,0.00048247067,0.0005355288,0.0010337608,0.00015683321,0.0039985776,-0.0005256325,-0.0014354142,-0.000491845,-0.00066364795,0.0006018911,-8.895467e-05,-0.00024770346,8.9099194e-05,2.0186e-08,5.255674e-09,1.7937253e-08,3.98343e-08,9.789886e-09,1.4533467e-08
7,-0.0024884641,-0.009910004,0.025061248,-0.02005333,0.0015200593,-0.0018474841,0.012614772,0.015840746,-0.005128576,0.0022748215,-3.928048e-05,-0.0011205141,-0.0006818699,0.005823765,-0.0039948747,0.0011399994,5.8412144e-05,-0.00071905716,-0.0017778351,-0.004815327,-0.0011217289,-0.0031930963,0.00028992238,0.00021563226,-0.0018992017,-0.00016424304,0.00051759754,0.00074544374,-0.00094478746,0.0007753732,0.00072759466,0.0006307513,-0.00022289652,-0.00023931926,-7.0792215e-05,6.914628e-05,-0.00040543202,-1.4228062e-05,-1.9755508e-10,6.4501107e-09,-5.011767e-09,2.1261547e-08,3.7681563e-10,4.8754565e-09
8,0.0029396215,-0.0010212663,-0.01655116,0.004017411,-0.008779464,-0.006088807,-0.0044812593,-0.005128576,0.006459047,0.0037043507,0.0024737776,-0.00038397976,0.00012932616,-0.0021491435,0.0015156071,-0.00038285065,9.1438545e-05,-0.0022966526,0.0030073682,0.0009058421,3.7408674e-05,0.0011582894,-0.00077916915,-0.0011605516,0.0014965408,-0.00010133869,8.5636406e-05,0.00013058673,5.418106e-05,0.00013790524,2.4582027e-05,-0.00047822646,-0.0009971003,0.000574842,-0.0005005623,-0.00018315465,3.6725705e-06,0.00011840273,3.9619215e-09,-1.9627149e-09,-1.077296e-08,-2.9467964e-09,4.948814e-09,6.119058e-09
9,-0.00054832915,-0.0016993538,0.022551378,-0.015183686,0.0063111004,-0.00931148,-0.0073204497,0.0022748215,0.0037043507,0.026891315,0.0024574634,-0.0010073204,-0.0014094454,-0.0005696529,-0.00088897,0.00087656267,0.0014086968,-0.00074951875,0.0013253724,-0.0008478238,-0.0023770342,0.00020976453,0.00029479852,-0.0012733776,-0.0007707946,0.003631161,-0.001061073,-0.002100904,-0.0016427354,-0.0011823303,-0.00091067184,-0.00024026286,-0.0011914994,0.0006631274,-0.00042618247,0.0005019258,-0.00037903117,0.000100668454,-1.6311734e-08,6.1471226e-08,-3.5563296e-08,-7.134896e-09,7.565346e-09,1.3015594e-08
