,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,8.674786,-13.627506,15.510149,-0.28731835,-0.004748182,-0.029950567,-0.0004159276,0.0010084998,-0.0017615035,-0.029556606,-0.009264469,-0.0018560762,-0.008006445,0.0067434665,0.01847132,0.012694121,-0.010839698,0.007804134,0.0015817004,-0.0019800332,0.00024222242,-0.0044526616,-0.0026053593,0.0005936576,-0.0026025525,-0.0062288865,-0.00025982433,0.0055600647,-0.0020923459,0.0024427013,-0.0049790107,0.0041682515,0.002016041,-0.0005732939,-0.00040791952,-0.0019142658,0.003907961,0.0016221264,-0.00015404008,0.002087152,-0.0024382544,0.0014806968,0.0019229861,0.0007388097,0.00039212167,-0.0015704788,0.00068088016,-0.0016546936,0.0006911168,-0.0012690284
1,-13.627506,21.740404,-24.876398,0.14914346,0.025846265,0.011243874,0.023005862,0.0005564415,0.003757832,0.031189593,0.002301182,0.00893997,0.014979033,-0.0053668674,-0.0053230915,-0.007815368,0.00048920524,-0.0030761864,-0.0002884211,0.0032105655,-0.0024858983,-0.0008362157,-0.001519006,0.0007883926,0.0032927499,0.005739403,0.0026887578,-0.005636896,0.0008493734,-0.00091162545,0.0023818375,-0.0016371099,-0.0022228584,0.0020223605,0.0013425468,0.0015439426,-0.001687034,-0.00047666917,0.00040746765,-0.0016701024,0.0008793216,-0.0020569547,-0.0024087778,-1.1353972e-05,0.0006633344,0.00061515276,-0.00093783904,0.0007761527,-0.0010405752,0.00048203144
2,15.510149,-24.876398,28.655745,0.0309156,0.008426061,0.017117346,-0.008468442,0.0008346429,0.0033904181,-0.0015182979,-0.00097130146,-0.00023248144,-6.028295e-05,0.005220612,0.0021977182,0.0017224378,-0.0014349553,0.0009014833,-0.00043351823,-0.0011696682,0.0004663245,-0.00074557995,-0.0013365841,0.00038134115,-0.0003859137,-0.0010538208,-0.00045757997,0.0011999913,-0.0008983197,-0.00032903708,-0.00042892623,0.0012804575,-0.00026341336,0.0001189125,-0.00034660465,0.00035589887,0.00036290786,-0.00058745866,-0.00016998628,-0.00034767357,8.510168e-05,0.0002873403,0.0003321736,6.3698215e-05,6.4792344e-05,-0.0006061954,-3.223496e-05,-0.00015930503,0.00033400313,-0.00035376812
3,-0.28731835,0.14914346,0.0309156,0.46427315,-0.0063086906,-0.028158095,-0.030248094,-0.010718105,0.02669375,0.034086414,-0.00092621264,-0.011047676,0.01598031,-0.007703346,-0.0146742575,-0.004773667,0.009735601,-0.0072709005,-0.00041693458,0.0065624565,0.0033498374,0.003091502,-0.0012888841,-0.005036543,0.0032794988,0.010558803,0.0024867156,-0.0051539,0.0041782307,-0.0007252282,0.003003663,-0.0015253222,-0.0014917685,-0.0010487665,-0.0013744042,0.0038974816,-0.0036825829,-0.001354499,0.0012535419,-0.001800857,0.0028318763,-0.0015023478,-0.0016454223,-0.0013977501,-7.449041e-05,0.0013845972,4.0126506e-06,0.0011524851,-0.00062174175,0.0007427143
4,-0.004748182,0.025846265,0.008426061,-0.0063086906,0.05496145,0.01949852,0.0140950605,-0.011023063,-0.00012309858,0.0019252838,-0.0027817218,0.0006023105,0.010778183,-0.003213367,0.001746132,0.002194649,-0.003761296,-0.00060644874,-0.0005326505,-0.00062050193,-0.0013722653,-0.0021359143,0.00089628424,-0.00012849057,0.00017218666,-2.6443957e-05,0.0014151244,-0.0020940169,0.0002511686,0.0009843975,-0.00096473505,-0.0006057549,0.00020698718,0.00042821775,0.0008654302,-0.00012193725,0.0005815065,0.0010588935,-0.0009123013,-0.00021597563,0.00016650138,-0.00086627284,-0.0011310441,0.00068153837,0.0003446301,-0.0008890304,-0.00058687985,7.3212555e-05,-0.0005304243,0.0006051853
5,-0.029950567,0.011243874,0.017117346,-0.028158095,0.01949852,0.06495695,0.014319539,0.0070430217,-0.011365769,0.0041369675,0.0066964505,0.00335895,-0.004537862,-0.0022103349,-0.0012916374,-0.006544967,0.0020371857,0.0003797323,0.000102448204,0.0005483866,-0.0032815277,0.000117090196,0.0037117512,0.0011863254,0.00020420847,-0.001060043,0.0005690616,-0.0016782018,-0.000813187,-8.108482e-05,0.0007352537,-0.0022001886,-0.0008319643,0.0007652945,0.0011078252,-0.0012333815,-0.0004988641,0.00039007186,-0.00020026678,0.0004596464,-2.2035398e-05,-0.0008351463,-0.00077255483,0.00028347192,0.00041771488,0.00047388987,0.00032348384,0.00042252592,-0.00043821777,0.00019503204
6,-0.0004159276,0.023005862,-0.008468442,-0.030248094,0.0140950605,0.014319539,0.018621169,-0.00015969595,0.001657391,0.0017860185,0.0019268271,0.004263407,0.0009633271,0.00467032,0.0014425997,-0.0014214164,-0.00385802,-0.00049358525,-0.00067184493,0.00018805338,-0.0027410104,-0.0019980725,-0.0008906779,0.0019188452,-0.0004163523,0.00019379298,0.00040397758,-0.0008496528,-0.0009627865,0.00036916177,0.00023139926,5.6614945e-06,-0.00048150885,0.0011358571,-0.0001697084,0.00011605545,0.000545224,-4.3889682e-05,5.031643e-05,-0.0002744915,-4.6912923e-05,-4.5122106e-05,-0.0006742298,0.00021629542,0.00059082336,-0.00019446923,-0.00023080026,1.3636317e-06,0.00012971251,-0.00022732644
7,0.0010084998,0.0005564415,0.0008346429,-0.010718105,-0.011023063,0.0070430217,-0.00015969595,0.026947673,-0.0058523454,0.0043631024,0.001390955,0.00369047,0.00036513415,0.0022608167,0.00017172896,0.0011086343,0.00065121043,0.0012505435,-0.00068491,0.00072490773,-0.0008454231,0.00041296857,0.00058974547,-6.335409e-05,0.00047102507,-0.000489754,-0.000641283,-0.0006058195,-0.00045611904,-0.0001354941,-0.0013635026,-0.0008110048,0.00019817095,-3.6805664e-05,5.3630254e-07,-5.6266043e-05,0.0002897495,0.0002873993,0.00072738784,0.00043929386,0.00023765583,-0.00017871294,-4.6582565e-05,0.00022733305,-0.000281077,3.996608e-05,0.00037604498,7.385023e-05,-0.00016511237,5.9533304e-05
8,-0.0017615035,0.003757832,0.0033904181,0.02669375,-0.00012309858,-0.011365769,0.001657391,-0.0058523454,0.018966677,0.003228447,-0.0027992663,0.0008807292,0.0014174045,0.0027624995,0.0029267492,0.00078514946,-0.00060729316,-0.0005522066,0.0011816011,0.0016929851,0.0011273988,1.24989765e-05,0.0008707009,-0.00094771036,-0.0005318083,-7.2293406e-05,0.00048788203,-0.0005102863,0.001358402,0.0007979596,-0.0009861379,0.00024822343,-0.00027021533,0.00031360998,2.2643519e-05,0.00012504416,0.00023688126,0.00019435142,0.00018857139,0.0007585337,-7.672214e-05,-4.029173e-05,-0.0005857062,-0.0006025528,9.2227274e-05,5.7968857e-05,-0.00015796421,1.6997665e-05,-6.7715584e-05,3.3188124e-05
9,-0.029556606,0.031189593,-0.0015182979,0.034086414,0.0019252838,0.0041369675,0.0017860185,0.0043631024,0.003228447,0.018848313,-0.0013472605,0.0029356391,0.0018794821,-0.0021461416,-3.223129e-05,-0.002712467,9.3022594e-05,0.00019868629,-1.06063035e-05,-0.00044905685,-0.00021198147,-0.00018202941,0.00027252486,-0.00021244519,0.00018304607,-0.00094482256,0.00046895357,-0.000732476,-0.00018747649,-0.00015306607,-0.0002825741,0.0005572185,-0.000600007,-0.00015681033,9.9323835e-05,0.0007040979,0.00016646595,0.0004021625,0.00019708359,-0.00028047586,-0.00032249882,0.00025569426,-0.0004039539,-4.255765e-05,0.000119239354,0.00014172823,-0.00028273245,0.0001966245,0.0001222453,0.00027121426
