,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,21.91804,-12.729549,-11.84272,24.553555,-0.64994764,3.026097,-9.398638,-5.198594,2.8423977,-0.0054049743,-0.12603307,-2.305161,-1.6720079,0.8751803,-3.2692218,0.5660398,-1.6762848,-0.3315645,1.8122977,-0.7984445,0.7839056,-0.27644163,0.8271004,-1.3644135,0.17093731,0.55544513,-0.37920225,0.37070277,0.65780365,0.52071863,-1.16078,-0.79554725,2.0206194,-0.61994857,1.0505085,-0.26639363,0.5805112,0.33821213,-0.8830502,-0.002742101,1.206851,1.3547962,-0.6890768,-0.031950884,-0.14221776,0.41268322,0.26389825,0.41531938,-0.7690931,-0.35188344,0.15072973,0.13513127,0.4618941,0.10312985,0.019963644,-0.18196303,0.9020746,0.19547945,0.34952718,0.019072812,-0.02101127
1,-12.729549,55.287174,44.469788,-3.5663505,-20.211134,-16.19012,1.7878006,5.993394,-4.178445,-4.9426913,0.8289912,3.8894804,-0.67718005,2.5117798,-0.8528096,-1.6709421,3.0899749,1.5180166,2.2180748,1.6833389,0.72559345,0.7193158,0.8309865,1.0348125,3.0111723,-1.125437,-0.20827103,-1.243912,-0.3201126,-1.524776,-0.37255958,1.0579457,0.17073265,0.93721473,-0.31832707,-0.78202415,0.09996415,0.30711102,-0.24726987,-0.29035777,-0.22387095,-0.44055635,0.3401386,-0.26033366,0.43490973,-0.21775211,0.6019845,-0.013017807,0.7297575,-0.5854699,-0.077581644,-0.08608139,0.40471083,-0.54194915,-0.2926375,0.24143296,0.58382356,-0.112284616,0.4366122,0.11843015,-0.25432935
2,-11.84272,44.469788,50.124508,-5.89328,-15.44426,-14.501021,-0.11271402,6.101962,-7.728124,-3.7016933,3.0239286,-1.7755603,-2.6892178,-1.3512492,0.3905431,-2.4646962,1.3860676,-1.6201477,1.6964878,2.7772603,0.7415097,0.1215765,0.8978289,0.75212914,0.70606124,-1.1891363,0.8381423,1.3711138,0.5926508,0.50121796,0.2745101,0.80561334,-0.46819645,0.24346703,0.9028262,-0.11222854,-1.3263009,-0.61784554,-0.8732817,-0.21438521,-0.8131398,-0.17585781,-0.60853994,-0.54999363,0.16805464,0.084453434,0.26487833,0.014612563,0.59908235,-0.06615862,0.24063158,-0.3473744,0.66933495,0.43942615,-0.013019161,0.13827303,0.55075186,0.16674548,-0.21705036,0.028191071,0.04398138
3,24.553555,-3.5663505,-5.89328,62.308266,-11.845766,-4.028199,-7.1585364,-0.5927087,5.8735247,2.0991473,5.250826,1.1953913,0.22146016,-0.7052098,-0.24102868,0.08936831,-0.47501993,-0.29797125,2.9453392,-2.4380946,0.17019588,-0.8514196,0.7623901,1.4447018,-2.866363,0.0013301184,-0.5759764,-0.45617682,1.6342745,0.21079513,0.13375705,0.35916606,0.03672401,0.906933,1.4282149,-0.29060754,0.66389287,0.05123386,-0.17836428,-0.61611104,1.427602,1.4289037,-0.023298247,-0.47231376,0.415995,1.2549324,-0.45267162,-0.4111448,-0.41722405,0.060647376,-0.92633885,-0.36324078,0.18276799,-0.4990467,-0.2934214,0.38213342,0.75372887,0.5439974,0.21940127,0.06039992,-0.11484434
4,-0.64994764,-20.211134,-15.44426,-11.845766,24.903128,1.0149052,-4.520605,-0.9258702,-3.3004684,4.507027,5.473004,-1.1443008,-1.1258228,3.4177709,0.044021513,1.0673596,-0.4016888,-1.2282853,0.30538344,-0.2846262,0.22197136,-0.022483842,-2.3967352,-0.36750332,-0.017170828,0.18299188,-0.23952153,-0.1669513,0.05487922,0.3059043,-0.5312581,0.62679267,0.3141271,-0.08497569,0.0031541004,0.6228193,-0.022562508,-0.21321642,0.260414,0.4879157,-0.4559291,-0.069139324,-0.030295633,-0.61022663,0.26085544,-0.3307386,0.045813084,-0.556381,0.48446655,0.3521459,-0.15607584,-0.3632992,-0.17076181,-0.2916518,0.1209983,-0.18883203,-0.41181037,0.27214023,0.06363019,-0.37935618,0.414721
5,3.026097,-16.19012,-14.501021,-4.028199,1.0149052,25.809122,1.2754929,7.8827906,2.1629834,-0.8921845,0.8321011,0.1585376,1.0318916,-3.3494759,-5.920036,0.89927125,-2.226553,0.6716701,0.14386633,0.07855094,0.0025688391,0.52971256,1.5282235,0.38691455,0.6121173,0.16630137,1.0887709,0.10802887,0.9573837,-1.0622342,0.2579251,-0.7376673,0.025803208,-1.0731095,-0.17458253,-0.22325596,0.057462845,0.30048227,0.27633426,0.1978811,-0.35943323,-0.8234139,0.36560625,0.53085876,-0.3675261,0.34827274,0.054100595,-0.14389755,-0.7520772,-0.120645426,0.4131127,0.083086714,0.23306903,0.71212274,-0.29183197,-0.011717158,0.22806486,0.13271901,-0.51412463,0.25607955,-0.107318826
6,-9.398638,1.7878006,-0.11271402,-7.1585364,-4.520605,1.2754929,39.223255,-2.9049115,1.2870252,0.22417971,3.1105943,-0.30799586,1.3214936,-0.0921409,-0.48351836,-1.299057,0.5876907,-0.63122696,-0.5450094,-2.2405457,0.28249314,-1.2483771,-0.9649749,0.64328563,0.3164444,-0.22244486,-0.6113671,0.2610246,0.060689308,0.8008795,0.16592509,1.3843933,-0.24682245,-0.4327508,-0.27126384,-0.45859575,0.5352701,0.7873819,-0.4421448,-0.68814826,-0.13252369,0.46605814,0.927214,0.07406333,-0.12100385,0.7286279,-0.056900665,-0.049878515,-0.46047473,0.6419842,-0.30059475,0.18855776,-0.4378293,0.17700633,0.14457342,-0.06867608,-0.14609507,-0.084984146,-0.5172484,-0.04983575,-0.4797734
7,-5.198594,5.993394,6.101962,-0.5927087,-0.9258702,7.8827906,-2.9049115,22.430496,4.034442,0.15019828,0.06121321,0.14466581,-0.26581416,0.3648107,0.5129707,0.885301,0.7449056,-0.4545946,0.48999876,-0.2420355,-0.761358,0.09721139,-0.95376205,0.2757925,-0.16558333,-0.78382885,0.3133691,0.3367012,0.32340705,0.16312829,0.3146444,0.24920961,-0.08634566,-0.6395668,-0.15272038,-0.614231,-0.21697402,-0.45989347,0.33498377,-0.5151364,-0.46714684,0.14071745,0.8298583,0.021624096,0.16200915,0.015790366,0.0910888,-0.022464782,0.14773685,0.0605931,-0.3167853,-0.41843534,0.3363747,-0.042258296,-0.08855707,-0.15383443,-0.12335409,0.019457329,-0.24535728,-0.36922204,-0.27431825
8,2.8423977,-4.178445,-7.728124,5.8735247,-3.3004684,2.1629834,1.2870252,4.034442,15.20296,-1.2114044,-2.2662172,-3.1958733,1.8282824,1.8940284,1.2384775,-0.63584995,1.8261286,0.55148935,-1.3229632,0.6368436,0.78717643,-0.1720144,0.11909239,0.11036875,1.4056276,-0.87389934,-0.33484247,0.39370754,-0.6466871,0.23303205,0.019859325,0.09150916,0.26927435,0.7667538,0.10575499,-0.14251167,-0.30131486,0.6490933,-0.0053697634,0.65801007,0.15510851,-0.06643863,-0.4612202,-0.03325283,-0.032116577,-0.105919,0.09934221,-0.35570002,0.10731746,0.34429443,-0.32394797,0.30684987,-0.5625186,-0.058295317,0.28562158,0.25813937,-0.045634545,-0.12230125,0.036482662,0.29752332,0.087743126
9,-0.0054049743,-4.9426913,-3.7016933,2.0991473,4.507027,-0.8921845,0.22417971,0.15019828,-1.2114044,14.282474,-1.460276,1.9769961,-0.25641495,0.08134456,-0.68904865,-1.5615163,2.7609541,-0.61714625,2.3421483,1.1763787,0.26511216,-0.6058699,-0.18613046,-0.83615506,-0.6914091,-0.15802796,0.124454096,0.35531408,-0.45597523,0.27487773,-0.51055765,-0.10892989,-1.1108952,-0.0046679457,0.11900669,-0.7631388,-0.29456124,0.010796131,-0.19324215,0.16684565,-0.17227024,0.12827937,0.7964927,-0.40549493,0.5786699,0.3706312,0.13174185,-0.14145546,0.082108855,0.5138955,0.027921453,-0.052231036,0.07015575,0.2545249,-0.042385265,0.143727,-0.07053068,-0.24666417,-0.1788199,0.089554794,-0.013291344
