,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,329.90955,3.9422812,-6.488537,-3.2431207,-3.2382255,-2.8124318,3.1978555,-4.1595573,-0.817742,2.9160306,-1.8663063,-1.0336833,2.0493407,-0.01775479,0.2830255,0.60512376,-0.79912204,0.7300732,2.1912408,-1.3129218,-0.2394082,-1.1927671,-1.8517874,0.11998278,-1.3386222,-0.8206483,-1.0261209,-0.65075207,2.005174,0.71153855,-0.06391852,0.98720944,0.16134234,-0.09865008,0.9732553,-0.235576,-0.35963523,-0.8550497,0.17539403,0.39799115,-0.8375641,-0.504767,-0.26831245,-0.26268825,0.6426225,-0.26624206,0.5081916,0.5755267,-1.4303551,-0.40978152,0.26569796,-0.122173555,-0.3565799,0.18170384,-0.44290757,-0.34268284
1,3.9422812,51.80661,22.111435,6.5707417,10.004252,-0.96946466,-10.692623,-3.405827,-4.213827,5.395755,-13.911564,0.6769328,-13.285623,-2.2052479,1.9099919,4.345742,-3.4630122,-0.08461734,4.644146,0.5256134,1.8373916,-3.0627222,-4.8348827,2.9049897,1.3388178,0.66941726,-3.76607,1.6066709,-1.2075164,-4.016716,0.5502583,0.48408294,0.81449974,-0.35173225,0.39788777,-0.8562206,0.00044754898,-0.10952537,-0.9646683,0.16235006,0.3743061,-0.6695132,-0.9713501,-0.12372247,-1.0512998,-0.13815309,-0.6924067,-0.6259207,-0.51268566,0.32570904,-0.59189427,-0.5421114,-0.38659814,-0.27496624,0.5097325,-0.24872705
2,-6.488537,22.111435,48.47983,12.697932,-9.6613865,5.8213058,0.09427488,-9.857294,-1.4797915,7.3136435,-3.7504153,-3.1339822,0.24668445,-3.2567124,0.6703839,-0.25945902,-2.186284,1.9888248,2.993383,0.5525806,-3.9617152,-0.95675886,-2.7442198,0.4536172,0.22665012,2.5783439,1.0146625,-0.116226286,2.1845474,-0.16445151,-3.487032,1.3567444,-1.4374663,1.4270568,-2.7141497,0.32206973,-1.6717378,0.6770934,-0.7870262,0.108140364,-0.33375013,0.19295189,0.51161444,-0.4016376,-1.1651988,-0.3699781,-0.55375016,-0.6824897,-1.0252188,0.1568045,0.6411953,-0.42010593,-0.12952611,-0.47586912,0.32630002,-0.14029679
3,-3.2431207,6.5707417,12.697932,52.465015,-2.6385503,-18.10445,6.720701,-4.494679,-3.450427,-1.8042638,-1.9611132,-0.8914591,1.8455508,1.2184095,6.172709,-0.77837527,3.721196,-1.3688855,-1.6497235,0.21176474,0.4393643,-2.9750452,0.4187041,2.6545146,-1.0491447,-1.4745553,1.7212805,0.73761487,0.67538154,-0.35173675,1.0163708,0.5473145,0.23133436,-0.40659553,-0.60739243,-0.15012568,-0.3590468,-1.886331,-1.2732655,-0.80289936,-1.2835443,-0.08807765,0.22891524,-0.43950808,1.8518059,-0.46264583,0.04349112,-0.77261513,0.059834313,0.15819666,-0.1630153,-0.068998374,0.7227293,0.42205122,0.5210407,0.21051061
4,-3.2382255,10.004252,-9.6613865,-2.6385503,65.315186,-6.775167,3.785306,-3.3137343,-5.5088882,0.2976964,0.08428025,-1.1595806,-2.6869156,-0.8936609,-2.6788783,0.93191165,-0.35217637,-1.3496203,1.8410515,2.217763,-1.7137536,0.39724147,-0.4670561,-1.2822845,-1.1749754,0.36074513,0.290043,-0.6631756,0.49445057,0.40727827,-1.5456839,0.8352281,1.0789973,1.5065044,0.24526376,-0.05314029,0.34362835,0.19521582,-0.17859271,-0.19723818,-0.3840018,-0.3900811,0.21235162,-0.13007304,-0.27716756,0.12673631,0.050521627,-0.19754964,-0.45420855,-0.15911311,0.18477452,-0.10829008,0.15959711,0.23843132,0.014235321,-0.121980876
5,-2.8124318,-0.96946466,5.8213058,-18.10445,-6.775167,20.197367,3.15836,-6.799466,-0.42455292,-0.29281032,0.5168139,1.3727043,-0.7210613,-2.6018543,2.2977784,2.3283436,-1.9494056,-3.5936952,-0.9767002,1.8550477,1.247185,0.98984003,-1.9002764,-2.3490326,0.5537678,0.2115547,0.5804632,-0.92177165,-0.27691263,-0.94995683,-1.9612936,-0.64236075,0.3443808,0.25747275,0.26538175,1.0572942,0.11873272,0.20178658,0.46100742,0.29075924,0.1870448,0.73511994,-0.0382078,0.24647251,-0.6397991,-0.691127,0.6950849,0.4934585,0.115973964,-0.4240644,0.4085479,0.051711567,-0.008641649,-0.24887225,-0.18244407,-0.15871683
6,3.1978555,-10.692623,0.09427488,6.720701,3.785306,3.15836,34.919727,5.0296397,-1.2382219,2.5054674,-0.99843824,1.4946872,1.7415005,-2.6037803,0.73872316,-1.8812094,-0.047113016,-2.5664926,-1.5280035,-1.2007159,0.74589264,-0.7201135,-0.61587524,-2.1333632,1.2602489,1.041333,0.34502858,-0.27012357,-0.05587221,-0.6744705,-0.627403,-1.5744147,-0.8342832,-1.2451732,-0.5785141,-0.22061312,-0.36439574,0.45624,-0.05762103,-0.5012183,0.5546335,0.4372098,0.10925357,-0.11120975,-0.64280164,0.041464068,0.11735156,-0.1515453,0.32320562,0.13260853,-0.0036038365,-0.076463535,-0.13890433,-0.24893308,-0.018804677,0.17720288
7,-4.1595573,-3.405827,-9.857294,-4.494679,-3.3137343,-6.799466,5.0296397,27.172956,3.124085,2.4789538,-1.245051,-2.9956524,-2.23495,3.6419678,1.6601813,2.7646885,-1.802866,3.19532,0.05154512,1.1304028,-0.033292152,0.8156171,0.28731287,1.1742084,-0.38054585,0.5991594,-2.1508672,0.85174006,0.8252821,-0.28953373,-0.7157273,0.37080464,0.12545542,-0.027540026,-0.75321615,0.3639391,-1.5129683,0.132925,-0.46150216,0.023091275,0.016840082,0.009189086,-0.078618675,0.490473,0.042724337,-0.4369244,0.41728026,-0.3743224,-0.41896802,0.13351083,0.09288214,0.035935916,-0.25312105,-0.54961455,-0.035133574,-0.3592977
8,-0.817742,-4.213827,-1.4797915,-3.450427,-5.5088882,-0.42455292,-1.2382219,3.124085,13.164913,1.2787075,-4.2253,-0.43215984,-2.4078608,0.8171649,-2.1506822,-2.0061255,4.7256927,-1.1858358,-1.9904237,2.2294621,-2.602737,-0.4937091,-0.0122222835,-2.876667,-2.256835,0.022569159,-0.3950267,-0.17249024,0.36634046,0.3804822,0.0013145886,0.20203412,-0.76087654,0.3335423,-0.27832392,-0.76607525,1.1229361,0.16849715,-0.52307016,-0.46219665,-0.04459616,0.5593715,-0.04687295,-0.78453237,0.1084622,-0.21193284,-0.53212506,0.31132686,-0.59260726,0.081134126,0.0415305,0.038580596,0.11455591,0.15121067,-0.21793449,-0.19099212
9,2.9160306,5.395755,7.3136435,-1.8042638,0.2976964,-0.29281032,2.5054674,2.4789538,1.2787075,22.963144,3.3610284,2.2626739,-3.465508,-1.1467283,-0.6708095,1.6021178,-0.14462017,1.7704579,-1.0161122,0.59217966,-1.9852817,0.23191297,1.4928874,0.71713173,1.3626833,-2.3144727,1.2241232,1.377225,1.1949005,-0.91379684,0.13256729,-0.069228,-0.081514284,1.2093387,-0.28222468,-0.79388773,1.3486528,0.43649846,0.4165219,0.11154117,0.41690284,-0.15637015,0.14880799,-0.13521904,0.11343303,0.30678257,-0.39966184,0.3201117,0.6892298,0.06279053,-0.19030017,0.26191399,0.15436637,0.0345947,0.24617296,-0.40735328
