,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,48.5927,-49.792545,1.881459,-18.39536,-23.135563,-16.691313,16.671083,17.080032,13.69175,-5.9692783,-10.126514,-4.959348,-4.548477,9.261469,4.4115505,4.8088746,-1.3763139,-5.6158686,-1.9962094,0.0011480071,-3.0293264,2.9954126,4.2660046,-2.9313488,-1.8928702,-5.5808115,-1.593578,-1.4074446,1.1137211,3.2672415,-1.4091067,-2.1480243,0.6283932,-1.3340837,-1.0734062,0.14474809,0.93023807,-0.10001317,1.2343407,-0.65246737,-0.23424357,-0.78298223,1.4930437,-0.047447942,-0.57994735,-1.7029583,0.0309322,-0.659234,-1.0969212,0.66800666,1.132317,-0.4389196,-0.3391325
1,-49.792545,79.85381,16.583675,4.1170044,16.113804,14.508456,-4.6694794,-17.850908,-25.261219,8.62275,-0.5442306,-1.6473051,-3.4511776,-11.264593,0.029678896,-2.8937836,0.81284255,8.009003,4.336027,-2.142173,0.5047854,-4.588996,-7.748069,-1.1528451,-0.7919212,8.252055,3.6923275,3.6508245,-0.9818089,-3.9904504,4.1292706,1.5539813,-1.203765,1.7638371,3.1087937,-0.014189804,-1.7244859,-0.9121401,-0.44097203,0.023677934,0.8328434,2.0790844,-0.8690812,-0.5767338,-0.21988863,1.5933686,0.9380082,0.90974915,0.47685596,-0.4517349,-1.0256491,-0.5500788,0.18821919
2,1.881459,16.583675,113.47061,15.085461,-4.2638936,-17.900507,-7.569107,-6.378361,-2.6681962,2.0653229,-15.860917,-4.762761,-11.199354,-13.759983,-3.468504,2.9304566,-4.867163,1.521859,13.821546,-2.8253748,-1.7495522,-4.8726463,-3.976831,-4.308257,7.459256,8.267311,0.6019263,1.6475621,1.3654587,-4.30651,1.4628484,-5.7539473,2.0624247,-1.9549226,1.533299,-3.2104206,0.04956258,-4.9420805,-1.2531927,-0.1819278,-1.992361,-0.77906823,2.6562705,-0.9900354,-0.20776749,-0.7361059,0.6424694,0.83358437,-0.44603777,0.8154198,1.0794485,-0.3874395,-0.78055346
3,-18.39536,4.1170044,15.085461,44.32793,6.3749495,1.0297513,-9.108725,-13.688084,-4.412265,-2.7791252,9.764606,2.7028732,6.0539317,-1.8745613,-8.182693,-1.4414562,2.372634,0.41357458,7.626441,4.923056,1.6586848,1.5894871,3.6210876,1.2197748,3.9985209,2.8697693,1.4317818,-0.543069,-1.9929543,-0.206498,1.2186065,-1.584674,3.2352405,-1.8213305,-2.1716957,0.16627459,1.6566833,-1.5228589,-0.16066527,-1.0403134,-2.9158669,0.78751355,-0.32640684,0.81195664,3.075596,0.311433,-1.2074639,1.0664654,-0.2890389,-1.8783269,-0.3398499,0.2642711,-0.58270293
4,-23.135563,16.113804,-4.2638936,6.3749495,24.3701,8.056725,-13.047585,-9.359966,-6.264412,2.4656115,3.2903876,6.4706306,0.99856365,-7.1078405,-0.51511323,-2.1214201,2.0508811,2.4995415,-3.5320585,-3.5455847,2.5735903,-1.523133,-1.2441916,3.7223465,0.43894306,2.5654764,-0.58144087,0.69254804,0.72397953,-3.5972955,-2.6790295,2.7562542,-2.4074674,-1.7151827,0.5219406,0.65925837,0.76061,0.5263343,-1.1956475,1.5752393,-0.8004887,-1.1683607,-0.7202657,0.44758224,-0.25262612,0.14996886,-0.2294617,-0.3914192,1.7274594,-0.2905153,-0.9521947,0.66637766,-0.12180382
5,-16.691313,14.508456,-17.900507,1.0297513,8.056725,36.719913,-5.142022,-14.290358,2.8933043,0.6551311,2.8827724,6.1228333,11.1925335,-7.160294,-8.606319,-0.5749949,1.6477284,2.5385642,0.774862,-1.0073409,-0.38809392,4.079208,-1.7349842,1.6130062,1.8809394,-1.8099992,0.63890743,0.77116936,0.87399936,0.19306022,0.6763656,0.7806318,-1.2798209,-0.5877979,-0.66822094,0.98151815,-1.8325841,0.8468516,2.7919526,-0.20780842,0.91216856,0.575128,-1.6252491,0.304152,0.84208256,0.6056485,1.37523,-1.0904983,-0.24687749,1.6458416,0.4597272,0.03602557,1.1888248
6,16.671083,-4.6694794,-7.569107,-9.108725,-13.047585,-5.142022,32.21674,1.8624961,-2.1102953,-9.448159,-0.1883924,-2.1217332,-2.7239456,3.900957,4.7620935,1.4584006,0.23018202,-0.35910344,1.7400682,-1.1590543,0.23916829,5.4611487,1.4295382,-2.218484,-6.824381,-0.2956053,3.5658011,2.0678298,-1.7784593,-0.44855294,-0.27210492,-0.118005775,0.8592055,0.1553149,0.54964936,-0.56602514,-0.16777983,-0.17558548,1.7597444,-1.606509,0.762733,0.42108226,0.91136885,0.7538044,-0.4192558,-2.3372664,0.45534128,-0.29932746,-1.7565107,-0.10559756,-0.7477622,-1.3323786,-0.92493546
7,17.080032,-17.850908,-6.378361,-13.688084,-9.359966,-14.290358,1.8624961,21.433601,5.2446327,-2.0303512,-1.555359,-3.9409132,-6.8694177,6.0022306,3.9451234,0.40003067,-1.2554815,-2.4810805,-1.1121768,-0.89444077,-2.089758,-2.7231412,-0.9682355,-0.12029284,-1.3150182,-2.6896572,-2.1699018,-2.4842088,1.7468815,1.0876913,-0.44047913,0.037563972,-1.0121963,2.2244177,0.052710466,-0.570999,-0.88389814,0.61441183,-0.3263352,0.008100707,1.4000182,-2.1946812,0.69829446,-0.46395904,-0.51822734,-0.54713464,-0.49851924,0.783067,-0.8757843,0.10352011,0.31021369,0.67355686,0.1247817
8,13.69175,-25.261219,-2.6681962,-4.412265,-6.264412,2.8933043,-2.1102953,5.2446327,21.30165,-4.6229744,0.21886985,4.8276567,6.0538373,-1.5942457,-1.15675,0.44498217,-3.3060818,-2.8454347,0.20768294,0.4668122,-1.8221678,3.0955815,0.8734172,-0.59705186,1.3863739,-4.133963,-1.2820256,-0.50443566,-0.50760734,1.499527,-1.1520948,-1.3492563,0.50387293,-0.3110149,-0.899489,-1.88834,-0.6591002,0.87805676,-1.039951,-1.1939045,1.0299215,-0.64786255,-0.22040346,0.1311279,-0.4521659,0.17783636,-0.7558152,-0.7015262,0.53284967,-0.21330598,0.39680547,0.14008921,-0.026327528
9,-5.9692783,8.62275,2.0653229,-2.7791252,2.4656115,0.6551311,-9.448159,-2.0303512,-4.6229744,16.173876,0.23896964,-1.9897617,-0.2746604,1.6832554,1.5741426,-0.367615,1.3257987,2.1117053,-2.9441833,1.3913229,0.891304,-5.467443,-3.2636912,1.4186165,2.6596947,0.1811817,-1.1185086,-3.238472,-0.07902712,0.9038833,-0.07024084,1.4227505,-0.11675613,0.795618,1.1529136,0.48609632,1.7164111,-0.4776222,-1.1523217,0.34618115,-0.82127476,1.1714647,-0.1157615,-0.35154027,0.7252561,0.77411735,0.9068948,-0.15439665,-0.21879357,0.056184128,0.9690399,-0.14710185,0.706759
