,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,8.691473,-3.2232614,-11.809763,-3.522399,8.470108,14.704023,2.345448,6.150051,3.63161,-2.6544876,1.766355,-5.31071,6.0181646,-0.4041407,-0.42172462,-0.6336107,4.6077704,-2.4132469,-0.89367735,2.7061458,-1.0008521,1.09718,-0.5458516,-0.30030295,2.2704237,1.6279182,-1.5325694,-1.8439119,-1.4287689,-1.6851397,1.6131105,-0.70376027,-0.1821254,-1.1445997,1.963495,1.9450936,0.24058461,0.20414013,0.69186234,1.2490952,-1.0807376,-0.9120908,0.6962123,-0.5583415,-0.03229237,0.270884,-0.45011562,-0.28042588,-0.797317,-0.047170985,-0.5316246,-0.28243783,0.3325929,0.089341566,0.97609496,0.58351016,0.5390161
1,-3.2232614,58.20467,38.603485,34.494625,-17.971706,0.5317339,-4.7812295,-7.7408285,-0.46016788,27.970837,-1.322263,-7.500114,5.0043077,-12.289919,-1.6239154,-0.49250007,-5.684433,-2.5812888,-3.2415051,5.6823883,0.2828203,-6.545211,0.7198106,3.7605252,-3.274923,2.1164749,3.3761318,-2.666767,3.693098,0.92877585,1.6650492,0.8497752,-1.0164561,-3.405108,-1.8877083,-3.2526612,0.3087266,2.1861339,0.014227138,1.6132214,3.0323815,1.9417425,1.7005453,0.1593025,0.14274365,0.7011387,0.27218416,-0.20655453,-1.8483306,-2.2491238,1.3376217,2.2689714,3.822103,-1.8970023,1.0351939,0.019984504,1.5986134
2,-11.809763,38.603485,171.55293,2.6266265,-20.281109,-33.71855,-3.6082692,-17.836819,9.122963,22.386505,-5.0863647,-11.0647545,-3.2784774,-11.744938,-5.2707176,-10.353481,19.735497,-1.9973465,7.6695266,1.3855085,-2.8229456,-10.223928,0.49995846,4.3911624,-1.3911989,7.776271,2.9240928,-2.7290068,1.2659044,-0.46390718,-0.40960294,0.08956982,-1.6199459,2.9037724,1.6938229,-0.8043375,-0.8734821,1.0616541,0.7203398,-0.22463979,4.3576894,-1.8586293,-0.35254845,-0.52548826,-1.3855408,-2.5370648,0.2467661,-0.7444477,1.8749788,-0.12093393,-1.1226892,1.5836133,-1.1833341,1.2909826,-3.8852816,-1.2625673,-0.8886959
3,-3.522399,34.494625,2.6266265,56.09765,-29.081718,2.2735882,-2.587978,-11.722115,-3.904338,17.794235,3.5537205,-10.092841,-5.92139,-4.103961,8.324664,-0.5573479,-2.8229523,5.257578,-10.4616375,-3.231073,1.1149008,-5.7715354,-0.320828,-1.8724352,3.058218,-4.8424993,-1.5742377,0.061727457,5.684743,-0.31492278,5.841015,-0.76974916,1.814198,-1.2843242,-3.7546315,1.1742337,2.8784091,0.45805857,-0.30445153,1.8485469,1.5524623,4.419338,1.7581508,1.5775871,0.34464115,-2.2722335,-1.8179936,-0.5360836,-0.24907538,-0.49569628,0.89848423,-0.010693803,2.2345595,-1.8933156,2.671696,-1.2825947,0.1043787
4,8.470108,-17.971706,-20.281109,-29.081718,50.91785,13.4835415,-9.173862,10.76091,-9.83298,-25.835365,-3.7777362,-9.696345,3.3813968,-12.776762,-2.6740332,13.081557,2.2407093,-4.8362465,1.4508163,3.7474463,2.2994208,4.066197,-1.9977632,-0.26096147,2.3406744,8.113745,0.3612258,0.46451002,-2.935805,3.6179137,-0.19196287,1.3701127,-0.539745,1.2141765,0.76461715,0.9439026,-1.8249791,1.5788912,0.90652514,-0.11954972,1.272373,-3.0997696,-0.10477532,-0.9960028,0.8934312,-0.8795116,-0.009018465,2.3275487,-0.95354396,-0.32989857,-0.76724774,0.8974495,0.48091546,0.494695,-1.755924,0.5377834,0.7401515
5,14.704023,0.5317339,-33.71855,2.2735882,13.4835415,55.92818,-17.485312,4.8718815,16.95515,-7.9813375,15.158019,-19.086414,2.9821835,7.280719,-8.680057,3.3972173,2.6054904,-11.480177,-2.0576053,2.3679833,-5.003645,-2.9674976,0.17392641,-0.26007324,4.0958548,1.4797966,-3.6007864,-4.8671193,-1.0938706,-2.6866355,2.165559,1.4769642,1.4661076,-3.064969,2.0050416,-0.111113034,1.3246348,-0.6867467,0.48256022,0.5350766,2.1270463,-0.8671923,-0.1916684,-1.640869,-0.7264049,1.0239639,-0.017303772,-1.2615681,0.13294809,-0.7029214,1.4346709,0.59017694,0.67636764,-0.7065636,2.1189816,0.3254121,0.75142294
6,2.345448,-4.7812295,-3.6082692,-2.587978,-9.173862,-17.485312,34.41444,-0.7392781,-6.355591,0.30175924,-8.844825,4.665636,8.312845,-3.990725,8.838795,-7.4791684,3.5587888,5.832429,-1.3592086,0.8346213,-8.716791,1.9323843,0.59258616,-3.436903,0.21982084,-1.8623824,3.214641,-0.038871683,-2.1860754,-3.61868,-3.736748,0.16979668,-0.94771683,-3.0126815,1.5983756,1.9327414,1.6887228,-1.9163113,-0.7050859,1.7041167,-5.544634,-1.0146618,1.7523704,0.288663,0.39126995,0.092327535,-0.9306075,-0.27540004,-2.155054,-0.37149787,-0.52966917,-1.1617179,-0.08482918,0.6655698,0.6315704,0.3324377,0.732321
7,6.150051,-7.7408285,-17.836819,-11.722115,10.76091,4.8718815,-0.7392781,18.347082,-0.82890326,-1.1963766,-0.34906453,6.0356164,8.126337,-0.18323801,-8.420481,-4.4886613,-0.40394503,-0.8142612,4.6184435,1.1799567,2.7687063,2.8661141,0.4787202,3.0230794,1.7942101,2.290226,0.28046268,1.9907594,-1.1943874,-0.32874835,5.533555,0.23053478,1.2604322,-0.09797408,1.223538,3.1608224,-1.6623181,0.53196526,0.56772894,0.88218963,-1.1996257,-0.08592339,1.6021273,-0.6381046,0.68452954,0.8231709,-0.31576318,1.1572613,0.093105,0.4782083,-0.9352626,0.054419827,0.69899344,0.12793311,0.67732346,0.011938617,0.2307495
8,3.63161,-0.46016788,9.122963,-3.904338,-9.83298,16.95515,-6.355591,-0.82890326,24.039001,0.5753126,7.293809,-10.815956,-2.8644152,12.7131,-1.7429686,-6.857076,3.2303033,-4.5225554,6.5137615,2.6894777,-0.19137438,0.98065805,2.0646513,3.735876,-2.4794126,-1.181777,-0.4083895,-2.4241145,2.6112857,-3.3163877,-1.4057295,-1.5827892,-1.7208624,-1.3701048,1.6322107,0.25800747,-0.04490215,-0.015750322,0.40530795,-0.17971933,-0.46618062,0.070493385,-1.8569672,-1.4837254,-1.1104481,1.6580461,0.34930545,-1.648095,0.41940862,0.95415306,-0.45585352,-0.35201383,-0.35801983,-0.43228793,0.49567002,1.0046542,0.09723888
9,-2.6544876,27.970837,22.386505,17.794235,-25.835365,-7.9813375,0.30175924,-1.1963766,0.5753126,35.084995,0.59807324,12.095512,9.5399685,0.204297,-2.9490218,-1.7685175,-0.21851179,1.8775952,-3.4995584,0.15739647,3.166646,-3.9887657,-1.0942128,1.0977185,-4.5732374,0.19810855,-1.1218121,-2.418608,0.36804855,1.5092816,0.28892913,-1.0045326,0.68505156,-1.0612525,1.2519493,-0.46045628,-2.0384712,1.4490652,0.4652112,0.7065725,-0.4307577,0.54333615,0.69166064,0.40187383,-0.12198645,1.8099978,0.40066254,-2.018455,0.025772996,0.06052749,0.14604723,0.15542704,0.7858417,-0.07266159,1.6934682,-0.10965058,-0.4448337
