,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,381.3036,1.3607066,4.1633863,0.78844285,-2.6348512,-5.1503987,-0.81092834,-1.9764183,-1.3530165,0.84247416,-0.5697757,1.8278477,-2.0678546,0.110831246,0.06156309,0.15756738,-1.4855852,0.61384225,0.29196388,-0.87202966,0.28380513,-0.44513535,0.29819873,-0.011546111,-0.75743365,-0.6936431,0.610456,0.7405901,0.5027328,0.5599543,-0.57004905,0.1150924,0.08485921,0.3625335,-0.7368485,-0.63077617,-0.060364876,-0.12767746,-0.23528272,-0.42086065,0.3991102,0.28902617,-0.24374345,0.23953319,0.022652768,-0.110346496,0.15805352,0.08311317,0.29014266,-0.02012485,0.08625913,0.08988351,-0.10000338,-0.016663743,-0.32720298,-0.19480406,-0.16321479
1,1.3607066,157.30382,-13.989565,-9.597871,4.9786997,0.108593605,1.6311018,2.448218,0.91433674,-9.2195,0.6666024,2.3501997,-1.544569,4.1292014,0.7994976,0.6123692,1.5303636,1.8154867,1.0972216,-2.1544452,0.12929314,2.5536065,-0.5814054,-0.830709,0.9145314,-0.17144123,-1.5188199,0.21881996,-1.5006741,-0.4476007,-0.6238076,0.23170242,0.18274108,1.0620948,1.0622109,1.2761695,-0.03378051,-0.4565692,0.063466996,-0.64927244,-1.1179297,-0.69698983,-0.34283817,-0.43406975,-0.110330984,-0.13246438,-0.15089071,0.20013745,0.5905395,0.78677046,-0.115708694,-0.7919872,-1.2912681,0.6131046,-0.3108663,0.014642889,-0.6662045
2,4.1633863,-13.989565,36.08744,1.0631659,5.760286,11.620094,1.059758,5.856017,-2.2766085,-7.3091927,1.9729449,3.568564,1.1462512,3.9877176,2.0266001,3.9615202,-6.986594,1.6362545,-2.4973547,-0.7374894,1.254436,3.910326,-0.3851329,-1.0741917,0.265234,-2.0729487,-1.4540603,0.11992164,-0.71507776,0.065055236,0.102052405,0.5450959,0.42576414,-1.1200533,-0.15681586,0.43407154,0.38692778,-0.09463705,-0.15068679,-0.04679601,-1.5461662,0.5381839,0.3926062,-0.16179237,0.3564945,0.9160339,-0.25151744,0.4222607,-0.60436,0.020535637,0.6937439,-0.45675308,0.39254296,-0.4836434,1.3453525,0.4918085,0.15622973
3,0.78844285,-9.597871,1.0631659,55.998043,11.822882,-1.518625,0.8426542,4.3938894,0.15248972,-6.4638314,-1.3424443,3.8206506,1.7294722,1.3645291,-3.3502927,-0.5225394,1.6064398,-3.6402643,3.3889782,1.5503147,-0.7713405,1.2349633,0.63901234,-0.19085792,-0.7665544,0.46225432,1.2109208,1.3041079,-1.4977744,0.18456104,-2.0712006,-0.6832535,-0.42478883,0.5539259,0.5991596,-0.5511458,-0.99701315,-0.6363455,-0.005818366,-0.48216122,-0.39382565,-1.4645213,-0.9853779,0.05010508,0.09339791,0.5544108,0.75709784,-0.09736295,0.08904333,0.09583837,-0.9866817,-0.11219154,-0.7554157,0.732934,-0.915617,0.391953,0.18175663
4,-2.6348512,4.9786997,5.760286,11.822882,56.484016,-4.1524096,3.1484022,-3.841853,4.0406704,8.9574175,1.4090812,3.0709357,-0.9819472,4.3334007,1.1533518,-4.0068326,-1.1094513,2.7005436,-0.43990427,-1.4961661,-0.59224993,-1.0003501,0.36699307,0.5445072,-0.9549394,-2.069278,-0.4917439,-0.8713615,0.7398521,-1.3282261,0.06973176,0.06431398,0.04277406,-0.50813365,0.14376771,-0.18770769,0.6865226,-0.25634074,-0.24079108,-0.04858561,-0.51198095,1.0454909,0.2601388,-0.025564786,-0.39896113,0.40194333,-0.05974788,-0.6473813,0.3114941,0.15182796,0.62468934,-0.271503,-0.15723962,-0.21262547,0.62280464,-0.16300109,-0.3659782
5,-5.1503987,0.108593605,11.620094,-1.518625,-4.1524096,48.745155,5.7608843,-1.7047544,-5.7270136,2.632328,-5.350456,6.4608107,-1.0726373,-2.4079723,2.8972154,-1.2037479,-0.8280052,3.5694108,0.7241212,-0.7093391,1.7335927,0.76975393,0.06553837,-0.06594342,-1.2777245,-0.7353034,1.3147832,1.8900931,0.42000723,0.8568717,-0.82809186,-0.6752323,-0.46148247,1.0030397,-0.7833905,0.019626912,-0.4381507,0.13139331,-0.10536477,-0.16880137,-0.68474215,0.24885228,0.068616316,0.58668876,0.23249751,-0.44182616,-0.0061347554,0.40401727,-0.01233626,0.19083153,-0.62628746,-0.23095705,-0.16736904,0.31122932,-0.6829631,-0.08321127,-0.2674022
6,-0.81092834,1.6311018,1.059758,0.8426542,3.1484022,5.7608843,38.10162,0.37614554,2.301212,-0.11293916,2.9299817,-1.5503054,-2.8130288,1.3028932,-2.988824,2.5479822,-1.2047023,-1.8400388,0.48425788,-0.30771285,2.9982615,-0.7806241,-0.15156321,1.1024282,-0.042245187,0.62131965,-1.0883312,-0.012520654,0.7183342,1.1692178,1.2372948,-0.032186784,0.34528428,0.9890982,-0.5392231,-0.6750345,-0.61280704,0.61620235,0.28517026,-0.5995021,1.8720051,0.3125906,-0.5354384,-0.18715395,-0.17384422,-0.09733236,0.29700363,0.1325944,0.7446268,0.08528738,0.20247224,0.42644554,0.07029273,-0.22838649,-0.1808958,-0.084809005,-0.29814422
7,-1.9764183,2.448218,5.856017,4.3938894,-3.841853,-1.7047544,0.37614554,29.00185,0.38090223,0.3775199,0.31335053,-2.0422513,-2.7586846,0.01321818,2.8724294,1.6023595,0.1693268,0.45881873,-1.604361,-0.43305367,-0.9819819,-0.80174565,-0.19451089,-0.96294284,-0.73083377,-0.6075957,-0.15001947,-0.8551427,0.3126973,0.065897696,-1.9254878,0.014820489,-0.49189883,-0.01799647,-0.30101308,-0.9889294,0.66094065,-0.1157082,-0.19427264,-0.31733418,0.3750371,0.07032352,-0.5067799,0.17013061,-0.23303455,-0.23707059,0.092049964,-0.37247562,-0.03991878,-0.13359442,0.3584244,0.0152990855,-0.24426842,-0.071733475,-0.24241325,-0.010392591,-0.06832938
8,-1.3530165,0.91433674,-2.2766085,0.15248972,4.0406704,-5.7270136,2.301212,0.38090223,24.65375,-0.27419996,-2.5608,3.6977515,0.98715425,-4.3640656,0.37124342,1.9744551,-0.92192215,0.7512243,-2.2168238,-0.8035135,-0.13519628,-0.40725166,-0.53615296,-1.4840274,0.9088373,0.023821821,0.37619406,1.2413504,-0.7367976,1.2402884,0.60316026,0.22457853,0.64561284,0.48253146,-0.79173255,-0.108467415,-0.017664984,-0.113235414,-0.26909882,0.14812231,0.2050091,-0.011045726,0.45852575,0.75291264,0.45076042,-0.53917384,-0.04737608,0.46632236,-0.17451581,-0.32148165,-0.034267936,0.1056189,0.07228108,0.1555768,-0.21110007,-0.38347602,0.09628927
9,0.84247416,-9.2195,-7.3091927,-6.4638314,8.9574175,2.632328,-0.11293916,0.3775199,-0.27419996,18.475555,-0.31852567,-4.0453,-3.2286785,-0.042961307,0.9454258,0.5247224,0.117802344,-0.8324485,1.178792,0.005508462,-1.0991117,1.1897547,0.38809252,-0.45187145,1.620786,-0.21688734,0.42487928,1.0199627,-0.056644324,-0.51953465,-0.14235829,0.22339663,-0.23256923,0.36974198,-0.50172174,0.13467005,0.67118084,-0.5513308,-0.14806315,-0.21997616,0.15291291,-0.19137183,-0.26920807,-0.10062747,0.060644656,-0.6572192,-0.11848277,0.63027346,-0.011193424,-0.030951612,-0.12787074,-0.090344355,-0.24132912,0.062722236,-0.55615836,0.03679127,0.15781146
