,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,130.42282,-38.480896,-21.73796,-60.099785,17.220749,-3.6281447,-7.1951838,-14.861042,-6.0964823,-2.9947948,12.205868,7.7700615,12.262264,-7.826274,3.7603426,11.614582,9.221865,3.023756,-4.238297,2.2239513,-3.998293,-4.1559625,3.5773518,2.3129003,1.937484,0.679968,-2.1893933,-0.28045803,0.20808643,3.0777745,0.82206726,-2.6565304,2.4793992,-1.9204799,-2.5040555,-0.06972796,-0.6261971,-0.5080857,-0.0023350748,-1.5570128,-0.3746433,-0.34793222,-0.17463724,0.12651421,-0.23979217,-0.35487598,0.091340505,1.0617956,4.8080093e-08
1,-38.480896,94.98695,46.603733,-2.3266788,-10.038643,-18.422302,-2.5481386,1.0126823,12.854567,-11.146539,0.28474098,-5.7535963,-1.6711576,-1.1026831,-6.760788,-4.8340054,5.137305,0.49666744,-3.415765,10.2554035,2.6731083,-3.3234663,-0.48908484,2.6872244,-3.324232,-0.61680055,4.4467087,-4.200925,-1.2385495,-1.1302181,-0.9136209,-1.5625727,0.17188123,-0.19524376,1.5820024,0.9073506,-0.40894413,0.3202138,-0.7906102,1.0476232,1.2866684,-0.45117658,-0.22103329,0.7155663,-0.6888586,0.2545374,0.21044852,-0.64208746,-4.1876604e-08
2,-21.73796,46.603733,40.334316,-6.03247,8.8202915,-1.7181876,-2.8521633,12.867146,7.107442,-7.6326075,5.519458,3.530971,2.2731917,8.17461,-4.2608786,-5.1917133,-0.90202343,0.28098154,-3.1433172,4.5864353,0.910355,-1.8731952,-0.21170145,-0.4567644,-0.30640477,1.5169055,4.2130756,-1.3192172,-0.4576102,-0.16458672,-0.4676023,0.74131495,0.94172716,0.5313885,0.24653374,0.6901374,0.20324802,-0.29564494,-0.9963899,0.15733264,0.078857854,-0.34570238,0.26132065,-0.062596135,-0.33705306,-0.38643312,0.2624302,-0.21431547,-3.233213e-08
3,-60.099785,-2.3266788,-6.03247,64.51023,-13.246815,-4.218215,7.720269,-1.8375003,-0.5539627,0.8592557,-9.011567,5.595005,1.2478018,-0.117330104,-0.6365634,0.5190266,-0.8255095,1.502955,0.6730408,-5.196747,6.2515492,2.1164403,-3.447144,-0.6159292,0.90025175,2.3767953,0.6518614,2.7808888,-1.2628195,1.9343724,-1.0700554,1.6164461,0.78286994,0.6901523,-0.12231972,0.06084557,-0.6042479,2.2957406,-0.94829446,-0.9664285,0.55399907,-0.0065753264,0.80220157,-0.9584527,-0.5424455,0.65593785,-0.13629472,-0.5898185,-1.5199038e-07
4,17.220749,-10.038643,8.8202915,-13.246815,50.1399,-1.7373121,-15.105854,2.8897088,-4.111927,1.7498462,0.9440868,5.787135,-7.7141223,7.209836,0.37521031,-4.3945127,3.042893,4.1089053,-3.3567014,-3.535226,2.5720215,0.9460014,-1.2976334,0.38348916,-0.30820274,-1.5608182,2.56598,0.61307395,-0.362688,2.2208161,-0.8828682,2.556798,-0.18803313,-0.50543904,0.7283079,0.145874,-1.043746,0.8878924,0.38302135,-0.34378505,-1.0884625,1.2946069,0.68365973,-1.6362542,-0.085264444,0.7080376,-0.040556658,-0.39247906,-2.121776e-07
5,-3.6281447,-18.422302,-1.7181876,-4.218215,-1.7373121,40.635094,15.047445,7.916636,-5.4065647,-2.1309328,2.0799398,-7.1056156,-4.0127783,5.5609274,4.0022964,-1.0319997,1.0231881,-1.4478991,1.3465645,2.6138206,1.3183485,-2.4571846,-2.1084929,-0.790995,0.9942504,1.5396771,1.9997684,-0.61009765,1.7152171,0.05432542,2.5326135,1.0767213,0.99959624,-0.84464633,-1.7214787,-1.3133664,-0.22954273,0.4976498,-0.260368,-0.82385504,-0.92483705,0.9644209,0.06490661,-0.089849934,-0.023443976,-0.24025558,0.22646374,0.31103188,2.3156684e-07
6,-7.1951838,-2.5481386,-2.8521633,7.720269,-15.105854,15.047445,27.00065,-1.4365753,5.082042,-2.359107,4.238225,2.8369842,-6.365184,0.9380559,3.6804333,3.18126,5.4594073,-0.9536093,-0.37603748,0.96453774,-2.9124513,2.4743693,2.7031846,0.8609893,0.5096619,1.783364,1.4516907,0.18750688,-0.8980572,0.3317858,-0.75091696,0.6414746,1.1345503,0.69063026,-0.42868942,0.5776454,-0.3327491,-0.48850822,-0.5007275,0.5711545,-0.040646236,-0.00046577293,-0.65493447,0.15221581,-0.14815123,-0.39769062,0.29732054,0.023540823,-1.5291627e-07
7,-14.861042,1.0126823,12.867146,-1.8375003,2.8897088,7.916636,-1.4365753,27.9424,3.2708907,1.3674347,-0.86907184,-0.22601393,1.0333385,-1.98408,-1.6798702,0.1163501,-5.0219893,1.4890221,-2.6719933,0.23939346,-4.6711054,0.5210079,0.053024724,-2.4694066,1.7384577,-0.5247923,-0.1998336,0.6273428,0.87631404,2.045926,1.7945342,0.7568166,1.6186038,0.5161897,0.1121618,-0.35075602,0.6160518,0.37650642,0.4058701,0.598601,0.0883545,0.14310926,0.9747062,-0.43059194,0.25702682,-0.31742847,0.19071409,-0.526182,-9.782349e-08
8,-6.0964823,12.854567,7.107442,-0.5539627,-4.111927,-5.4065647,5.082042,3.2708907,21.2351,2.6096091,10.085034,-0.5562458,0.14904758,-0.9744809,3.103191,0.4121877,0.06628222,2.01159,0.22166783,-0.36622965,1.7898684,0.2650058,2.1578326,1.565321,-0.67822456,-1.4187762,-1.9276493,2.8182328,-0.2322576,0.94408476,1.3905878,1.8183093,-0.77435184,0.08857164,1.1468847,-0.23631221,-0.81537277,-0.2566784,-0.19633006,0.10685953,0.40974668,0.38696402,-0.4934307,0.10577284,0.63856375,0.27529186,-0.21480335,-0.029475356,-4.606573e-08
9,-2.9947948,-11.146539,-7.6326075,0.8592557,1.7498462,-2.1309328,-2.359107,1.3674347,2.6096091,18.630749,2.1509717,-1.0919255,-3.796886,-0.81800365,-0.9159794,3.0804057,0.29984567,-0.44641715,-1.3906242,0.79999393,2.7095914,-0.27510887,-1.4702778,-4.469633,-1.6309518,-2.3958879,-2.3817897,0.62680364,-1.8810534,-1.5381415,0.27487117,0.629447,-0.15813833,2.6425118,0.18088733,-0.55788517,0.85543686,-0.23763132,0.03169155,0.2413409,-0.64046943,-0.14376706,0.096092954,0.3502138,-0.13508081,-0.61735916,0.30110106,-0.39258906,-2.4929676e-07
10,12.205868,0.28474098,5.519458,-9.011567,0.9440868,2.0799398,4.238225,-0.86907184,10.085034,2.1509717,18.410297,1.2058899,2.3495216,1.037523,-1.1845577,-0.9184863,-0.12561691,1.3034787,3.4138517,0.039596274,2.03999,2.4489229,-1.4063597,-1.1025383,1.4641404,0.82914203,0.12511033,-0.2963334,-1.6216714,0.6779628,-1.1418895,-0.017872142,0.3649825,0.5958224,-1.7017429,-0.20138586,-0.1941534,0.14842185,-0.18926862,-0.21650776,-0.647188,0.0504231,-0.2510442,0.23390168,0.571275,-0.069821626,-0.06461382,0.61868167,-3.477908e-08
11,7.7700615,-5.7535963,3.530971,5.595005,5.787135,-7.1056156,2.8369842,-0.22601393,-0.5562458,-1.0919255,1.2058899,24.332516,-1.55738,-1.9002678,-0.66714823,-0.84021926,-0.11332767,-2.744576,0.2538371,1.8937173,-1.1564484,-0.42022908,0.61697465,-0.6968365,-0.25518388,2.6632245,0.67990065,1.0394583,0.3585049,0.44396928,1.3641081,1.3932276,0.5991842,1.1489216,-0.46451885,0.80657387,0.23273095,-0.61767495,-0.32970726,-0.49785727,0.036435187,-0.20513384,0.38906422,-0.1561428,0.1160605,-0.1809912,-0.06961841,0.4541832,-2.5673182e-07
12,12.262264,-1.6711576,2.2731917,1.2478018,-7.7141223,-4.0127783,-6.365184,1.0333385,0.14904758,-3.796886,2.3495216,-1.55738,19.853348,1.8696885,3.2236223,1.5495074,-1.0718595,0.16533664,0.70632654,-0.62698674,-0.48007667,-1.8695533,-0.7022104,-1.2913164,1.9237494,0.7833638,-0.55120605,-0.16229555,0.39666867,-0.1742487,-0.34017393,1.1376811,0.6899729,0.5589212,-0.009669213,0.5237493,-0.20340908,0.61628747,-0.60173315,-1.230798,-0.08689619,-1.2979813,0.69723165,-0.17183104,-0.49198884,-0.041356042,0.032690756,-0.14096156,6.320451e-08
13,-7.826274,-1.1026831,8.17461,-0.117330104,7.209836,5.5609274,0.9380559,-1.98408,-0.9744809,-0.81800365,1.037523,-1.9002678,1.8696885,20.206192,-1.4335032,1.6200786,-0.6598909,-2.5357387,-0.83304536,-0.8420291,0.73563987,1.2224189,1.2871892,-0.27560726,-1.1761756,0.87802726,-0.04401904,1.5491756,-0.7897374,-0.5859638,0.081101626,0.0126095265,-0.83573616,0.48082662,0.8130919,1.4177068,0.3787262,-0.10237023,-0.17077985,-0.43961668,0.35688215,-0.6512146,0.16815926,0.25291246,-0.32110816,0.15987556,-0.3675918,0.23967202,1.6309733e-07
14,3.7603426,-6.760788,-4.2608786,-0.6365634,0.37521031,4.0022964,3.6804333,-1.6798702,3.103191,-0.9159794,-1.1845577,-0.66714823,3.2236223,-1.4335032,17.00399,-5.3612733,0.83075833,0.6653012,-2.7787676,0.7014128,-0.4401806,-0.5317407,-0.058017313,-0.27646312,-2.357528,-0.056129847,-0.27359033,1.1657572,0.5806663,0.09507282,-1.2539561,0.4360265,-0.53289795,1.1881275,0.59186494,0.3574831,-0.39740586,-0.27819088,0.7169329,0.0329298,0.53969777,0.011555523,0.59350055,-0.56482875,0.061923843,0.15863875,-0.03893421,0.00089202053,-3.0592e-08
15,11.614582,-4.8340054,-5.1917133,0.5190266,-4.3945127,-1.0319997,3.18126,0.1163501,0.4121877,3.0804057,-0.9184863,-0.84021926,1.5495074,1.6200786,-5.3612733,12.826097,1.511368,0.5789205,-2.4357605,0.9958414,0.4325918,-0.14281979,2.89284,0.29538423,-0.3253219,-0.013727909,-0.8946191,-0.7956203,0.72189224,1.5608338,0.08039104,0.97478163,0.4216674,0.44481802,0.03140627,-0.63211036,-0.49644387,0.95730263,0.01671015,0.5242728,0.43899453,-0.40869355,0.2598788,-0.4527995,-0.5419447,0.030984944,-0.115455836,0.3356878,-6.0740786e-09
16,9.221865,5.137305,-0.90202343,-0.8255095,3.042893,1.0231881,5.4594073,-5.0219893,0.06628222,0.29984567,-0.12561691,-0.11332767,-1.0718595,-0.6598909,0.83075833,1.511368,12.549409,1.7178267,-0.4703123,0.9283186,-0.7998855,-0.07050438,-1.4715793,-1.215106,1.3680818,-0.88238513,1.2535987,-0.445445,-0.88297004,0.49030423,0.98043025,0.28919685,0.3999955,-0.45390153,2.002668,0.6120813,0.27300483,0.57182467,-1.0632383,-0.23204961,0.35810825,-0.3277961,0.54324764,0.15968935,-0.12128765,0.12336364,-0.14696378,-0.5866939,-3.1977845e-07
17,3.023756,0.49666744,0.28098154,1.502955,4.1089053,-1.4478991,-0.9536093,1.4890221,2.01159,-0.44641715,1.3034787,-2.744576,0.16533664,-2.5357387,0.6653012,0.5789205,1.7178267,9.719842,-2.063765,-4.129919,1.4470127,0.5739113,0.3948151,-0.46674877,-0.2324123,2.9429078,0.55459464,-1.0151932,0.10327545,-0.87708473,1.3208716,-0.5255866,0.5759017,-0.025900811,0.15967491,0.42732704,-0.28503504,0.63202643,0.12764592,0.55734384,0.3772164,0.43031257,0.10990089,-0.05049929,0.040969998,-0.22817457,0.18383837,0.20423499,3.822916e-08
18,-4.238297,-3.415765,-3.1433172,0.6730408,-3.3567014,1.3465645,-0.37603748,-2.6719933,0.22166783,-1.3906242,3.4138517,0.2538371,0.70632654,-0.83304536,-2.7787676,-2.4357605,-0.4703123,-2.063765,11.261371,-1.8075931,-0.61121655,-0.33602595,0.73265374,-1.7687888,-0.547603,-1.5908971,1.3878198,-0.62490684,0.3348353,0.082830936,0.9518324,0.07878028,-0.5550647,-0.42025834,0.77262056,0.37999904,-0.8643288,0.9349523,0.70900744,-0.11530517,-0.38432384,0.24514009,0.5404736,0.15485483,0.4781571,-0.10142353,0.00023130196,0.17778154,4.2315754e-08
19,2.2239513,10.2554035,4.5864353,-5.196747,-3.535226,2.6138206,0.96453774,0.23939346,-0.36622965,0.79999393,0.039596274,1.8937173,-0.62698674,-0.8420291,0.7014128,0.9958414,0.9283186,-4.129919,-1.8075931,7.510932,0.48226815,-1.3534194,-2.0349615,0.13967052,-1.0609624,0.16753325,-0.90868366,-1.217677,0.16628477,0.7627779,0.31032678,-0.2532189,-1.0295979,0.46288246,-0.41787952,-0.12254639,0.18818942,0.7373816,0.347758,-0.054207765,-0.1349965,-0.24468559,0.2259284,-0.20786324,-0.123145446,-0.015940826,-0.02246902,0.059899643,-2.6042109e-08
20,-3.998293,2.6731083,0.910355,6.2515492,2.5720215,1.3183485,-2.9124513,-4.6711054,1.7898684,2.7095914,2.03999,-1.1564484,-0.48007667,0.73563987,-0.4401806,0.4325918,-0.7998855,1.4470127,-0.61121655,0.48226815,7.939484,-1.5201892,-1.6389992,-0.04128728,-1.0592568,0.4097153,0.5310786,-0.00026435577,1.6927159,0.9607085,0.07306143,-0.043521725,-0.11402725,0.22080915,-0.38247913,-1.0621767,-0.5258285,-0.25833315,-0.47342056,-0.98139465,-0.016507767,0.37611353,-0.14245893,0.09940705,-0.22260238,-0.40660018,0.09019496,0.34306544,1.734991e-07
21,-4.1559625,-3.3234663,-1.8731952,2.1164403,0.9460014,-2.4571846,2.4743693,0.5210079,0.2650058,-0.27510887,2.4489229,-0.42022908,-1.8695533,1.2224189,-0.5317407,-0.14281979,-0.07050438,0.5739113,-0.33602595,-1.3534194,-1.5201892,8.246077,-2.0279343,1.3678365,0.450734,-0.34993017,-1.1050117,-1.7591958,0.5385097,0.6356238,-0.7292417,-0.017484013,-0.029961415,0.20499194,0.104003,0.6660514,-0.2357943,-0.7535213,0.73615956,-0.04786617,0.27607155,-1.0547372,0.5078367,-0.018471709,0.17309466,-0.073268056,0.061281033,0.070480146,-3.226819e-08
22,3.5773518,-0.48908484,-0.21170145,-3.447144,-1.2976334,-2.1084929,2.7031846,0.053024724,2.1578326,-1.4702778,-1.4063597,0.61697465,-0.7022104,1.2871892,-0.058017313,2.89284,-1.4715793,0.3948151,0.73265374,-2.0349615,-1.6389992,-2.0279343,5.9844847,0.3772804,-1.0628393,0.3654239,0.9786906,0.514683,-0.25534755,0.21952975,-0.7254272,0.3474592,-0.23799205,0.27053672,0.6723632,-0.27194595,-0.43452057,-0.5977047,0.59877205,0.27424866,0.2550547,0.66978323,-0.07855825,0.3475381,-0.22948943,-0.3517095,0.16874234,-0.13386795,4.5659732e-08
23,2.3129003,2.6872244,-0.4567644,-0.6159292,0.38348916,-0.790995,0.8609893,-2.4694066,1.565321,-4.469633,-1.1025383,-0.6968365,-1.2913164,-0.27560726,-0.27646312,0.29538423,-1.215106,-0.46674877,-1.7687888,0.13967052,-0.04128728,1.3678365,0.3772804,7.7075305,0.7633385,-0.8068413,-0.7248771,0.7577789,0.07972338,-0.78530204,0.53163385,0.25882173,0.43262753,0.14572355,-0.03938601,-0.4952428,-0.31296825,0.6428207,0.14868139,-0.7843051,-0.8503545,0.47358721,0.43558967,-0.15845543,0.022444725,-0.24405858,0.058626752,0.24523512,1.0457187e-07
