,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,537.3961,2.1762228,-18.70837,-8.52105,-10.122894,-2.3294697,6.769517,-7.2500343,-0.59153837,1.2191168,-2.6200452,3.4196672,3.4307938,1.8519502,1.3511467,-0.57502025,-1.4055505,-2.1362367,2.8048065,-1.9512463,1.0381355,-1.0434091,-3.8735554,0.8755394,-3.1404104,0.06656402,-2.633826,-1.7276578,3.850408,0.10116069,1.1740853,0.9540729,-0.13263625,-0.4357232,2.3887548,-0.55404395,-0.27938953,-1.4350356,1.5675704,0.64192224,-0.8916851,-1.1593378,-1.8958461,-1.4187102,1.5077883,0.45737544,0.8838928,0.5702188,-1.6935413,-0.021009833,0.8757555,0.3077282,-0.83095634,0.29271787,-0.6401085,-0.4079874
1,2.1762228,58.960552,20.888939,0.63958883,18.040443,2.9162717,-6.6779566,-12.660728,-1.7177466,3.1277914,-19.303581,12.912592,-16.90631,-3.4598446,-1.7357229,-2.3452559,1.9680995,1.700556,9.04713,1.802317,5.8140793,-5.2613087,-4.6622577,-1.6576487,1.5905905,3.3917816,-4.1367908,2.0570676,-0.16918486,-6.90216,1.5710623,2.41531,1.5464098,-1.896599,0.709828,-0.45892826,0.9024822,-0.22116043,-1.3542565,-0.017842352,2.4970474,0.321338,-1.4670961,-0.25683427,-2.2420855,1.095002,0.40112212,-0.16330376,-0.5451215,0.13019902,-1.006727,-0.9706888,-0.24734882,0.1784255,0.64488816,-0.24126855
2,-18.70837,20.888939,50.519905,8.43977,-18.476429,14.0912,8.365749,-15.944561,-2.4488664,3.3813968,-3.2444868,5.972449,3.9309487,-2.650054,1.9747014,-5.8771076,-1.4483333,-3.8752615,5.5495887,2.678808,-4.546652,-0.662603,-1.8046091,0.5068729,2.3357835,5.9087687,-0.94989526,0.0054000895,2.1050205,-4.3772182,-1.3025982,2.779677,-0.83885014,0.38225958,-2.1933432,-0.8942177,-2.1762125,0.6664558,0.77920556,-1.8589015,1.2823863,0.8510944,-0.19231075,0.10620173,-2.4288158,-0.23570684,-0.8745931,-0.01715019,-1.8977609,-1.1748972,0.95630693,-0.18919745,-1.4107741,-0.8563397,1.4200294,0.6785387
3,-8.52105,0.63958883,8.43977,57.703568,-10.733477,-19.799427,3.8960962,-3.515493,-0.03823298,-7.9084587,-3.7134678,5.768958,6.295656,4.0104012,7.1347036,-3.812487,12.828876,-2.3629122,-2.1599493,1.3131001,1.082833,-1.6431751,1.1269798,1.2717962,1.8337758,-1.0848005,-1.5247811,2.3936274,1.5135916,-3.2868,-0.26315388,4.113289,1.5387617,0.14907597,-1.6442074,2.2211802,0.19287041,-3.4531717,0.5297315,-2.473982,-3.136018,-1.5223868,-1.333462,1.1427674,1.5141331,-0.8226049,0.42519107,-2.0760846,-0.88701826,-1.5108411,0.14158547,2.250801,0.60428965,0.17459986,0.15385586,0.41546935
4,-10.122894,18.040443,-18.476429,-10.733477,83.6248,-10.446653,-6.2897167,-1.2732255,-2.1394482,-1.2831696,2.6630688,-5.9560447,-11.929564,5.772517,-4.7508287,-1.2779264,4.415739,-6.050041,5.807798,2.6325564,-3.0996356,2.6778252,-4.6301966,-0.0690285,-0.7632896,1.4729292,-1.0756071,-1.0880153,3.5603757,-0.8492007,-0.62718964,-0.44304207,2.0736792,0.37146723,-0.3843192,1.888995,3.1039457,0.5976598,0.74783003,1.8839226,-0.43990588,-1.7547436,-0.56940085,-2.1016512,0.42414913,0.16178787,-0.632928,-0.45843673,-0.19049302,1.0467238,1.3482153,0.74696887,-0.80370724,0.7248521,0.16294472,0.053613458
5,-2.3294697,2.9162717,14.0912,-19.799427,-10.446653,26.800026,5.2471857,-11.116952,-1.7862554,2.8260503,1.9895709,-0.83920705,-2.4901335,-3.7675643,4.2548137,4.5608983,-4.3289366,-5.072467,1.2489853,3.140819,1.3680892,0.27566582,-2.5166235,-3.5017736,1.2421608,0.29233885,1.9285626,-0.013008416,-0.7004515,0.5058481,-2.0066295,-3.1167824,0.3507182,-0.04955525,-0.32371446,-0.030280802,0.040349208,-0.14407003,0.24570873,0.6228123,0.64909315,1.3214922,0.8927109,-0.023340315,-0.3779898,-2.0650985,0.1732517,1.8961108,0.44793704,-0.091303214,0.48488665,-1.3795316,-0.018275712,0.058466323,-0.21190737,0.06788669
6,6.769517,-6.6779566,8.365749,3.8960962,-6.2897167,5.2471857,38.201023,12.97941,0.32715613,6.6263356,-0.39946324,-2.6213984,-0.62295896,1.8642881,2.969262,-0.4953537,0.48398274,-3.3815584,0.9474604,-0.6321329,-1.8432105,-0.9886526,-4.935523,-2.481361,5.159525,0.78097504,-1.6131566,2.7138548,-0.57748246,0.7932353,-2.8746076,-2.7578902,-1.5985317,-2.3502629,-2.3903315,1.4040804,0.7565623,0.10023516,0.5435211,0.5734973,-0.41403395,-1.4536042,-0.2078931,-0.6086216,-1.3068109,0.5311978,-0.4313404,-0.74796665,0.16222249,-0.53807694,0.6303414,1.269858,-0.7753006,-0.7985424,0.03239404,-0.024104057
7,-7.2500343,-12.660728,-15.944561,-3.515493,-1.2732255,-11.116952,12.97941,37.370243,5.142395,3.284718,-0.54117936,-0.9056995,-1.6188786,6.1522884,2.1461952,1.4006019,-3.760711,8.676944,-0.5026778,2.6750531,0.3149096,-0.94527483,-0.2739008,-0.4959572,-2.4101143,0.78832495,-0.66605973,-0.013923619,1.1869302,1.3938663,-1.3955834,0.306427,-0.52728045,-0.54273576,-0.25834948,0.8581004,-1.765084,-0.25374597,-1.5971725,-0.3364812,1.1769464,-0.06773767,0.8979329,-0.6931404,-0.56571305,0.36557627,1.5963919,-0.48206294,-0.1536631,0.6815374,-0.05104392,0.8503717,0.4850843,-0.7203087,0.32226056,-0.3760665
8,-0.59153837,-1.7177466,-2.4488664,-0.03823298,-2.1394482,-1.7862554,0.32715613,5.142395,12.536772,3.284648,-7.5116644,-2.9995656,-1.0233724,-0.7476172,-1.1929631,0.691349,0.9077532,-1.5772518,-5.6197705,3.6939301,-4.239551,-3.0218186,-0.11005412,-2.2820659,-4.202544,-0.7762345,0.13241036,1.5284007,-1.0499352,0.77275586,0.42014882,0.6941599,-0.14274363,0.32455474,-0.2543456,-1.153112,1.4021103,0.15947862,0.11350596,-1.6739805,0.19652921,0.60232925,-0.6845616,-0.13908677,-0.20071466,0.41154203,-0.3963599,0.78446203,-0.4870391,-0.6366672,-0.010193687,-0.002342617,0.36947298,0.109418176,-0.2502671,0.29046345
9,1.2191168,3.1277914,3.3813968,-7.9084587,-1.2831696,2.8260503,6.6263356,3.284718,3.284648,32.733105,6.845126,8.161491,-4.7038503,-1.1652138,-0.030032778,1.0778612,0.7096097,-0.26217455,-2.302136,0.90837777,-3.1753879,0.3216966,2.4603095,1.0293057,2.1501455,-3.465721,0.06945267,1.5700856,1.2985363,-3.0491152,1.150586,0.120066985,-0.16748731,1.8974895,0.63424474,-0.33483624,2.1005592,1.3289882,1.5461675,-0.2631091,1.2738727,0.24457565,-0.16794705,-0.7917599,0.07163462,1.5307819,-0.2556048,0.36456946,0.47884867,0.2685384,-0.91462624,0.78956866,0.6113793,0.08837665,0.81834567,-0.4412092
10,-2.6200452,-19.303581,-3.2444868,-3.7134678,2.6630688,1.9895709,-0.39946324,-0.54117936,-7.5116644,6.845126,34.472733,-2.506118,-0.37913382,-2.060643,5.4445887,-2.1646845,1.1743157,2.560959,-1.2397876,-1.8911549,-0.021505278,3.3191948,-2.457183,0.13412881,-2.427431,-1.6946456,0.40468454,-1.9108685,1.0038884,-1.4721308,-0.4498858,1.2291725,-1.0231019,1.0210407,0.37053865,-0.35506043,-2.3211699,-0.66304433,1.1650717,0.40593258,-2.0213459,-0.5088923,0.3342948,0.490328,0.26943558,-0.66887105,-1.6004472,-0.7712515,0.36304063,-0.00948483,0.22338602,-0.06452951,-0.4772043,-0.17405748,-0.36237866,0.6177397
