,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,428.13297,-16.84381,3.931862,13.922743,-11.425718,-0.2317557,3.3478146,-2.553748,-10.395653,14.158974,-0.9670088,-3.602582,-6.287712,-3.4315135,-2.540242,-0.16130352,0.23327777,-0.52970284,-1.2718894,-2.3946977,1.3507171,-1.8184165,1.8353467,0.2589783,0.17781226,-0.16498296,1.3730428,0.038325112,0.99537885,0.63033104,-0.03077737,-0.7897508,0.6068436,0.17362243,0.26684895,0.5439521,-0.07244708,0.3179239,-0.12831995,0.13736725,-0.157642,-0.346932,-0.17134675,0.04449989,0.08278629,-0.008502664,-0.005642956,-0.24657036,-0.31568295,0.24482244,0.06178254,-0.098327294,-0.0537102,-0.11873968,0.13269472,-0.008789964,-0.065433316,0.05835773,0.12373484,0.05604356
1,-16.84381,179.25134,4.993415,6.5395846,-1.9815677,-0.5834598,1.6756387,-0.30794317,-5.570978,7.2871227,0.5198864,-2.4123316,-3.4289408,-3.3239913,-0.14368917,1.2638774,-0.3346038,-0.5127945,-1.4186138,-0.638278,0.54575825,-1.0736663,0.9341109,0.43506396,0.70473725,-0.19976896,0.42683217,0.12319635,1.0031657,0.59818846,0.11869295,-0.37725216,0.10636665,0.26429868,0.19838458,0.04454556,-0.081246,-0.30294746,-0.19692403,0.42341477,-0.46198887,-0.028245382,0.3080938,0.012408003,0.14997569,-0.013302469,0.23309353,-0.31605577,-0.20123422,0.31644148,0.12116005,-0.1986996,-0.096321344,-0.0028256055,0.060064968,-0.17672196,-0.18396571,-0.10759629,0.0005929634,-0.20149705
2,3.931862,4.993415,86.54644,-14.568783,-18.967995,4.4799967,4.754324,-7.8822517,4.7633142,1.975657,2.5045657,2.076682,2.3344164,5.6977777,-3.431683,1.3571653,2.1649256,-1.0232984,3.278013,3.058113,0.1261284,1.7408869,1.2668502,1.117815,0.95575625,-0.71144474,-0.21393245,0.3912912,-0.7854694,-0.5890981,-0.8246994,0.016980913,0.2866606,0.4740476,-0.26342043,0.47312665,-0.7291053,0.010760426,0.08767924,-0.24401504,-0.10778231,0.135319,0.7999133,-0.17184374,-0.16576712,0.4488619,-0.28128177,-0.3368104,0.015754893,0.510648,0.2430242,0.004950731,-0.37189972,-0.0063394625,-0.2634316,0.040286914,-0.010080363,-0.10424271,-0.20411234,0.1699125
3,13.922743,6.5395846,-14.568783,56.712914,-4.659259,1.5133305,2.024142,0.9920516,4.5973835,-4.5344152,2.6326077,1.8596811,5.0718417,1.843806,0.13237178,0.614892,-0.086905666,-0.6428976,1.819767,1.6176064,0.5054524,1.9293072,-0.24340127,-0.29781455,-0.33969346,-0.4419402,-0.3488503,0.16069959,-0.7392055,0.92607653,-0.8165297,-0.02945249,-0.012410538,0.74201405,0.49084538,0.0071330266,0.25905845,-0.8453952,0.5936371,-0.21180844,0.10039647,0.096752465,0.083500594,0.55496866,0.22262834,-0.23915242,0.6045778,-0.39774573,0.020391531,0.03617435,-0.121507764,-0.0023475105,-0.34734076,-0.14792907,0.162579,-0.35291508,0.17214409,0.0061348807,0.3479371,-0.18519706
4,-11.425718,-1.9815677,-18.967995,-4.659259,31.488611,0.89690185,4.9005337,-3.501515,-2.7374125,5.7109513,-0.11897896,-2.3780322,0.5488546,2.3414354,-3.4929075,0.7507892,-0.35846478,-1.870034,1.528079,0.5481748,1.1875014,0.34658444,1.0742593,-0.81603014,-0.8765067,-0.15760517,0.17248069,0.38946113,-1.153609,0.532063,0.9844083,-0.40967762,0.2604826,0.34409398,0.11792909,-0.106897354,-0.6661185,0.32592002,-0.43269187,-0.49081743,0.03165078,-0.07221694,-0.30503035,0.05391787,-0.09048776,-0.023456072,-0.034081765,0.12070808,-0.2614979,-0.15861982,-0.15571027,-0.041473903,0.21941933,-0.15699247,0.3535635,-0.1981782,0.014503133,0.059478227,-0.07391602,-0.33816755
5,-0.2317557,-0.5834598,4.4799967,1.5133305,0.89690185,36.44906,-0.85921884,0.54873544,-1.9607486,-0.63205445,-0.23562852,-1.4590414,0.3659387,-0.11326176,-0.73994553,-0.95736665,-0.84793174,0.25605243,0.12809876,0.17011866,0.028772054,0.017390803,0.742687,0.4528656,0.7832645,-0.3949169,-0.1398434,-0.4782766,-0.108599335,0.11254478,0.2333265,-0.13463661,-0.10830222,-0.040122442,0.37680855,0.23119187,-0.08840765,0.11234145,0.14735764,0.24366823,-0.1478846,-0.117447704,0.001958582,0.037745316,-0.49304366,-0.27089423,0.4447596,0.1735839,0.40619457,-0.58271223,-0.22941303,-0.0662251,0.22562355,-0.36410815,-0.03519776,-0.24190257,-0.16755584,-0.39446345,-0.007307339,-0.022010542
6,3.3478146,1.6756387,4.754324,2.024142,4.9005337,-0.85921884,27.292223,0.56361425,0.35605162,-1.7126977,-0.8666431,-0.36762765,0.50154006,0.25880444,-0.17587727,-0.9591116,0.47687337,0.27988583,-0.01768925,0.066201806,-0.6867222,-0.240979,-0.18660298,0.07895349,-0.42426416,0.12420893,-0.58745956,-0.08253196,0.518046,-0.63325036,0.30336905,-0.40241653,-0.54037786,-0.09956739,-0.0734425,0.25744903,0.1797999,-0.3061734,-0.25746804,-0.6091826,0.0028103539,-0.48326004,0.20741674,0.08639647,-0.009419296,0.20520751,-0.2608829,0.1425071,0.06476009,-0.33316302,-0.09605329,0.17522627,0.09123884,0.116540775,-0.050416723,0.08762669,-0.03794021,-0.09429328,0.046015706,-0.11449088
7,-2.553748,-0.30794317,-7.8822517,0.9920516,-3.501515,0.54873544,0.56361425,23.367142,0.11044521,1.0347668,0.43673858,-1.2019987,0.10811341,1.1595805,-0.9628197,-0.1695739,0.9637163,0.44641095,0.72977245,1.073765,0.12975714,-0.6990767,0.62928843,0.5837823,0.07583065,-0.1679633,0.22574288,0.020369617,0.43569458,-0.38814968,-0.35109115,0.033232428,0.09946734,0.1353415,-0.3732541,0.26881292,-0.05094152,0.49471366,-0.0056096106,0.19028538,-0.06376402,0.016910374,-0.13373685,-0.45884475,0.012918735,0.22160122,-0.18110955,0.23198374,-0.06858906,0.0396927,0.08579192,-0.1435062,0.079849884,-0.062773794,0.0789783,0.14527911,-0.12465875,-0.27611145,-0.12586254,0.18055731
8,-10.395653,-5.570978,4.7633142,4.5973835,-2.7374125,-1.9607486,0.35605162,0.11044521,20.637623,3.5654953,-1.6443439,-1.4300555,-1.2779849,-0.64224005,-0.8765167,-0.943998,-0.65859485,-0.39346236,0.22100899,-1.192585,-0.14428653,-1.1201262,0.88359165,0.5044532,-0.22619975,-0.38020474,-0.45993668,0.15688772,-0.0990383,0.39105588,-0.12904513,-0.23988792,-0.00028955576,0.33183312,0.23379637,-0.19579512,0.3276617,0.020910552,0.0021448303,0.530319,0.14475444,-0.059414007,-0.020220852,0.13077325,-0.033566624,-0.10661024,0.5105151,-0.03643758,0.034757726,-0.055084806,-0.016025778,-0.13247085,0.14283183,-0.2934873,0.11235615,0.009978561,0.023555703,-0.12443809,0.15247634,-0.046397932
9,14.158974,7.2871227,1.975657,-4.5344152,5.7109513,-0.63205445,-1.7126977,1.0347668,3.5654953,11.239957,-0.92293525,0.70482326,2.0957665,0.37504935,0.8078468,-0.63079256,-0.16091649,-0.64798033,-0.41184556,1.0133545,0.08499369,1.066138,0.1475352,-0.10725663,0.39211726,-0.29485774,-0.8570862,-0.11821872,-0.3722251,-0.26467025,-0.0794541,-0.04545014,0.22705975,-0.10161033,-0.3011015,-0.022796776,0.16158284,0.19907218,0.08035518,0.027493872,0.27287203,0.10175518,-0.22558424,0.011965381,0.14270478,0.039622746,0.22187433,0.25062603,-0.057045877,-0.2929492,0.07275805,-0.08489066,0.0050078463,-0.15778059,0.028638583,0.0149008315,-0.12691727,0.0034305598,-0.04973547,-0.15933841
