,0,1,2,3,4,5,6
0,1027.0503,-2.0394144,-0.37117586,0.30226022,-0.044977784,-0.04897462,-0.030520722
1,-2.0394144,28.034052,1.6233003,-1.4225506,-0.5883424,-0.4294579,-0.2282085
2,-0.37117586,1.6233003,9.5344,0.43152547,1.4842768,0.0088500865,-0.07317369
3,0.30226022,-1.4225506,0.43152547,3.429278,-0.08046225,-0.27490872,-0.2193411
4,-0.044977784,-0.5883424,1.4842768,-0.08046225,0.93731636,0.3260588,0.13286437
5,-0.04897462,-0.4294579,0.0088500865,-0.27490872,0.3260588,1.8220776,0.041858047
6,-0.030520722,-0.2282085,-0.07317369,-0.2193411,0.13286437,0.041858047,1.7621803
