,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
0,353.53546,34.832535,3.6816714,-15.349834,-3.7535484,9.53599,-13.519039,28.141302,6.187969,-0.66081566,12.034977,-2.1844244,0.3196941,1.4355378,-18.850178,-0.35710555,-2.4925745,7.244622,-1.6912676,-9.574867,3.0586915,-1.4551487,1.6527205,3.2433429,-11.64362,-1.2405298,-2.1366062,1.4611766,7.729837,-1.3569976,1.858685,0.3292611,1.1148721,7.718726,0.6543771,-4.0857916,-4.7390757,-3.3140478,3.216196,0.35521203,-4.408263,0.5537404,-3.517448,-0.9093096,1.4206467,2.5132093,-3.7990646,-2.8167622,-0.610603,-0.7001971,0.6255665,4.9451323,-3.7237515,-0.38274348,-2.5411162,1.1275045,-0.8981678,-2.6557536,3.6383903,-1.4562376,1.5363452,-3.9134502,0.6016345,-1.453526,-1.9338948,-1.2858264,1.5668763,-0.029513113,0.44469607,-1.7197449,-2.0714269,-0.5277314,-2.145072,1.7308142,-0.057767425,-2.1823306,-0.08967328,-2.3475368,-1.4887295,-0.69329107,-2.0413575,1.2916094,-2.7649684,-1.4032087,0.2274473,0.2745399,-0.5509286,-0.4446426,0.4167745,1.1046969,0.37648362,0.007860731,0.97653365,-0.16871262,-0.14745235,1.7099698,0.42772612,0.11295426,0.09502509,-1.4494,0.87506306,0.13891006,-0.5279982,-0.73576194,0.5111192,0.44111922,-0.31585255,0.18938053,1.083601,-0.1456727,0.8451694
1,34.832535,106.435074,0.067258984,8.06723,8.736454,-1.5351303,6.7249794,4.8294907,-7.077419,9.813271,-1.5437014,0.74763036,-6.9495864,0.20604621,2.0595975,-0.9179263,3.9998727,-3.561123,-5.33082,1.42632,-5.7083354,-6.963253,2.5353572,1.3526993,5.791642,-2.2666814,5.198367,2.212953,1.8985863,1.5078864,0.22252157,3.158813,2.504632,-4.1721,2.8511157,-2.4407237,-1.1753479,-1.0974842,0.18569121,-1.1353905,0.078964494,-0.57557845,-0.7856575,-0.15941359,-0.20212263,0.278238,-0.1278641,-0.99810946,0.3255771,-1.5248978,1.0005895,-1.1541967,-0.9668219,0.7105093,1.2491181,0.19314767,1.2099934,0.1342381,0.71173716,-0.3086835,-0.30570468,-0.7896382,1.5756477,0.6346066,0.3183629,-1.7139264,0.9961271,2.7901368,-0.5365368,-0.66273713,1.8522048,-0.33503982,-2.1117463,-0.15653689,-0.44732362,-1.4845301,0.68060696,-1.0503567,0.20922786,0.4318032,-0.6068492,0.3051406,-0.6902775,-0.09241256,0.23410654,0.7248999,0.100643605,0.5188203,0.4813869,-0.34342867,0.19102553,1.0077344,0.60955465,-0.93454754,-0.49163353,0.07442714,-0.9388983,0.25532752,-0.39671904,0.2411055,0.22198258,0.16915181,-0.69266486,0.3121822,0.64937305,0.37886065,0.35994235,-0.3516613,-0.4833325,-0.074238695,-0.22320339
2,3.6816714,0.067258984,41.778637,3.5124998,-8.074318,0.41571832,5.701578,-3.2603416,-11.611635,2.9481106,-5.2086267,8.383985,-0.19467458,-0.6412442,-1.7682716,1.2567582,2.3413243,2.1494942,0.5550251,-0.38423002,5.0662174,0.43418157,-0.46117204,1.3749005,-2.405829,-4.1545978,1.6146214,-1.2987276,-3.477913,-1.4777399,-0.28840274,-1.6795921,3.0822053,0.44083607,-0.5670347,1.3944,-1.5444436,-1.3162029,0.003496677,1.910957,-0.822531,-0.8910245,-0.34788176,-0.79265213,-2.824172,-0.27949476,-0.6502156,0.42378998,0.18954164,-0.5965419,-1.2615387,-0.032598943,0.55128396,-0.31720817,-1.7702034,0.6630545,-0.6034272,0.0058816206,0.9567996,0.8263852,-0.26058945,-1.2276629,0.6204326,1.2510488,0.71309865,-0.8373287,-0.91594326,0.0028812608,-1.2872585,-0.51008844,-0.8753308,0.033645466,0.045646526,0.12837626,0.41135395,0.40535575,-0.27823985,0.17614251,-0.29934692,0.22042333,0.309698,-0.28390944,0.38445878,-0.010236261,-0.1591743,-0.08842386,-0.12915182,-0.23777667,0.014951887,-0.046073,0.20333675,-0.41479337,0.33686352,0.46885282,-0.3443699,0.22353816,-0.1275376,0.1942499,-0.53859806,-0.6199013,-0.39271948,0.19426557,-0.15836272,-0.323111,-0.1077072,0.087861195,-0.21770293,0.08581565,0.20964636,0.3354553,-0.24530274
3,-15.349834,8.06723,3.5124998,36.977264,8.019449,1.1248035,-0.5761386,-1.6411645,1.6611158,3.7922893,-1.7422011,-0.014769163,0.90203714,4.905758,0.23159683,-3.1491675,1.0540828,-0.44643584,1.3035499,-0.35994935,-0.26516598,-1.9647543,-1.5457585,-1.8392447,-3.212563,1.4794419,-3.1251166,-2.9607687,-0.72693294,0.97513723,1.2423177,-3.8609426,2.7186632,-2.4675431,-2.1038568,-1.3393145,-0.58188516,-0.15067802,-1.563486,-2.2917798,-0.24622434,-0.47559258,2.5382388,1.6928968,-1.1976819,2.3064659,-1.1558796,-2.0217662,-1.7378018,-0.19158706,0.7186787,0.2046377,0.44934088,0.42930126,-1.3159916,0.15573913,1.7764093,-0.043383706,0.5668496,-0.57030827,1.0812027,1.4492114,-0.3393975,1.061737,0.18294093,-0.697209,-0.37118098,0.61136746,0.11345809,0.16477066,-0.18196727,-0.47765195,-0.13028672,-0.2484797,0.15960576,-0.4443227,0.63586843,0.4097141,-0.88086355,1.0360196,-0.15958138,0.23159716,0.6968075,-0.19303153,0.028090943,0.17897397,-0.0042606816,-0.044091474,0.4539873,-0.5770923,0.45257866,-0.19747981,-0.012638055,-0.22698046,0.114079565,-0.016600413,-0.22560576,0.09745568,-0.2370916,0.11484446,0.04591413,0.04731272,0.30825734,0.40211004,-0.69469035,0.03671018,-0.0015206655,-0.09604481,0.2028589,-0.10499637,-0.50069135
4,-3.7535484,8.736454,-8.074318,8.019449,33.142014,7.0233984,-4.9706597,-2.3408387,-2.6969376,4.8311663,-1.5660197,-0.9379157,1.199399,-0.40913123,3.0799952,2.8756046,1.5814021,2.1650827,-0.98454165,-1.7491372,-1.1071632,1.1763564,-0.8564379,-2.963881,-2.0532978,0.36804998,0.47673994,1.3603442,1.8856803,-0.93306804,1.2501216,1.7702378,0.8294574,2.732646,-2.8053308,-0.16828662,-0.4558351,1.5089858,0.1978949,-0.81448793,0.24743256,0.04001701,0.24230978,-0.73687434,1.3852036,0.61688673,0.18133408,-0.98385656,1.2660408,0.2624063,0.15654466,0.5365807,0.6848805,-0.41425008,0.09656195,0.6583463,1.2662089,0.21744442,0.71876824,-0.52509725,0.6871747,-0.9528596,-1.2756073,0.620934,0.45128277,-0.060420595,-0.20768414,-0.6333578,-0.57072055,-0.73007464,0.31218153,0.3842244,0.2964115,0.2808239,-0.13006523,-0.40229267,0.014764749,-0.16079007,-0.86308587,-0.15520719,-0.34292257,-0.6033703,0.81407356,0.144283,-0.16988328,-0.15582758,-0.25995412,0.32944423,-0.053507026,-0.39125592,-0.36727178,0.10687664,0.08226476,0.11142313,-0.12387225,-0.21146655,-0.25071174,0.14033115,0.43097913,0.8765384,0.4820676,-0.31999847,-0.21197392,0.46517354,0.15129404,-0.104573846,0.11574884,-0.50158787,-1.0993738,-0.37983137,0.036146246
5,9.53599,-1.5351303,0.41571832,1.1248035,7.0233984,36.492134,-0.2011351,-7.1610785,-1.1833242,-4.756876,-1.426228,-4.2856426,-1.9246957,-0.5527308,-1.5601971,-1.9836314,1.6764967,-0.8715354,-1.2116642,-0.89305294,1.3471701,1.3424494,0.34968925,-1.4188678,3.5790076,-1.552603,0.5056863,-0.8293637,-1.5219275,-0.77901137,-0.48105457,0.7495129,1.5832248,-0.785449,-0.79736984,-0.29710853,0.52482116,-0.46880093,1.518976,1.4003731,1.4454865,-1.5731821,0.18425694,-0.30360436,-0.43285263,1.85673,-0.73011994,-0.7765907,-0.74990875,0.18694052,-0.7260362,0.99772036,0.643759,-1.6982541,0.20699142,0.038944557,-0.532043,0.39492196,0.9113666,0.28546643,1.068399,-0.48543036,-0.79850394,-1.6074536,-0.32668757,0.00039641908,-0.08296817,-1.1265731,0.6933072,0.34748453,-0.03044983,0.19598848,-0.7050222,-0.070288524,0.53665245,-0.46957466,1.2869574,-0.6606425,-0.05573139,-1.3214622,-0.0016750563,0.33295345,0.13082567,-0.68129855,-0.44439065,-0.032068394,-0.4555897,0.39492694,-0.9497096,1.039479,-0.40598267,-0.42296755,0.19560781,-0.123493224,-0.22942716,0.22283259,-0.37438846,-0.18567517,0.16991487,-0.24479407,0.095773645,0.6091322,0.20156117,-0.14668114,-0.13361812,-0.27463433,0.25884724,-0.17798696,-0.24603164,-0.051921196,-0.366149
6,-13.519039,6.7249794,5.701578,-0.5761386,-4.9706597,-0.2011351,33.889374,-7.057605,-0.06410684,-0.123944536,3.9559584,-1.0170555,0.5677799,2.9512627,-0.8172189,-0.19412911,2.2267568,3.5384965,-1.2090576,-1.1981156,1.7518641,-4.882184,1.2783693,-0.5194188,-3.5108533,1.611615,2.4990249,-0.22223032,1.0056121,-1.1398721,-0.8505515,-1.6079891,1.0531989,-1.2039726,0.98682153,0.07805027,1.1356484,1.7233427,-1.9059517,-0.022170044,-1.1028402,-0.26125085,0.42571652,1.0059031,0.8435807,-0.11386207,1.6519933,1.1874151,1.3721764,0.38825673,-0.2390923,0.5644149,-0.15962236,0.33902737,1.637371,-1.2808889,0.52116096,0.8739375,0.6992122,0.6364684,-0.08459468,-0.05180301,0.22218993,-0.14244437,0.3162021,0.42391142,0.43138397,-0.4000064,-0.21049634,-0.41077483,0.29002607,0.4431303,-0.6043397,-0.5258477,0.29433706,0.29749537,0.1329605,-0.41737038,-0.18522346,-0.91728234,0.18194613,-0.05685842,-0.065736115,-0.06796199,-0.3361227,0.65783393,0.21852443,-0.30821848,-0.13006127,0.530986,-0.6660135,0.32431513,-0.050650742,-0.3200034,-0.3161606,-0.058688916,-0.35264787,-0.33790147,-0.029105842,-0.37241513,-0.016204191,0.19165194,-0.2831149,-0.35564426,-0.26381254,0.082238525,0.111366145,-0.16292489,0.058287486,0.20318162,-0.042445328
7,28.141302,4.8294907,-3.2603416,-1.6411645,-2.3408387,-7.1610785,-7.057605,23.160046,1.6043499,2.7225676,1.2221799,2.7904067,1.5125899,-2.4079595,-0.9537461,-3.7928605,-0.8001611,1.4090005,-3.0154624,1.91095,1.486703,1.5666159,0.10373293,0.84592885,2.1002924,2.1299536,0.9688591,-0.2795812,-0.3027738,1.0149134,0.6982304,-1.0808907,-0.691314,-0.76747715,-0.67593455,-0.08837056,-0.7273916,-0.9439999,-0.69201994,-0.92589146,-0.7373162,1.1839547,0.14820096,1.2663132,0.92501706,-0.47430813,0.81510365,1.2635674,-0.5163108,1.2498859,-0.6526916,-0.54870075,0.41441992,-0.20615558,-0.99513495,-0.29335403,-0.7868518,0.7893948,0.6558716,0.15829128,0.5994829,-0.19120815,-0.198936,-0.3646064,0.06192103,-0.53075635,0.7710897,-0.46573353,-0.37886012,-0.17611198,-0.37494445,-0.7283214,0.062326398,-0.3930893,0.78690386,-0.35312438,0.50330377,-0.33038914,-0.5375516,0.6084275,-0.23956615,-0.5948396,0.20590311,0.6840488,0.018800547,0.4393347,-0.42379838,0.063602746,-0.29119685,-0.19792166,0.11775409,-0.17177433,-0.38424718,-0.068361714,-0.3453641,-0.24001569,-0.09719457,-0.0851879,-0.11786744,-0.13939607,0.43880022,0.13144225,-0.065479085,0.2423433,-0.04144389,-0.16556945,0.3158762,0.14093325,-0.061120026,0.32498312,0.106347404
8,6.187969,-7.077419,-11.611635,1.6611158,-2.6969376,-1.1833242,-0.06410684,1.6043499,34.559074,1.9142312,0.20114338,2.8242264,1.548749,-1.6946027,4.331647,3.1549869,0.6126044,1.5221214,1.1558416,1.0689006,-1.1322179,-1.0923789,0.9537939,1.1019809,-0.22494099,-0.6425337,0.15192439,-1.4814426,-0.040076863,-1.0807558,-0.7136184,0.17156497,0.8003031,-0.26231265,-0.29750457,0.56246805,1.6297786,0.7265918,0.7533334,0.079019256,-0.21295281,-0.85159475,-0.35592553,1.6608553,0.056123246,0.1373858,-0.92787194,0.10864989,-0.62314045,-1.1223774,0.3564301,0.16156334,-0.13132548,-0.45073912,-0.05665788,-0.6527828,1.3733696,-0.10238917,-0.05721312,0.13260952,0.3760271,-0.969199,-0.4017943,-0.4571858,0.29876325,-0.5129082,0.14271426,0.2607582,0.4230087,-0.478189,0.16112086,0.16442144,-0.3839851,-0.4628631,0.38488773,-0.6067467,0.16251114,0.032627612,0.051727097,-0.23489591,0.3084227,0.1431216,0.030034367,-0.09366755,0.1005587,0.30452004,0.22409853,-0.09535253,-0.0323579,0.4060259,0.47319317,0.01778452,-0.07020314,-0.030711977,-0.43033448,-0.101870224,-0.078245595,0.05792478,0.35804048,-0.187957,-0.13367975,0.36035874,0.010647197,-0.31381738,-0.30429244,0.14244135,-0.26583874,0.04120989,0.22353676,0.07701385,-0.12673873
9,-0.66081566,9.813271,2.9481106,3.7922893,4.8311663,-4.756876,-0.123944536,2.7225676,1.9142312,27.049288,-0.91024333,-2.5327692,1.3705549,0.81067085,-1.5556266,0.7634842,-0.42468032,-1.3356154,3.008829,0.9999634,1.3075545,0.68976593,1.690073,1.0982522,0.68583965,-1.3670466,0.1428298,0.0633778,-0.91415644,-2.3866882,-0.14845037,0.62839127,-0.53533787,0.46320593,-0.6479597,-0.5631758,-0.538051,0.053936135,-0.8558552,0.72351086,-0.20684516,-0.6808994,-0.6099534,0.5801134,-0.38688025,-0.26226395,0.303133,-0.24586177,1.3638918,-0.56504023,-0.9773243,-0.45230052,0.31831014,-0.15919933,-0.6884014,-0.58296967,0.06606758,0.7309915,-0.33969438,-0.18231326,0.10281241,0.55118036,-0.8160435,-0.61309445,-0.09152291,-0.061995655,-0.4120312,-0.19340126,-0.10710633,0.37184608,-0.17359371,0.058050334,-0.018324599,0.39144415,0.056832846,0.6563505,0.475586,0.068403676,0.12120405,-0.26373225,0.23845574,-0.25187832,-0.18390921,0.0091949385,-0.06484632,0.12813443,0.045980226,-0.49854365,-0.41661894,-0.034104936,-0.17790312,-0.03430987,-0.048722275,-0.4013991,0.5182541,-0.13447039,0.07900447,0.108860195,0.030463526,0.44021595,-0.018574454,-0.030340452,-0.32179075,-0.156418,-0.36206013,0.3808838,-0.28555793,0.31376582,0.10833358,-0.109537914,0.100556575
