,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.15129696,1.3063874,0.11034161,-0.20532858,-0.052494947,-0.32301313,-0.21260884,-0.24092546,-0.10859495,-0.029747445,0.0492559,-0.09526044,0.21629515,0.13014023,-0.20824069,0.103540964,-0.032310538,-0.07645458,0.2509095,-0.044714164,-0.11055616,0.079822585,-0.19491401,0.09639777,-0.030454502,0.13501143,-0.0502721,0.24646717,0.019986885,0.10826564,-0.14677683,0.008074284,-0.06629292,0.070781186,-0.058132485,0.16040653,0.033710748,-0.05495988,0.06704049,-0.019852128,0.027308483
1,1.3063874,46.651207,7.140318,9.792931,-8.468498,-7.120393,-1.8104659,1.4926498,6.344025,-2.0585902,6.0554066,-8.037415,1.5728786,-6.379899,-2.580616,2.133943,4.0868034,0.89822274,0.29148942,1.072241,2.1732068,-1.4707453,-0.6473894,0.124106854,-0.59355754,2.1593862,-0.19563663,1.2247022,-0.14941654,1.766959,-0.9351696,1.1328382,-0.17345816,-1.4580798,0.88642037,2.7129874,-0.4411342,-0.7524724,0.9264455,-0.67196697,0.9380262
2,0.11034161,7.140318,6.2432604,2.4096632,-0.39351565,-0.93714356,-1.5868847,0.13549227,2.9156318,-0.3608755,2.2125125,-1.6904104,1.5279117,-1.248807,-0.26478213,0.68474996,1.8861543,-1.4838843,-0.52099085,0.318426,-0.07525799,-0.10821925,0.79815674,0.093896896,0.2773606,1.701576,-0.27678427,1.1186401,-0.8200418,0.4633119,-0.68687785,0.116069615,-0.08653872,-0.18062915,-0.65063906,0.48789304,0.25599003,-0.6020391,0.017954323,0.19852014,-0.028537937
3,-0.20532858,9.792931,2.4096632,5.7461767,-3.8768275,-1.4067335,-0.8596713,1.5673933,2.5374289,-0.21779174,2.0745435,-3.131543,-0.8430956,-2.7928286,-0.044583224,-0.20110402,1.1816014,0.50228417,-0.6228267,0.19238514,1.1703713,-1.0432243,0.024023078,-0.09857232,-0.4876011,0.22982903,0.18270385,-0.43784636,-0.66541576,0.08153756,0.47421277,-0.020077866,0.61453044,-1.0731213,0.15539595,-0.07452369,-0.34448907,0.39178404,-0.2996385,0.003633597,0.2593891
4,-0.052494947,-8.468498,-0.39351565,-3.8768275,6.861078,0.694898,0.65623665,0.87649226,-1.0916283,-2.4623928,-1.2862332,3.594154,0.20992248,1.3111861,-0.21872415,-0.46889997,0.2704761,-0.986557,0.83776593,0.78809613,-0.5624633,-0.34713876,-0.08425182,-0.33732557,1.2335806,0.73227835,0.3883499,-1.1614156,-0.19652033,0.9242585,-0.55256224,-0.09828958,-0.6960701,0.8652303,0.24960873,0.00081320433,0.5255987,0.020406727,0.18614393,0.22500777,-0.37100828
5,-0.32301313,-7.120393,-0.93714356,-1.4067335,0.694898,3.1486268,3.2527437,-0.024317417,-0.83929217,1.5707722,-0.32593787,1.0616846,0.5154379,0.78399837,0.63672364,-0.23455048,1.0940218,0.52988654,-1.0973485,-0.20446694,0.24127519,0.45269877,0.37742317,0.53373694,-0.13072622,-0.5870736,-0.13617179,0.035165735,0.062554464,-0.68897676,0.15900367,0.12385603,0.16927886,0.023109661,-0.63038653,-0.89048064,0.50445855,0.082961544,-0.2836585,-0.10265361,-0.18185467
6,-0.21260884,-1.8104659,-1.5868847,-0.8596713,0.65623665,3.2527437,7.2293878,1.0681636,-0.96910095,1.3822502,0.63387173,0.5338564,1.4322863,-0.04084072,-0.63059247,0.51534116,3.4503708,0.7907195,-0.010597812,0.34005636,1.1663265,-0.25085324,0.017105442,0.24569933,-0.15635234,-0.64379716,-0.2310597,-0.18233225,-0.33502638,-1.4703426,0.10991964,0.4042329,0.14133081,-0.19361606,-0.23261198,-0.7031865,0.3975746,0.06549394,-0.11788482,-0.23326612,-0.35794973
7,-0.24092546,1.4926498,0.13549227,1.5673933,0.87649226,-0.024317417,1.0681636,3.1216655,-0.33402193,-0.7647145,0.51696116,0.09330503,-0.42938292,-1.2371638,-0.4923864,-1.0063729,1.3087926,0.41199255,-0.27597445,0.3143232,0.9605255,-1.0013423,-0.60923743,-0.511595,-0.17956132,0.15095672,0.71111894,-0.86378175,-0.6231879,0.42760068,0.33631825,-0.43887335,0.16842358,-0.6214851,0.5080663,-0.5687089,-0.0399335,0.15362972,0.10441224,0.20913067,0.0036197607
8,-0.10859495,6.344025,2.9156318,2.5374289,-1.0916283,-0.83929217,-0.96910095,-0.33402193,5.2202578,-1.2787585,2.0036812,-1.5810363,0.4393016,-1.3655528,-0.10444268,1.7839929,1.5222385,0.22267555,-0.88924694,1.1156242,0.00091166334,-0.9231013,0.24309687,-0.09782422,0.86566126,-0.29212707,-0.13414645,-0.60283846,0.6145071,-0.30202764,0.44873017,0.0976859,-0.48699617,0.5992249,-0.23006205,0.5125809,-0.315503,-0.03039788,-0.36349598,-0.24915853,-0.13089633
9,-0.029747445,-2.0585902,-0.3608755,-0.21779174,-2.4623928,1.5707722,1.3822502,-0.7647145,-1.2787585,3.6508458,0.03822303,-0.67135406,1.0383686,0.98150355,0.50458944,-0.26245302,0.20219126,0.68303704,-0.9014774,-0.3769223,-0.092181206,0.5615549,-0.10220975,0.9035839,-1.024544,-0.907707,-0.50363874,1.7857175,0.090376325,-0.8384223,0.2767184,-0.0155484695,0.7643144,-0.3221641,-0.13936144,-0.39633685,0.5518894,0.050186682,0.30235577,0.068973295,-0.10282208
10,0.0492559,6.0554066,2.2125125,2.0745435,-1.2862332,-0.32593787,0.63387173,0.51696116,2.0036812,0.03822303,2.1764193,-1.2501426,1.1175992,-0.9444778,-0.536278,0.55811924,1.9422553,-0.124073446,0.032673486,0.39821672,0.9471106,-0.60521734,-0.3024336,0.0025739563,-0.09013866,0.24208313,-0.20183206,0.1861194,-0.29100645,-0.29376233,-0.12585586,0.020280011,0.081295416,-0.19370505,0.02097547,0.06589237,-0.0900401,0.14245328,0.032213897,-0.26033157,-0.039226085
11,-0.09526044,-8.037415,-1.6904104,-3.131543,3.594154,1.0616846,0.5338564,0.09330503,-1.5810363,-0.67135406,-1.2501426,3.0698884,-0.08681944,1.0078843,0.58378637,-0.99723655,-0.47200274,-0.40958363,0.14281636,0.14970514,-0.3115576,0.47272754,-0.042204052,-0.31869978,0.66018015,-0.18039978,-0.055887,-0.9356444,-0.23665728,0.12058843,-0.3450599,0.29719394,-0.3663869,0.54019445,0.30897,-0.20141979,0.42216116,0.23855203,0.13612312,0.025658999,-0.16415206
12,0.21629515,1.5728786,1.5279117,-0.8430956,0.20992248,0.5154379,1.4322863,-0.42938292,0.4393016,1.0383686,1.1175992,-0.08681944,2.445874,0.99610156,-0.70442986,0.77106595,1.3870256,-0.5004504,0.46219862,0.18626347,-0.041029215,-0.16803962,-0.5251528,0.25080052,0.09335542,0.0587738,-0.36240318,1.4694054,-0.038441975,-0.5379917,-0.14940736,0.044826277,-0.31917456,0.28023672,-0.037344255,0.21209282,0.28563982,-0.23316717,0.19538972,-0.13296604,-0.076534614
13,0.13014023,-6.379899,-1.248807,-2.7928286,1.3111861,0.78399837,-0.04084072,-1.2371638,-1.3655528,0.98150355,-0.9444778,1.0078843,0.99610156,2.8079846,-0.38523626,0.20968509,-1.1093729,-0.116333246,0.77885556,-0.2454547,-0.7588624,-0.14826974,-0.73093784,0.3977508,0.10551605,-0.5999476,-0.046715483,1.1102934,0.6012604,-0.2617324,0.38237783,-0.5627241,-0.21144405,0.5808306,-0.07332509,-0.0594973,0.16934885,0.09096089,0.3149168,0.15198427,-0.011250118
14,-0.20824069,-2.580616,-0.26478213,-0.044583224,-0.21872415,0.63672364,-0.63059247,-0.4923864,-0.10444268,0.50458944,-0.536278,0.58378637,-0.70442986,-0.38523626,1.8546774,-0.4773772,-0.54934895,0.22632837,-1.249102,0.059045628,-0.2923875,0.642792,1.401445,0.23093207,0.131021,-0.0030507804,-0.34222713,-0.34350538,0.08877464,0.09464325,0.021976221,0.54913014,0.59920394,0.034585062,0.25948888,-0.27837837,0.46299145,-0.006105874,-0.19466868,-0.1593611,-0.019104471
15,0.103540964,2.133943,0.68474996,-0.20110402,-0.46889997,-0.23455048,0.51534116,-1.0063729,1.7839929,-0.26245302,0.55811924,-0.99723655,0.77106595,0.20968509,-0.4773772,2.6097639,0.7837584,-0.17167199,0.4916186,0.043202378,-0.37038082,-0.18790488,0.48151168,0.06943828,-0.0801169,0.25168937,-0.15518212,0.41777316,0.9655835,-0.5521656,0.22712427,-0.48807448,-0.014300587,0.46699226,-0.42097792,0.14343514,-0.641225,-0.65797925,-0.3359483,-0.36989558,-0.05413223
16,-0.032310538,4.0868034,1.8861543,1.1816014,0.2704761,1.0940218,3.4503708,1.3087926,1.5222385,0.20219126,1.9422553,-0.47200274,1.3870256,-1.1093729,-0.54934895,0.7837584,3.8208241,0.050020874,-0.2838164,0.7505231,0.9013038,-0.6220275,0.056886375,0.29696035,0.19651532,0.3181163,-0.2894559,0.005458597,-0.550909,-0.51488554,-0.16211689,0.17816725,0.13646656,-0.16791996,-0.2937375,-0.34527254,0.34945875,0.025025003,-0.039749525,-0.15726909,-0.43890893
17,-0.07645458,0.89822274,-1.4838843,0.50228417,-0.986557,0.52988654,0.7907195,0.41199255,0.22267555,0.68303704,-0.124073446,-0.40958363,-0.5004504,-0.116333246,0.22632837,-0.17167199,0.050020874,1.6071899,-1.0468946,0.31300408,0.24255499,-0.3817312,-0.42387727,0.4184445,-0.38064378,-0.95814353,0.2865409,-0.2626558,0.73325515,0.13217133,0.5858936,-0.114839174,0.3290253,0.063205525,0.17232259,-0.26374078,0.2706604,0.21714121,-0.03997824,-0.08761875,0.064857855
18,0.2509095,0.29148942,-0.52099085,-0.6228267,0.83776593,-1.0973485,-0.010597812,-0.27597445,-0.88924694,-0.9014774,0.032673486,0.14281636,0.46219862,0.77885556,-1.249102,0.4916186,-0.2838164,-1.0468946,2.5247977,-0.3174271,0.116605535,-0.36930853,-0.8425001,-0.40652746,0.11952164,0.37046856,0.041475154,0.03945955,-0.45359924,-0.37698108,-0.25667977,-0.40818664,-0.27196655,0.06043838,0.102820836,0.25409132,-0.5277232,0.2149015,0.2270165,-0.0063771103,0.055800855
19,-0.044714164,1.072241,0.318426,0.19238514,0.78809613,-0.20446694,0.34005636,0.3143232,1.1156242,-0.3769223,0.39821672,0.14970514,0.18626347,-0.2454547,0.059045628,0.043202378,0.7505231,0.31300408,-0.3174271,1.0859399,-0.06368368,-0.6290525,0.12921566,-0.014924956,0.6286696,-0.35810882,-0.10710117,-0.28256774,0.055986352,-0.08223297,0.16881947,0.2962278,-0.00762293,0.40071577,0.4978248,0.27059114,0.35290682,0.16207696,0.17914814,0.100527495,-0.3807482
20,-0.11055616,2.1732068,-0.07525799,1.1703713,-0.5624633,0.24127519,1.1663265,0.9605255,0.00091166334,-0.092181206,0.9471106,-0.3115576,-0.041029215,-0.7588624,-0.2923875,-0.37038082,0.9013038,0.24255499,0.116605535,-0.06368368,1.3838819,-0.30785632,-0.27618712,-0.1717021,-0.35499293,0.059079193,0.22808164,-0.53043044,-0.24958666,0.108010486,-0.23729552,0.017978765,0.1741175,-0.5388746,0.21620086,-0.33842164,-0.106511615,0.37603474,0.063433036,-0.24280944,0.10707316
21,0.079822585,-1.4707453,-0.10821925,-1.0432243,-0.34713876,0.45269877,-0.25085324,-1.0013423,-0.9231013,0.5615549,-0.60521734,0.47272754,-0.16803962,-0.14826974,0.642792,-0.18790488,-0.6220275,-0.3817312,-0.36930853,-0.6290525,-0.30785632,1.4142579,0.6382196,0.097170144,-0.26145893,0.3547868,-0.2667641,0.19917916,-0.14548054,-0.016797895,-0.7187022,0.45078602,-0.010922907,-0.0076505863,-0.5172266,-0.0040918025,0.10034384,-0.33928975,-0.16840978,-0.13638899,0.031445086
22,-0.19491401,-0.6473894,0.79815674,0.024023078,-0.08425182,0.37742317,0.017105442,-0.60923743,0.24309687,-0.10220975,-0.3024336,-0.042204052,-0.5251528,-0.73093784,1.401445,0.48151168,0.056886375,-0.42387727,-0.8425001,0.12921566,-0.27618712,0.6382196,2.4733257,-0.18373345,0.43376288,0.7014675,-0.4256878,-0.205488,-0.012658445,-0.20753029,-0.16044828,0.5941738,0.54531914,0.019852417,0.07155502,-0.04518216,0.11291495,-0.60093296,-0.13545246,-0.04028333,-0.17763019
23,0.09639777,0.124106854,0.093896896,-0.09857232,-0.33732557,0.53373694,0.24569933,-0.511595,-0.09782422,0.9035839,0.0025739563,-0.31869978,0.25080052,0.3977508,0.23093207,0.06943828,0.29696035,0.4184445,-0.40652746,-0.014924956,-0.1717021,0.097170144,-0.18373345,0.9555969,-0.30710572,-0.019509003,-0.15368341,0.6806164,0.31398696,0.37077028,-0.05473096,0.0004259246,0.21268246,-0.1043482,-0.3022689,-0.08192099,0.411157,0.16448462,-0.022880822,-0.09988119,-0.070869654
24,-0.030454502,-0.59355754,0.2773606,-0.4876011,1.2335806,-0.13072622,-0.15635234,-0.17956132,0.86566126,-1.024544,-0.09013866,0.66018015,0.09335542,0.10551605,0.131021,-0.0801169,0.19651532,-0.38064378,0.11952164,0.6286696,-0.35499293,-0.26145893,0.43376288,-0.30710572,1.3559225,-0.17739753,-0.11807215,-0.39309788,-0.23217298,-0.21206456,0.07615025,0.5017712,-0.5817329,0.47465795,0.16753137,0.26086837,0.22306456,0.11780822,0.104966916,0.17917383,-0.2823107
25,0.13501143,2.1593862,1.701576,0.22982903,0.73227835,-0.5870736,-0.64379716,0.15095672,-0.29212707,-0.907707,0.24208313,-0.18039978,0.0587738,-0.5999476,-0.0030507804,0.25168937,0.3181163,-0.95814353,0.37046856,-0.35810882,0.059079193,0.3547868,0.7014675,-0.019509003,-0.17739753,1.5683951,0.013260118,0.20070231,-0.3563636,0.7714337,-0.7278018,0.024273153,0.12674561,-0.31365132,-0.27306348,0.055673525,-0.077101424,-0.46148092,-0.22612995,-0.105881035,0.11536388
26,-0.0502721,-0.19563663,-0.27678427,0.18270385,0.3883499,-0.13617179,-0.2310597,0.71111894,-0.13414645,-0.50363874,-0.20183206,-0.055887,-0.36240318,-0.046715483,-0.34222713,-0.15518212,-0.2894559,0.2865409,0.041475154,-0.10710117,0.22808164,-0.2667641,-0.4256878,-0.15368341,-0.11807215,0.013260118,0.632758,-0.24640068,0.16431755,0.44265276,0.05155939,-0.35857564,-0.09237407,-0.016849173,-0.078689486,-0.27439564,-0.05498164,-0.016084086,-0.15846448,0.033486765,0.13165794
27,0.24646717,1.2247022,1.1186401,-0.43784636,-1.1614156,0.035165735,-0.18233225,-0.86378175,-0.60283846,1.7857175,0.1861194,-0.9356444,1.4694054,1.1102934,-0.34350538,0.41777316,0.005458597,-0.2626558,0.03945955,-0.28256774,-0.53043044,0.19917916,-0.205488,0.6806164,-0.39309788,0.20070231,-0.24640068,2.2547026,0.19409138,0.04551898,-0.06955148,-0.07193162,0.015783377,-0.14296678,-0.2003429,0.15812439,0.2810584,-0.36746973,0.093788415,0.0901214,-0.06112364
28,0.019986885,-0.14941654,-0.8200418,-0.66541576,-0.19652033,0.062554464,-0.33502638,-0.6231879,0.6145071,0.090376325,-0.29100645,-0.23665728,-0.038441975,0.6012604,0.08877464,0.9655835,-0.550909,0.73325515,-0.45359924,0.055986352,-0.24958666,-0.14548054,-0.012658445,0.31398696,-0.23217298,-0.3563636,0.16431755,0.19409138,1.2443163,0.29439318,0.37053022,-0.33251143,-0.015901774,0.3057833,0.042899154,0.04327461,-0.19477053,-0.22617032,-0.122774765,-0.26588458,0.10467036
29,0.10826564,1.766959,0.4633119,0.08153756,0.9242585,-0.68897676,-1.4703426,0.42760068,-0.30202764,-0.8384223,-0.29376233,0.12058843,-0.5379917,-0.2617324,0.09464325,-0.5521656,-0.51488554,0.13217133,-0.37698108,-0.08223297,0.108010486,-0.016797895,-0.20753029,0.37077028,-0.21206456,0.7714337,0.44265276,0.04551898,0.29439318,1.6957144,-0.45137912,0.0035205698,-0.10399465,-0.31979418,0.0924248,0.08786978,0.27234745,0.020489404,-0.080703236,-0.058724634,0.2237975
30,-0.14677683,-0.9351696,-0.68687785,0.47421277,-0.55256224,0.15900367,0.10991964,0.33631825,0.44873017,0.2767184,-0.12585586,-0.3450599,-0.14940736,0.38237783,0.021976221,0.22712427,-0.16211689,0.5858936,-0.25667977,0.16881947,-0.23729552,-0.7187022,-0.16044828,-0.05473096,0.07615025,-0.7278018,0.05155939,-0.06955148,0.37053022,-0.45137912,0.99294406,-0.4063569,0.11951546,0.07956725,0.25928903,-0.123857126,-0.20134017,0.0732194,0.05469031,0.14008963,0.063650206
31,0.008074284,1.1328382,0.116069615,-0.020077866,-0.09828958,0.12385603,0.4042329,-0.43887335,0.0976859,-0.0155484695,0.020280011,0.29719394,0.044826277,-0.5627241,0.54913014,-0.48807448,0.17816725,-0.114839174,-0.40818664,0.2962278,0.017978765,0.45078602,0.5941738,0.0004259246,0.5017712,0.024273153,-0.35857564,-0.07193162,-0.33251143,0.0035205698,-0.4063569,0.9735195,-0.2156719,-0.01715637,0.20460296,0.31353736,0.39765897,0.08061016,-0.05360394,-0.052650396,-0.1290841
32,-0.06629292,-0.17345816,-0.08653872,0.61453044,-0.6960701,0.16927886,0.14133081,0.16842358,-0.48699617,0.7643144,0.081295416,-0.3663869,-0.31917456,-0.21144405,0.59920394,-0.014300587,0.13646656,0.3290253,-0.27196655,-0.00762293,0.1741175,-0.010922907,0.54531914,0.21268246,-0.5817329,0.12674561,-0.09237407,0.015783377,-0.015901774,-0.10399465,0.11951546,-0.2156719,0.9716341,-0.13124874,0.15875195,-0.37487936,0.18250832,-0.017815817,0.0233065,-0.04048328,-0.0068241563
33,0.070781186,-1.4580798,-0.18062915,-1.0731213,0.8652303,0.023109661,-0.19361606,-0.6214851,0.5992249,-0.3221641,-0.19370505,0.54019445,0.28023672,0.5808306,0.034585062,0.46699226,-0.16791996,0.063205525,0.06043838,0.40071577,-0.5388746,-0.0076505863,0.019852417,-0.1043482,0.47465795,-0.31365132,-0.016849173,-0.14296678,0.3057833,-0.31979418,0.07956725,-0.01715637,-0.13124874,0.8191927,-0.09144576,0.10218415,0.16374463,-0.13550031,-0.06997462,0.0037348424,-0.14787038
