,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,6.0312266,-12.622156,4.201132,-7.125882,-6.955985,6.066002,-0.5920347,0.7948861,0.08992949,-1.849072,-1.243894,-1.7563279,-1.8311155,-3.7866566,0.6919689,-1.3478822,-0.13518646,-2.5870042,2.1837525,1.047679,2.3573647,0.18328008,-1.6743913,0.04021942,-1.7466629,-0.25481755,2.3192616,-0.0489093,0.8576042,-2.6827266,0.06287292,-0.94998974,0.6894089,-0.261544,0.22398314,-1.8937334,-1.2577553,0.19811222,-0.7974359,-0.47702298,-0.5557674,0.38229483,-0.5759937,0.28717738,-0.07059266,0.8696348,-0.5785532,-1.0493851,0.10422298,0.37343383,-0.14150316,0.08871903,-0.004297936,0.011477468
1,-12.622156,33.659126,-11.742594,19.816431,14.520205,-9.939311,2.070819,-4.6037207,-0.19941196,4.5382953,2.7173023,2.1631474,1.7143984,6.9223576,-0.6215677,4.8644056,-2.3794093,7.92199,-8.165264,-1.698655,-4.292019,2.1988153,5.17799,-0.050555594,0.79203653,-1.4767838,-6.0826063,-1.1018797,-2.6563754,5.6153736,-2.26236,1.6560407,-1.6328049,2.8736603,0.032255135,3.4798422,1.9868851,-1.293956,2.0391736,1.4389178,1.7364358,-0.32464367,0.23268473,-0.15561946,1.1660782,-2.1934843,0.6263633,0.22499323,0.10322479,-0.92444277,0.068496644,0.4186359,-0.4088943,0.1165374
2,4.201132,-11.742594,7.4780297,-11.197216,-7.630328,5.0845013,-3.9211574,-0.8544055,0.8222307,-1.8313303,-0.4033179,-2.2718554,-1.9763999,2.6922936,-4.325898,1.4063417,-0.504992,-1.4462724,2.7321815,1.2488494,1.0014693,-0.8056573,-1.7706528,-0.24610075,0.7371721,1.4096494,1.6583587,0.4940021,0.50777185,-2.707822,0.5662995,-1.0826683,-0.23197965,-1.1392673,-0.21791789,-1.5349922,-0.2816561,1.2149603,-0.22087546,-0.7145486,-0.70162284,0.038229316,0.3083381,-0.06969975,-0.70452076,1.6262786,0.43637156,0.119026065,0.14679423,0.82525015,-0.02937419,-0.35561043,0.11165935,0.22375092
3,-7.125882,19.816431,-11.197216,30.463219,12.542765,-4.709469,4.3276663,5.79799,-2.7468276,1.4071696,-0.03379976,3.0070653,2.3453395,-0.6954633,8.794407,-0.16554981,0.8715317,5.3207917,-3.5368893,3.3018055,0.67945415,0.8981164,9.171947,0.26657417,0.7095939,-2.0620375,-1.9962931,2.0352094,-0.7442273,4.994219,-3.710289,5.545836,0.22951412,1.9796467,-0.73577845,-0.029008541,-0.1557094,-2.351344,-0.99170244,-0.43093064,-0.3159834,-1.7859454,0.14698088,-0.32384536,1.0746086,-0.029336039,-0.21646267,-0.44134688,1.5377643,-1.43588,0.5743729,-0.01129147,-0.45197722,0.087548055
4,-6.955985,14.520205,-7.630328,12.542765,13.77691,-11.820755,3.325039,2.716465,-0.37112793,2.4735863,3.8852215,4.59713,2.8862371,-1.8499053,1.6736423,2.5476782,0.36172736,0.5436151,-2.2361727,-2.9408665,-0.8118085,-2.2061784,1.4817163,0.010345489,0.62749726,-2.3606806,-0.3413966,0.5372088,-1.11327,3.8210006,-0.833857,1.9779468,-0.21600218,0.26873904,-1.3663714,2.5225632,1.4516821,-0.99837613,-0.16050178,1.3131211,0.6908144,-0.72345626,0.88815016,-0.57728064,0.22273275,-1.3804083,0.17366028,0.9111384,0.04565543,-1.2553678,0.40184546,-0.68404627,1.0064931,0.2830564
5,6.066002,-9.939311,5.0845013,-4.709469,-11.820755,15.059032,-1.2602062,-2.3221645,0.3455817,-2.877979,-5.761545,-3.1580236,-4.52418,1.6231015,2.7228653,-2.095821,-1.4535966,1.1998945,0.45579356,4.2183313,1.745738,2.1624758,-0.05191865,-0.5665972,-0.3805763,2.1042442,-1.1120732,-0.3552962,0.8658979,-3.138746,-0.6255807,-0.12998216,1.4548109,0.58593416,1.5742612,-2.1051822,-2.5078638,-1.2184883,0.12737662,-1.2870207,-0.46564323,1.7592411,0.345372,0.8523077,-0.059425943,2.054538,0.11230248,-1.9040647,1.1000776,0.900049,-0.4245606,0.7881113,-0.8779762,-0.0039938074
6,-0.5920347,2.070819,-3.9211574,4.3276663,3.325039,-1.2602062,6.65143,1.9683871,3.3501449,1.4261336,-1.4633284,0.3828204,-0.13528118,-4.9840455,4.07091,-1.3126981,2.0134835,-0.9794569,-0.94166917,-0.78789794,-1.2740353,-1.6842567,-1.6133927,0.7059672,0.5537789,-2.6994207,-0.5686476,0.73361146,2.1179817,0.81293225,-1.2719967,0.4794631,1.3025441,0.48990464,1.5089028,2.1007771,-0.017494421,-0.7383252,0.035805766,-0.31569803,0.55471337,0.9455497,-0.61044383,-0.57033706,-0.08100441,-1.0167974,-0.5382489,-0.755792,0.35900018,-0.26412258,0.08676468,0.42201418,0.23517191,-0.5759491
7,0.7948861,-4.6037207,-0.8544055,5.79799,2.716465,-2.3221645,1.9683871,12.907844,0.25596517,0.65778244,-0.64473706,2.3995645,1.6818609,-6.147607,2.2822285,1.4646938,3.8464057,-0.09637778,-0.017027125,-0.5596492,2.295702,-2.4663777,2.208377,-0.60203516,-0.26356018,1.1303964,1.204473,1.5474939,0.6061305,-1.8004823,0.9867278,2.078753,-1.1721929,-1.3873826,-0.19029514,-1.7218132,-1.4581363,-0.24683459,-1.5321269,0.50867903,1.8288184,-1.3321161,-0.7230275,-0.40153235,-1.4884324,1.2085519,-0.3565932,-0.20799151,0.6556009,0.012153462,0.9974835,-1.0626651,0.31417286,-0.91327477
8,0.08992949,-0.19941196,0.8222307,-2.7468276,-0.37112793,0.3455817,3.3501449,0.25596517,7.474892,0.68001056,0.75484246,-3.0938606,-2.6675153,-0.95537746,-3.467093,3.5264988,1.0667706,-0.32498005,0.0695298,-0.61606663,-0.36396456,-0.117278606,-1.4398826,-0.16461527,-0.19206734,-2.4810765,-1.3057669,0.704167,3.0297198,-0.87004626,-1.2643379,0.5209907,0.43072116,1.4881656,1.4914999,0.7921648,1.7195585,0.22429496,0.5735582,-0.7045078,0.6803378,1.3988851,-0.64787567,-1.3811092,-0.54689825,-0.60512865,-0.09204749,0.26333517,0.6156111,0.656125,-0.06239967,0.17988726,0.4148354,-0.8901428
9,-1.849072,4.5382953,-1.8313303,1.4071696,2.4735863,-2.877979,1.4261336,0.65778244,0.68001056,8.417868,-0.35166407,4.955658,-0.2403166,-1.5469334,-0.17681453,1.6385863,-1.2825701,1.8250681,-3.0395641,-3.0959907,-4.8152666,0.9622778,1.4553995,1.1005096,0.4488637,-1.381623,1.5443745,-0.18362637,1.9213431,0.25205714,-0.022847723,-1.3268285,0.95506346,0.106462166,1.7332456,0.1923739,-1.278895,1.1215762,1.4165119,0.30659992,0.61095876,0.21819419,-0.6067441,-1.8502991,-0.7599181,1.3445661,-0.35719377,1.0816097,-0.19184779,0.03628455,-0.05405675,0.23815472,-0.4014721,0.38197592
